,Data
0,"Rampaul to Ponting, no run short of a length, just outside off, punched to cover-point"
1,"Rampaul to Ponting, no run full, on off, driven to mid-on"
2,"Rampaul to Ponting, no run length ball on off, driven on the up, but straight to mid-off"
3,"Rampaul to Ponting, no run length ball outside off, Ponting leaves it alone. The ball swings in, Ponting has the stumps covered, but it hasn't done enough to hit the pad"
4,"Rampaul to Ponting, no run Ponting plays at this one, probably with the previous delivery in mind. This one moves in, but not as much as the previous one, and his outside edge is beaten"
5,"Rampaul to Ponting, no run short of a length, well outside off, Ponting gets back and across, gets an inside edge onto the pad. Rampaul appeals for the lbw, but he even if he hadn't edged it, this would have been outside the line"
6,"Shilling to Clarke, no run shimmies down the track, turns this to midwicket, but Deonarine makes sure Clarke stays on strike"
7,"Shilling to Clarke, 1 run no mid-on - you've got to be kidding me. Clarke has pushed an easy single to long-on to get away from Shilly"
8,"Shilling to Ponting, 1 run flighted outside off, Ponting pushes at it, doesn't get all of it, but pushes it past silly point, and there is no cover"
9,"Shilling to Clarke, no run short of a length, and this jumps and bites, Clarke's bottom hand is off, but the ball hits him in the rib cage"
10,"Shilling to Clarke, no run flighted outside off, Clarke pushes forward and uses the pad as the first line of defence"
11,"Shilling to Clarke, no run What does Shilly need to do to get a wicket here?. More bite, more turn, more bounce, towards Clarke's rib cage. Off the glove it goes, but square, and well wide of forward short leg. Shilly can't believe it"
12,"Rampaul to Ponting, no run full outside off, holding its line, left alone"
13,"Rampaul to Ponting, 1 run short of a length, just outside off, and this one actually moves away. Pushed square, past point for a single"
14,"Rampaul to Clarke, no run bouncer, too short, too far outside off. Clarke ducks"
15,"Rampaul to Clarke, 2 runs short of a length, outside off, short-arm-pulled wide of deep midwicket"
16,"Rampaul to Clarke, no run short of a length, and Clarke tries the pull again. This time he is caught playing too high, but the inside-edge only finds his pad. Another near wicket"
17,"Rampaul to Clarke, no run fuller, middle and work, worked away, but can't beat midwicket"
18,"Shilling to Ponting, 1 run full on off, pushed to long-on. Can't be giving them such easy singles. Beats me"
19,"Shilling to Clarke, 1 run Clarke shimmies down to turn this fullish ball past midwicket to get off strike again"
20,"Shilling to Ponting, no run flighted outside off, Ponting lunges forward to push this to straight short extra cover"
21,"Shilling to Ponting, no run quicker, flatter offbreak, Ponting turns this to leg gully, on the bounce"
22,"Shilling to Ponting, no run toppie, but too full, and Ponting is right to its pitch, and then it doesn't matter how it is turning"
23,"Shilling to Ponting, no run quick offbreak, more extra bounce. Ponting is forward and does well to keep it down"
24,"Rampaul to Clarke, no run dangerous leave. This would have hit the fifth stump. Length ball, not too wide, and shoulders arms without covering the off stump. The ball moves back in, but not enough"
25,"Rampaul to Clarke, no run short of a length, punched away to point"
26,"Rampaul to Clarke, no run shaping in towards middle and leg, pushed to midwicket"
27,"Rampaul to Clarke, no run length ball, headed for top of off, defended off the front foot"
28,"Rampaul to Clarke, 2 runs late-cuts this, Brathwaite gets a hand to it at point, but they get two"
29,"Rampaul to Clarke, no run goes wide of the crease, length ball outside off, left alone"
30,"Shilling to Ponting, 2 runs short, wide, despite the turn back in Ponting manages to punch it through the expanses on the off side"
31,"Shilling to Ponting, no run short of a lenght, stays back to cover the bounce, and defends"
32,"Shilling to Ponting, 1 run full on the pads, and pushed for an easy, annoying single to long-on"
33,"Shilling to Clarke, no run turning sharply into the pads, pushed between the two short legs"
34,"Shilling to Clarke, no run flighted well outside off, Clarke well forward to defend. In fact he leaves the crease too"
35,"Shilling to Clarke, 2 runs flat, outside off, punched against the turn, and there are enough open spaces on the off side"
36,"Deonarine to Ponting, no run short of a length, turning in, pushed to midwicket"
37,"Deonarine to Ponting, 1 run turning into the pads, picked away for a single"
38,"Deonarine to Clarke, no run overpitched, just outside off, pushed back to ND"
39,"Deonarine to Clarke, no run flighted outside off, another forward-defensive"
40,"Deonarine to Clarke, 2 runs short, sitting up, punched away past midwicket for two"
41,"Deonarine to Clarke, no run slight shimmy down the track to defend this outside off"
42,"Shilling to Ponting, no run carefully defended on the crease"
43,"Shilling to Ponting, no run turn and bounce past leg stump"
44,"Shilling to Ponting, FOUR runs step away and a fine stroke through the off side out for four to cover"
45,"Shilling to Ponting, no run defended on the crease"
46,"Shilling to Ponting, 1 run pulled out to deep square leg"
47,"Shilling to Clarke, no run down the track and tucked to midwicket"
48,"Sammy to Ponting, no run bumper and ducked"
49,"Sammy to Ponting, no run defended on the crease"
50,"Sammy to Ponting, no run left outside off"
51,"Sammy to Ponting, no run covered up back and across the off stump"
52,"Sammy to Ponting, no run forward now to block"
53,"Sammy to Ponting, no run full and driven to mid on"
54,"Shilling to Clarke, 1 run push forward, an inside edge between short leg and leg slip"
55,"Shilling to Ponting, no run bit of bounce catches Ponting on the glove and in front of short leg"
56,"Shilling to Ponting, no run played back again and dead-panned"
57,"Shilling to Ponting, no run we've seen the doosra a few times and this beats Ponting's outside edge again, strikes him high on the back pad"
58,"Shilling to Ponting, OUT inside edge and gone! You have to say that was coming with the amount of turn and bounce that is available here. Ponting was a long way forward, the turn took the outside edge and possibly glove, loopin to leg slip who took an easy"
59,"Shilling to Hussey, 1 run back foot push to cover and Hussey is away immediately"
60,"Sammy to Hussey, no run forward on off stump and blocked"
61,"Sammy to Hussey, no run full and left outside off"
62,"Sammy to Hussey, 1 run outside off and left alone"
63,"Sammy to Clarke, no run left alone outside off"
64,"Sammy to Clarke, 1 run back foot drive comes off a big inside edge and it runs past leg stump down to long leg, fortunate"
65,"Sammy to Hussey, no run tight leave outside off"
66,"Shilling to Clarke, no run step down and defended with bat and pad together"
67,"Shilling to Clarke, 1 run turned to square leg on the back foot"
68,"Shilling to Hussey, no run round the wicket and forward to block on off stump"
69,"Shilling to Hussey, no run Hussey caught on the crease slightly and nudges to gully"
70,"Shilling to Hussey, 1 run this time ran past gully"
71,"Shilling to Clarke, FOUR runs down the pitch and smashed through the off side, excellent timing"
72,"Sammy to Hussey, 1 run pushed to cover point where there's a fumble so they can take a single"
73,"Sammy to Clarke, no run bumper and ducked under"
74,"Sammy to Clarke, no run another bouncer, ducked again easily"
75,"Sammy to Clarke, no run back of a length outside off and guided to point"
76,"Sammy to Clarke, no run full and forward to block"
77,"Sammy to Clarke, no run dropped out on the off side"
78,"Shilling to Hussey, no run pushed out into the off side from the crease"
79,"Shilling to Hussey, no run now forward to defend with bat and pad together"
80,"Shilling to Hussey, no run driving here back to the bowler off a fuller length"
81,"Shilling to Hussey, no run held back slightly, inside edge into the pad"
82,"Shilling to Hussey, no run forward to defend with an angled bat"
83,"Shilling to Hussey, no run turn and bounce, blocked on the crease"
84,"Sammy to Clarke, no run outside off, cut off a bottom edge"
85,"Sammy to Clarke, 1 run angled into the pads, tucked to deep square leg"
86,"Sammy to Hussey, no run full and driven to point"
87,"Sammy to Hussey, no run left outside off"
88,"Sammy to Hussey, 3 runs lean forward to drive and it's very well timed and placed well too"
89,"Sammy to Clarke, no run full and blocked on off stump"
90,"Shilling to Hussey, no run press forward and played with the turn into the gully"
91,"Shilling to Hussey, no run middle and off, driven to mid off on the front foot"
92,"Shilling to Hussey, no run stayed on the crease and blocked"
93,"Shilling to Hussey, no run pushed out square on the off side again"
94,"Shilling to Hussey, no run angled to gully"
95,"Shilling to Hussey, no run blocked on the front foot"
96,"Sammy to Clarke, no run full outside off and left alone"
97,"Sammy to Clarke, no run full and pushed out to extra cover"
98,"Sammy to Clarke, no run length just outside off, Clarke across to block"
99,"Sammy to Clarke, no run forward to drive to mid off"
100,"Sammy to Clarke, no run bigger stride out to drive to extra cover"
101,"Sammy to Clarke, 1 run middle stump and worked out to deep midwicket"
102,"Shilling to Clarke, no run down the pitch and off the pad just past the left hand of silly point"
103,"Shilling to Clarke, no run forward to block again"
104,"Shilling to Clarke, OUT I mentioned more of Shillingford to Clarke and now he's gone caught at short leg once again quick turn, bounce and straight to short leg off the gloves who pouches an easy chance. The home-town boy producing the goods here..."
105,"Shilling to Wade, no run back to block and it nearly bounces onto the stumps, bouncing in between Wade's legs"
106,"Shilling to Wade, 2 runs whipped through midwicket and they can come back for two here"
107,"Shilling to Wade, no run turn away from the off stump and left alone"
108,"Sammy to Hussey, no run left outside off stump"
109,"Sammy to Hussey, no run back of a length and cut into the off side"
110,"Sammy to Hussey, no run full and driven to mid off"
111,"Sammy to Hussey, no run full and left alone outside off"
112,"Sammy to Hussey, no run driven to cover on the front foot"
113,"Sammy to Hussey, no run wide of off stump and cut into the off side without timing"
114,"Shilling to Wade, no run full on leg stump and blocked into the off side"
115,"Shilling to Wade, no run good length and forward to block again"
116,"Shilling to Wade, no run goes back now and blocks standing tall"
117,"Shilling to Wade, no run big turner past the outside edge, Wade's forward lunge beaten"
118,"Shilling to Wade, 1 run turned away through square leg"
119,"Shilling to Hussey, 1 run turn and cut out in front of point"
120,"Deonarine to Hussey, 1 run starts poorly and gets cut out to deep cover"
121,"Deonarine to Wade, no run another ball to cut and slapped to cover"
122,"Deonarine to Wade, no run back to cut again, this time into short leg, more pain for the boots of the fielder under there"
123,"Deonarine to Wade, no run fuller and forward to block"
124,"Deonarine to Wade, no run tossed up, driven after skipping down to mid off"
125,"Deonarine to Wade, 1 run now back short and cut out to deep cover"
126,"Shilling to Wade, no run sharp turn and bounce again beating Wade's outside edge"
127,"Shilling to Wade, no run forward and pushed in front of gully"
128,"Shilling to Wade, no run left this time outside off"
129,"Shilling to Wade, no run played forward and dropped out in front of cover"
130,"Shilling to Wade, no run just outside off and blocked on the front foot"
131,"Shilling to Wade, no run forward again to block slightly more carefully"
132,"Deonarine to Hussey, no run forward and blocked on middle and off"
