,Data
0,2.02 pm West Indies have won the toss and chosen to bat first.
1,"Starc to Lewis, 1 wide full and swinging down leg at 144 kph. Extra marks the first run of the match."
2,"Starc to Lewis, 1 leg bye full and tailing into leg stump at 148 kph, Lewis overbalances missing a flick and it comes off his pads behind square for a leg bye."
3,"Starc to Hope, 2 runs full inswinger on fifth stump at 144 kph, Hope punches this straight down the ground past mid-off for a pair, not timed well enough to reach the rope."
4,"Starc to Hope, no run full and wider on sixth stump, Hope miscues a drive into the off side ring."
5,"Starc to Hope, 3 runs full on fourth stump at 142 kph, punched on the up back down the ground again and Wade chases from mid-off to corral it before the rope for three."
6,"Starc to Lewis, no run good length ball on off stump at 147 kph, defended back to Starc."
7,"Starc to Lewis, no run good length ball on middle stump at 143 kph, defended to mid-on."
8,"Hazlewood to Hope, no run good length ball on seventh stump at 139 kph, left alone."
9,"Hazlewood to Hope, no run back of a length on fourth stump, defended to cover."
10,"Hazlewood to Hope, no run full on seventh stump, Hope reaches out and drives square to backward point."
11,"Hazlewood to Hope, no run back of a length on sixth stump swinging away and left alone."
12,"Hazlewood to Hope, no run good length ball tighter on fourth stump at 140 kph, defended to cover."
13,"Hazlewood to Hope, no run back of a length on off stump at 136 kph, defended into the off side."
14,"Starc to Lewis, no run back of a length on fifth stump, left alone."
15,"Starc to Lewis, 1 run back of a length on fourth stump at 143 kph, punches this behind point off the back foot and cut off at deep third man."
16,"Starc to Hope, no run full on the stumps, defended to mid-on."
17,"Starc to Hope, 2 runs overpitched on sixth stump, driven firmly through the covers but more off the toe of the bat than the middle and it slows up before the rope."
18,"Starc to Hope, no run Starc drags this wider on the guideline at 145 kph on a full length, Hope leaves it believing it might be called a wide but the umpire lets it go."
19,"Starc to Hope, no run back of a length on seventh stump at 145 kph, left alone again."
20,"Hazlewood to Lewis, no run back of a length on fourth stump at 134 kph, defended."
21,"Hazlewood to Lewis, no run short on the body, goes to pull and a deflection goes down the leg side to Carey. Big appeal given not out. Live it looked like it came off the glove. It slowed up as it passed Lewis. Carey calls for the DRS review. In fact the ball has come off the thigh guard. Umpire Leslie Reifer Jr's not out decision is vindicated. Australia lose a review."
22,"Hazlewood to Lewis, FOUR runs Glorious shot! Back of a length on fifth stump at 140 kph, crunching square drive from Lewis beats backward point and finally West Indies have their first boundary."
23,"Hazlewood to Lewis, no run back of a length ball on off stump, defended."
24,"Hazlewood to Lewis, no run back of a length on fourth stump at 132 kph, a touch of extra bounce climbs into the shoulder of the bat on Lewis' back foot defense."
25,"Hazlewood to Lewis, no run top edge into the helmet! Hazlewood bangs it in short on the body, Lewis tries to pull and it comes off the bat into the helmet. Lewis looks a touch woozy. He claims he's okay when Hazlewood asks him but that's not exactly convincing. Physio comes out for a concussion check. The ball pinged him right above the grill straight into the forehead part of the helmet."
26,"Starc to Hope, no run full and wide, mistimes a shot into the off side."
27,"Starc to Hope, 1 run short on sixth stump, flat bats this back down the pitch, Starc misfields it bursting off his hand off a bounce and goes over the stumps to mid-off for one."
28,"Starc to Hetmyer, no run full on off stump at 144 kph, defended to mid-on."
29,"Starc to Hetmyer, FOUR runs overpitched on sixth stump at 145 kph, enough width for Hetmyer to flay a square drive through backward point to the rope."
30,"Starc to Hetmyer, 1 leg bye back of a length on the hips at 146 kph, flicks this in the air over fine leg for one."
31,"Starc to Hope, no run short on the stumps at 144 kph, Hope ducks under it safely."
32,"Hazlewood to Hetmyer, no run full on off stump at 134 kph, defended."
33,"Hazlewood to Hetmyer, no run full on fourth stump at 135 kph, driven firmly to extra cover."
34,"Hazlewood to Hetmyer, no run full on off stump, defended."
35,"Hazlewood to Hetmyer, no run good length ball on sixth stump at 131 kph, seams away with some extra bounce to beat an attempted cut."
36,"Hazlewood to Hetmyer, 1 run fullish length on fourth stump at 130 kph, drives hard at this and a thick edge goes to deep third man for one."
37,"Hazlewood to Hope, no run beauty! Good length ball angled in on fourth stump at 133 kph, Hope presses forward and is beaten."
38,"Agar to Hetmyer, 1 run full on the legs, flicks this wide of square leg for one."
39,"Agar to Hope, no run full on fourth stump darted in quick at 109 kph, thick edge goes to backward point."
40,"Agar to Hope, no run flighted full and wide at 89 kph on sixth stump, drives this to extra cover."
41,"Agar to Hope, no run darted in flat and full at 96 kph on middle, stabbed out back to Agar."
42,"Agar to Hope, no run flighted wider again at 81 kph on fifth stump, driven hard to extra cover."
43,"Agar to Hope, 1 run short on leg stump at 88 kph, goes back to flick behind square for one."
44,"Hazlewood to Hope, 1 run full on off stump at 139 kph, punched back past the non-striker to mid-on for one."
45,"Hazlewood to Hetmyer, OUT Hazlewood strikes to remove another batsman with this around the wicket angle back of a length. Hazlewood bangs this in on a fifth stump line, enough width to tempt Hetmyer into a back foot punch but there's a touch of variable bounce and it disrupts Hetmyer enough to produce an inside edge dragging onto the stumps. Hetmyer shapes like he wanted to swing his bat and destroy the stumps in frustration before opting to walk off"
46,"Hazlewood to Bravo, no run good length ball on sixth stump, Bravo shuffles across to shoulder arms."
47,"Hazlewood to Bravo, no run back of a length on fifth stump again at 130 kph, Bravo goes back to defend and a thick edge floats short of backward point."
48,"Hazlewood to Bravo, no run bouncer over leg stump at 136 kph, ducked under by Bravo."
49,"Hazlewood to Bravo, no run fullish length on fifth stump at 136 kph, stride forward and another leave by Bravo."
50,"Agar to Hope, 1 run full on middle, Hope backs away from leg and then drives firmly to long-off."
51,"Agar to Bravo, no run full on middle, defended."
52,"Agar to Bravo, SIX runs full on fifth stump, Bravo launches a prodigious blast over long-on hitting with the spin, doesn't even bother looking up to see how far it's gone. That was six as soon as it made contact."
53,"Agar to Bravo, 1 wide good length ball on middle spins down leg for a wide."
54,"Agar to Bravo, no run good length ball on off, defended."
55,"Agar to Bravo, no run good length ball on off, defended."
56,"Agar to Bravo, 1 run full on middle and leg, flicked through square leg for a long single fielded on the rope by deep square leg."
57,"Hazlewood to Bravo, 1 run back of a length on off stump at 134 kph, flicked off the back foot one-handed behind square."
58,"Hazlewood to Hope, no run back of a length on sixth stump, defended to backward point."
59,"Hazlewood to Hope, 1 run good length ball on fourth stump, Hope goes back to defend, thick edge goes to ground wide of slip and is misfielded to allow a single."
60,"Hazlewood to Bravo, 1 run back of a length on off stump, Bravo goes back again to flick one-handed behind square for another single."
61,"Hazlewood to Hope, no run beaten! Full on fifth stump at 131 kph, sucks Hope forward prodding and it seams away late to beat the edge."
62,"Hazlewood to Hope, 1 run fullish length on off stump, pushes forward again and a thick inside edge goes into midwicket for one."
63,"Agar to Hope, no run good length ball on off, defended to square leg."
64,"Agar to Hope, 1 run full on middle, driven firmly past extra cover to long-off."
65,"Agar to Bravo, 1 run full on off, punched to long-on."
66,"Agar to Hope, no run flighted more on fourth stump, Hope presses forward and it rips past the edge with sharp turn."
67,"Agar to Hope, no run full on the legs, defended back to Agar's right."
68,"Agar to Hope, no run full on off stump, smothered on the front foot."
69,"Turner to Bravo, no run full on fourth stump, Bravo prods forward and it spins past the edge. Appeal from Carey but it was bat on ground."
70,"Turner to Bravo, no run full on fourth stump again with Turner slanting this in from wide of the crease, defended to backward point."
71,"Turner to Bravo, no run full on fourth stump, defended again."
72,"Turner to Bravo, 2 runs good length ball straying on the legs, flicked through fine leg for a pair."
73,"Turner to Bravo, no run full on fourth stump, smothered on the front foot."
74,"Turner to Bravo, no run full again on fourth stump, smothered with a front foot defense."
75,"Agar to Hope, no run full on middle, prods forward and pushes to extra cover."
76,"Agar to Hope, OUT flight from Agar produces the edge to backward point! Agar kept on flighting these deliveries on fourth stump on a fullish length that Hope habitually groped at and this is yet another one where Hope pushes much too far in front of his body not really trying to score. The hard-handed shot balloons in the air between short third man and backward point but it is Marsh at backward point who charges forward and dives to pluck this inche"
77,"Agar to Pooran, no run good length ball on fifth stump defended to the off side."
78,"Agar to Pooran, 2 runs flighted full on leg stump, goes to sweep and a top edge bobs up off the glove and just clears leg slip before going through fine leg for a pair."
79,"Agar to Pooran, no run good length ball on the legs, goes back to flick and comes off the thigh guard just wide of Wade at forward short leg."
80,"Agar to Pooran, no run good length ball zipped in flatter and quicker on off stump, goes back to defend."
81,"Turner to Bravo, no run full on leg stump, defended back to Turner."
82,"Turner to Bravo, 1 run full on off stump, flicked through midwicket for a long single."
83,"Turner to Pooran, 1 run full on middle and leg, swept firmly to deep backward square along the turf."
84,"Turner to Bravo, 1 run full on fifth stump, driven firmly to the point sweeper."
85,"Turner to Pooran, no run full on fourth stump, driven to extra cover."
