,Data
0,"Flintoff to Gilchrist, no run run down to third man"
1,"Flintoff to Gilchrist, 1 wide short and down the leg side, no question that's a wide"
2,"Flintoff to Gilchrist, FOUR runs wide and slashed over slip, deliberate shot, well placed"
3,"Flintoff to Gilchrist, no run short of a length, Gilchrist forced back to defend"
4,"Flintoff to Gilchrist, 1 wide leg-side wide again. Flintoff not pitching anything up but struggling for his line"
5,"Flintoff to Gilchrist, no run lovely ball, beats Gilchrist's inside edge as he aims a fairly nothing drive off the back foot"
6,"Flintoff to Gilchrist, no run angled to Pietersen at backward point and he tries a pointless hurl at the stumps"
7,"Flintoff to Gilchrist, no run backfoot block, sliding stop by Bell in the covers"
8,"Anderson to Hayden, FOUR runs two steps down the track and blasted over long-on ... it trickles over the rope but a lovely strike"
9,"Anderson to Hayden, no run squirted to point where Pietersen fields"
10,"Anderson to Hayden, FOUR runs savage straight drive, Anderson faced with being a hero or ducking, opts to live to bowl another ball"
11,"Anderson to Hayden, 2 runs and another slash over the covers, Joyce sprints round from third man on the rope"
12,"Anderson to Hayden, FOUR runs fuller, lovely drive through extra cover"
13,"Anderson to Hayden, no run half volley, cracked straight at Ian Bell at cover"
14,"Flintoff to Gilchrist, no run Gilchrist looks to swing to leg, thin inside edge into his pads and the field converges"
15,"Flintoff to Gilchrist, no run slower ball, almost a yorker, and Gilchrist can do no more than prod it into the covers"
16,"Flintoff to Gilchrist, 2 runs slashed to cover where Pietersen makes a total hash of stopping it and gives two where there were none"
17,"Flintoff to Gilchrist, no run attempted pull but Gilchrist misses"
18,"Flintoff to Gilchrist, no run full toss, Gilchrist smacks it right back at Flintoff who fields in his follow through"
19,"Flintoff to Gilchrist, no run attempted yorker, Gilchrist chops down on it and it pootles up to mid-off"
20,"Anderson to Hayden, SIX runs MAXIMUM! half volley, swished over square leg"
21,"Anderson to Hayden, OUT Hayden onto the front foot as everything Anderson has bowled so far has been pitched up, but this one isn't and his slash comes off the splice and loops to Dalrymple at mid-off"
22,"Anderson to Gilchrist, no run big slash and well taken by Nixon"
23,"Anderson to Gilchrist, FOUR runs run off the face of the bat as if he was giving slip-catching practice, super shot&"
24,"Anderson to Gilchrist, 1 run tip and run to Joyce at point, good communication"
25,"Anderson to Ponting, 1 run more tip and run to Pietersen in the covers ... he was a bit slow onto that and his shy at the stumps missed anyway"
26,"Flintoff to Ponting, 1 run shortish, onto the back foot, patted into the covers and great running even though it was right to the inrushing fielder"
27,"Flintoff to Gilchrist, 1 run chopped down to third man"
28,"Flintoff to Ponting, SIX runs just short and Ponting onto it like a big cat and smacked into the first tier of the stand at square leg"
29,"Flintoff to Ponting, FOUR runs smacked to the other side, slashed over backward point"
30,"Flintoff to Ponting, 4 runs driven in the air over the covers - he opened the face there - and although Pietersen just caught it inside the ropes, they ran four anyhow"
31,"Flintoff to Ponting, 2 runs high high - very high - and Lewis at mid-on waited an age and made a complete hash of it. It was right down his throat and he seemed far too casual, it bounced out of his hands and he couldn't grab the rebound. Numpty, as Mr Miller loves to say"
32,"Anderson to Gilchrist, SIX runs pulled over deep midwicket ... carnage"
33,"Anderson to Gilchrist, SIX runs in the slot, lofted drive over mid-off which lands a foot over the rope"
34,"Anderson to Gilchrist, SIX runs and again ...smashed over deep midwicket and dropped in the crowd"
35,"Anderson to Gilchrist, 1 run driven to mid-off and a quick single ... what an anticlimax"
36,"Anderson to Ponting, 1 run punched to mid-on. Anderson laughs"
37,"Anderson to Gilchrist, 1 run smashed to mid-off where Dalrymple makes a good sprawling stop"
38,"Panesar to Gilchrist, no run Gilchrist back and blocks"
39,"Panesar to Gilchrist, 1 run and he does ... lofted in between the in and out field on the off"
40,"Panesar to Ponting, 1 run pushed to point where Dalrymple overruns the ball but recovers quickly to prevent the second"
41,"Panesar to Gilchrist, no run roundarm delivery, Gilchrist aims a reverse sweep but misses"
42,"Panesar to Gilchrist, SIX runs drive straight and high and Peter Parker signals a six ... and his oh-so-tight shirt is stretched to the limit"
43,"Panesar to Gilchrist, 2 runs punched to long-on"
44,"Lewis to Ponting, 2 runs nurdled round the corner and with Panesar on his knees as he fields, a second is easy"
45,"Lewis to Ponting, 1 run in the air but short of the incoming deep midwicket"
46,"Lewis to Gilchrist, SIX runs Oh yes! Gilchrist onto one knee and he smashes the ball over deep midwicket and it ends up halfway up the Bill O'Reilly stand"
47,"Lewis to Gilchrist, 1 run punched to deep mid-off"
48,"Lewis to Ponting, no run Ponting back and straight to point"
49,"Lewis to Ponting, FOUR runs heaved inches over the man at midwicket, the kind of shot Ponting wouldn't normally play even in the nets, but anything goes in Twenty20"
50,"Panesar to Gilchrist, OUT Gilchrist shapes to pepper the Bill O'Reilly stand again but gets an inside edge into his off stump"
51,"Panesar to Hussey, FOUR runs reverse sweep, Anderson dives but only pushes the ball over the rope - and just laughs"
52,"Panesar to Hussey, no run blocked, Nixon scurries out to field"
53,"Panesar to Hussey, 2 runs full, swished to deep square leg and good running to create a second"
54,"Panesar to Hussey, 1 run another reverse sweep, Hussey stretches to make it into a full toss, Anderson fields properly this time"
55,"Panesar to Ponting, 1 run Ponting waits, leans back and smacks it in the air over the covers to the sweeper"
56,"Dalrymple to Ponting, no run swept straight to the man short on the 45"
57,"Dalrymple to Ponting, 1 run sliced drive over the covers"
58,"Dalrymple to Hussey, FOUR runs hit hard through extra cover, timed and placed"
59,"Dalrymple to Hussey, no run Hussey moves outside leg stump, Dalrymple follows him and also does him in the air, a big swish and miss"
60,"Dalrymple to Hussey, 1 run tossed up again, swept single to the man on the 45"
61,"Dalrymple to Ponting, SIX runs checked drive, no follow through at all, and it still has enough legs to go over the head of long-off"
62,"Panesar to Hussey, SIX runs hello, massive! Hussey down the track and whacks that over the long midwicket boundary - that's huge"
63,"Panesar to Hussey, OUT Hussey comes right down the track looking for the same shot this time - the crack over midwicket - and his stumps are taken by Nixon, with some sharp work"
64,"Panesar to Symonds, 3 runs drops that short, wide, and Symonds lobs that lazily over extra cover. Dalrymple wings it back in and there's a chance of a run-out, but Panesar throws to the wrong end"
65,"Panesar to Ponting, 1 run dibbled out behind square"
66,"Panesar to Symonds, 1 run flighted up there and that's driven to mid-on"
67,"Panesar to Ponting, 1 run pushed up there again and an easy drive to mid-on once more"
68,"PD Collingwood to Ponting, FOUR runs loosener, straying sown leg and that's flicked up down the leg-side, too fine for Pietersen who gives chase in vain"
69,"PD Collingwood to Ponting, no run on the spot, good delivery and that's driven towards mid-on - midwicket came round and dived on it to stop it"
70,"PD Collingwood to Ponting, 2 runs good start, pushed off the legs to a wide long-on"
71,"PD Collingwood to Ponting, 2 runs sounded like he'd got hold of that, but in fact he didn't quite time it and that is bunted out to midwicket where it bounces in acres of space"
72,"PD Collingwood to Ponting, 1 run Collingwood goes wider, and the batsman tries to cut that but only manages to get the toe-end of the bat on it"
73,"PD Collingwood to Symonds, 1 run pushed right up there and Symonds does well to dig that out towards cover"
74,"Panesar to Symonds, 2 runs flighted up there and that's well driven out to the cover boundary"
75,"Panesar to Symonds, SIX runs boosted over mid-on and it's dropped in the crowd"
76,"Panesar to Symonds, 1 run wide and Symonds flat bats that forward to mid-off"
77,"Panesar to Ponting, no run waits for that one and works it cleverly round with just a dink behind square"
78,"Panesar to Ponting, 1 run good length delivery and that's worked out to long-on where it's cannoned back in quickly"
79,"Panesar to Symonds, no run pushed up there and that's defended"
80,"PD Collingwood to Ponting, OUT down on one knee and tries to flick that high over square leg where Lewis makes no mistake this time, having dropped him on 16. Lewis shows the ball to the crowd... because he can"
81,"PD Collingwood to Symonds, 1 run straight and shortish, Symonds waits on it and does well to late cut that very finely indeed before setting off quickly for a run"
82,"PD Collingwood to Clarke, no run defended first up"
83,"PD Collingwood to Clarke, 2 runs driven out to Pietersen out at a very wide long-on"
84,"PD Collingwood to Clarke, no run driven into his toes. Ouch"
85,"PD Collingwood to Clarke, 1 run worked off the back foot behind point and that's a relatively good over for England"
86,"Lewis to Clarke, 2 runs guided behind point off the back foot and that's good running from Australia"
87,"Lewis to Clarke, OUT short, just outside off and that's some sharp work in close from Collingwood, winged right back in over the stumps and Nixon who does the rest. Mix up of the yes, no, wait, sorry variety"
88,"Lewis to White, no run wide down the leg side and there's an appeal for a strangle, but it clearly flicked the outside of the pad"
89,"Lewis to White, no run defended on the front foot"
90,"Lewis to White, 1 run dabbed down off the back foot down to third man"
91,"Lewis to Symonds, 1 run attempted yorker worked out to the man at long-on"
92,"PD Collingwood to Symonds, FOUR runs slower ball, wide and clattered with a one-bounce four through extra cover, driving right through that one"
93,"PD Collingwood to Symonds, FOUR runs low full toss, worked off the legs through square with a bottom-hand flick and that goes all the way - strength and placement"
94,"PD Collingwood to Symonds, 1 run pushed up there and Symonds rushes that out to mid-on"
95,"PD Collingwood to White, no run"
96,"PD Collingwood to White, 1 run slower ball again, off cutter, worked to gully and Vaughan wings that back in underarm while diving"
97,"PD Collingwood to Symonds, 1 run attempted yorker and they push hard, looking for two, but it's not on"
98,"Lewis to Symonds, 1 run wide, full and that's worked in front of point off the back foot"
99,"Lewis to White, no run short and tries to hook that through midwicket, doesn't get hold of it, though"
100,"Lewis to White, SIX runs whack! Lovely shot in front of midwicket and that's just inches over the boundary"
101,"Lewis to White, 1 leg bye tries to hook that one as well, but the ricochet goes in front of gully to Vaughan"
102,"Lewis to Symonds, FOUR runs straight, but Symonds stands tall and walks back, making room to send that up and over through point"
103,"Lewis to Symonds, 2 runs huge! That's a flat bat swipe right over mid-on"
104,"PD Collingwood to White, 1 run gives himself room to cut that down the ground for one"
105,"PD Collingwood to Symonds, 1 run low full toss, worked out down the ground to Pietersen on the long-on boundary"
106,"PD Collingwood to White, 1 run slower delivery and he tries to heave that one over to midwicket, mis-times it and Nixon trotting into the leg-side to field it"
107,"PD Collingwood to Symonds, 2 runs yorker, worked out to midwicket and it's thrown back in on the bounce"
108,"PD Collingwood to Symonds, 1 leg bye slower ball, strays down leg and Symonds can only get a leg on it as it goes to the man up at fine leg"
109,"PD Collingwood to White, SIX runs clattered over midwicket and Dalrymple has a one-handed attempt to leap up and get that but it goes over him and just clears the rope. He was two yards in, if he'd have been on the ropes he'd have had that. As it is, that's the 12th six, equalling the record in"
110,"Flintoff to Symonds, no run dot ball at 85mph (137 kmh) as Symonds plays under that one, trying to cut it"
111,"Flintoff to Symonds, 1 run tries the yorker, but there's a touch of width and that's cut off the back foot behind point"
112,"Flintoff to White, FOUR runs rocketed through extra cover off the back foot and that's smashed away, scorcher"
113,"Flintoff to White, 2 runs yorker, driven off the back foot to cover and that brings up the 200"
114,"Flintoff to Symonds, 2 runs worked to long-on and that's some great running from the pair"
115,"Anderson to White, no run yorker, good start but fluffs the chance to run out Symonds at his end"
116,"Anderson to White, SIX runs huge, huger, hugest! That goes big over midwicket and it's fluffed in the crowd"
117,"Anderson to White, 2 runs Pietersen carbon-copies Lewis's drop earlier when Ponting was on 16 out at long-on. KP grins at the crowd, sheepishly"
118,"Anderson to White, SIX runs that's into the Ladies Stand there, over long-on, and that extends the sixes record"
119,"Anderson to White, 2 runs dropped into space at deep midwicket"
120,"Anderson to White, 1 run worked to square and Anderson has the worst analysis of any bowler in Twenty20 internationals (1 for 64 from his four overs)"
121,Martin will be back to take you through the next ten overs.
122,"Now let's see if Australia's bowlers can wipe the smile off his face though - their batsmen certainly had a good go. If this is any consolation at all for England, Australia's total isn't a record for all Twenty20 matches ... Somerset made 250 in 2006."
123,"England didn't help themselves with some average fielding at times, including two gaffesque drops. Vaughan's return as captain, though, was strangely encouraging - he was upbeat and seemed to be enjoying himself out there and his field placements were decent - for what they were worth, Australia often"
124,"Innings break Massive hitting from Australia there, murdering England's attack. Quality stuff, very entertaining to watch and they had bighitters right down the order."
