,Data
0,"Starc to Roy, no run back of a length, pushed across Roy who leaves it alone...doubt we'll see many of them"
1,"Starc to Roy, 2 runs similar line and length, this time Roy cuts it behind point and wide of third man to get off the mark"
2,"Starc to Roy, 1 wide some swing there, but started on the wrong line and slipped down the leg side"
3,"Starc to Roy, 1 wide now that's flung very wide outside off, almost misses the cut strip"
4,"Starc to Roy, 2 runs gets back around off stump, but that's a lovely piece of timing by Roy as he pushes forward and places it square through the covers...Warner chases it down well with a flick back just before the rope"
5,"Starc to Roy, no run full outside off, 89mph, through to the keeper"
6,"Starc to Roy, 1 wide another one down the leg side, Starc's radar isn't in sync yet. Long over to start with"
7,"Starc to Roy, no run spears into the pads, a strangled appeal for lbw but that pitched outside leg stump...did Roy a little for pace, though"
8,"Starc to Roy, no run a wild swing and a miss to a length ball outside off...a lengthy, wayward over so costing seven isn't too bad a result for Australia"
9,"Coulter-Nile to Hales, 1 run on a length, angled into the pads, tucked out to deep square leg"
10,"Coulter-Nile to Roy, no run short delivery, around middle and off, but not a full on bouncer...Roy is through his pull shot early and takes it in the stomach"
11,"Coulter-Nile to Roy, 1 run uses his feet then swings through the line of a full delivery, skews off a thick outside edge and carries towards third man but lands in front of the fielder"
12,"Coulter-Nile to Hales, no run full at off stump, 86mph, defended to the leg side"
13,"Coulter-Nile to Hales, 1 run works with the angle coming into him, flicked into square leg"
14,"Coulter-Nile to Roy, 1 run well bowled, a length ball nipping into him which he drops towards mid-on for a quick single"
15,"Starc to Roy, no run heaves a length delivery into the leg side but picks out the man in front of square"
16,"Starc to Roy, no run fuller this time, at the stumps, 90mph, driven into the leg side"
17,"Starc to Roy, no run full outside off, Roy was giving himself some room to leg so had to stretch for the delivery and couldn't make contact"
18,"Starc to Roy, FOUR runs lovely stroke, a whip-pull by Roy as Starc drops short...placement was the key as he slotted it wide of the man at deep square"
19,"Starc to Roy, 1 run back to a full length and it's forced with a straight bat through midwicket but a strong throw from Stoinis keeps them to a single"
20,"Starc to Hales, 1 run full at middle and off, 90mph, drop and run into the off side...a smart way to score off the good balls"
21,"Cummins to Hales, no run appeal for lbw, a full ball spearing into the pads but that appeared to he shading down the leg side as Hales misses his whip to the leg side"
22,"Cummins to Hales, no run another big appeal! A full toss this time. Michael Gough shakes his head again. That looked a bit closer. Replays show it was missing leg."
23,"Cummins to Hales, OUT well, that's done it! 91mph, Hales done for pace. Another low full toss, Hales is late on the stroke, gets an inside edge onto the pads then into the stumps"
24,"Cummins to Ali, 1 run yorker-length outside off, 93mph, that's some heat, and Moeen jabs it down to third man off the toe of the bat"
25,"Cummins to Roy, no run confident drive from Roy as he strides forward to a full ball on off stump but picks out cover"
26,"Cummins to Roy, OUT and another! Two in the over for Cummins. Roy tries to launch a length delivery over the off side, but gets more elevation that distance...still, took a very good catch by Coulter-Nile as he back-tracked from mid-off"
27,"Coulter-Nile to Morgan, no run short of a length outside off, Morgan holds his bat inside the line and it goes through to Wade"
28,"Coulter-Nile to Morgan, no run fuller at middle and off, 88mph, pushed firmly back down the pitch"
29,"Coulter-Nile to Morgan, 1 run hint of width, cut in the air through the vacant gully area to third man"
30,"Coulter-Nile to Ali, no run a bouncer over leg stump, Moeen pulls out of an aggressive stroke"
31,"Coulter-Nile to Ali, 3 runs that's a gorgeous piece of timing, punches a back-of-a-length delivery wide of mid-off but it's heading towards one of the long corners on the ground"
32,"Coulter-Nile to Morgan, no run done for pace by a ball which slides across outside off"
33,"Cummins to Ali, no run plays over the top of a full delivery outside off...91mph"
34,"Cummins to Ali, no run good length at off stump, 91mph, pushed firmly to mid-off"
35,"Cummins to Ali, no run fuller this time, another drive again finds mid-off"
36,"Cummins to Ali, 1 run direct hit! But Moeen's makes it with a dive. He picked out mid-off, again, with a drive but this time opted to sprint off for the run"
37,"Cummins to Morgan, no run excellent pressure being built as Morgan drives a full delivery to mid-off"
38,"Cummins to Morgan, FOUR runs finds the gap this time, drives through the line and this time opens the face a fraction to place it wide of cover...that whistled off the bat"
39,"Marsh to Ali, FOUR runs now Moeen goes over the off side, a flowing drive which he places wide of the point sweeper"
40,"Marsh to Ali, no run drags the length back, pushed into the backward-point area"
41,"Marsh to Ali, 1 run tight on middle and off, slower at 75mph, pushed into the off side"
42,"Marsh to Morgan, no run comes down the pitch then gets beaten on the under edge as he tries to play through the off side...ball travels over the stumps"
43,"Marsh to Morgan, FOUR runs short ball at the body, Morgan swivels on a pull which goes very fine to one of the shorter, straight boundaries"
44,"Marsh to Morgan, 1 run back of a length outside off, a cutter, chopped down to third man"
45,"Maxwell to Morgan, no run round the wicket, touch short but Morgan cracks it straight to cover"
46,"Maxwell to Morgan, 1 run slides on, Morgan exposes his stumps as he moves to the leg side but is able to cut to deep point"
47,"Maxwell to Ali, 1 run flicked through midwicket"
48,"Maxwell to Morgan, 1 run fuller at the stumps, driven down to long-off"
49,"Maxwell to Ali, no run fired in at the pads, Moeen goes for a sweep but doesn't make contact and the ball bobbles to short fine leg"
50,"Maxwell to Ali, 3 runs drops short this time, Moeen latches on with a pull in front of square...Starc at deep square makes a good diving save, but then makes a bit of a best of trying to get the ball back. The batsmen take a third, and then Morgan has to dive to make his ground"
51,"Stoinis to Ali, no run on a length at off stump, 74mph, pushed into the off side"
52,"Stoinis to Ali, SIX runs that's a mighty blow! Dragged down short, Moeen is already coming down the pitch and then he pulls it handsomely over deep square leg"
53,"Stoinis to Ali, FOUR runs short again, around off stump, sits up nicely and Moeen dismissively bludgeons him through straight midwicket"
54,"Stoinis to Ali, 1 run gets this a little fuller, driven down to long-off"
55,"Stoinis to Morgan, 1 run another short ball, Morgan's pull is not as convincing as Moeen's earlier in the over, takes a top edge, but lands short of deep square"
56,"Stoinis to Ali, 1 run fuller outside off, driven square out to deep point"
57,"Maxwell to Ali, 1 run flicked from around off stump down to long-on"
58,"Maxwell to Morgan, 1 run uses his feet, Maxwell drags the length back and Morgan can only nudge into the leg side...thought of a second for a moment as Wade chases it"
59,"Maxwell to Ali, 1 run sweeps a straight delivery to short fine leg"
60,"Maxwell to Morgan, 1 run follows Morgan as he moves to the leg side, the pull comes from high on the bat and lobs down towards long-on"
61,"Maxwell to Ali, 1 run width outside off, cut to deep cover"
62,"Maxwell to Morgan, 1 run ends up cutting this delivery from well outside leg as he had moved so far to the on side, picks out deep cover"
63,"Marsh to Morgan, FOUR runs he sounds the bugle, comes down the pitch and clubs a length delivery over mid-on...not clearly timed, off the bottom of the bat, but easily cleared mid-on"
64,"Marsh to Morgan, SIX runs ah, that's sweet! Gee, that made a good sound. Drills through the line of a fuller delivery and sends it perfectly straight down the ground"
65,"Marsh to Morgan, 1 run a lot of slower balls from Marsh, this one nudged into the leg side"
66,"Marsh to Ali, no run a slower bouncer now, outside off at 72mph, Moeen is through his pull far too early"
67,"Marsh to Ali, no run back of a length at off stump, driven from the back foot into the covers"
68,"Marsh to Ali, no run another slower short ball, Moeen is defeated again as he tries to swing through the leg side...Marsh recovered well after those boundaries"
69,"Coulter-Nile to Morgan, no run short of a length, cramps Morgan for room as he aims to play to the off side"
70,"Coulter-Nile to Morgan, 1 run a slower ball down the leg side, paddled out to deep square"
71,"Coulter-Nile to Ali, 2 runs pulls a short ball, comes off the splice but falls into space over midwicket and long-on runs around"
72,"Coulter-Nile to Ali, FOUR runs fuller on middle and leg and that's sweetly picked up over the leg side, didn't try to hit that one too hard"
73,"Coulter-Nile to Ali, FOUR runs gets right across his stumps this time, it's a fuller ball and his wrists come into play as he flicks it wide of short fine-leg. Hands on head for the bowler"
74,"Coulter-Nile to Ali, no run outside off, clubbed back to the bowler"
75,"Watson to Morgan, 2 runs full outside off, skewed over point as Morgan tries clear the off side...the bat face turned in his hand"
