,Data
0,"Angelo Mathews to Hussey, FOUR runs short and Hussey cashes in, gets on the back foot and slaps it hard past midwicket, dragged it from outside off, struck it really well"
1,"Angelo Mathews to Hussey, 1 run shortish outside off, punched away towards extra cover from the crease into the deep"
2,"Angelo Mathews to Maxwell, no run beaten, caught walking on that one as he tried to defend, moved away off the pitch to just go past the outside edge"
3,"Angelo Mathews to Maxwell, no run angling in towards off and middle, opens the face as he defends that one to point"
4,"Angelo Mathews to Maxwell, no run angling in towards middle, gets front and across and defends it to cover"
5,"Angelo Mathews to Maxwell, no run back of a length on middle, just knocks that one down into the leg side towards midwicket"
6,"Perera to Hussey, no run short of a good length and it's punched towards extra cover off the front foot"
7,"Perera to Hussey, FOUR runs Hussey attacks, pitched up outside off and he creams that uppishly, but safely, through extra cover and mid-off"
8,"Perera to Hussey, no run short of a length, has a chance to free his arms there and cuts it towards point"
9,"Perera to Hussey, no run thrashed, but straight to Dilshan at point, short and wide and he went hard at that one but couldn't get it past Dilshan"
10,"Perera to Hussey, no run in the channel outside off and he lets that one go as it holds its line"
11,"Perera to Hussey, no run shortish outside off and he has nothing to do with that one, leaves it be"
12,"Angelo Mathews to Maxwell, no run angling in towards middle, rocks on the back foot and defends it to mid-on"
13,"Angelo Mathews to Maxwell, no run goodish length outside off and Maxwell strikes that to cover off the front foot"
14,"Angelo Mathews to Maxwell, no run goes for the pull, short of a length and the shot was on, tried to go over square leg and missed"
15,"Angelo Mathews to Maxwell, no run short of a good length, gets on the back foot and defends it to cover"
16,"Angelo Mathews to Maxwell, no run beaten, Maxwell's a little iffy here, Angelo pushes it on a length and gets it to deviate away from the batsman, Maxwell goes for the drive and misses"
17,"Angelo Mathews to Maxwell, 2 runs slightly short outside off, opened the face slightly there, a bit of an edge wide of third man and they come back for the second"
18,"Mendis to Hussey, FOUR runs turns away, a short legspinner and Hussey doesn't spare it, short and wide, moves away and cuts it well through point"
19,"Mendis to Hussey, 1 wide slides that one down the leg side and it's called a wide, goes straight on, no spin there"
20,"Mendis to Hussey, no run floating it on middle and it's pushed straight to midwicket"
21,"Mendis to Hussey, 1 run shortish outside off, punched towards deep extra cover for a single"
22,"Mendis to Maxwell, 3 runs tickles that one really fine, lands on leg stump and he turned the face on that one, picked up three runs"
23,"Mendis to Hussey, OUT run-out, turns it into the leg side just a little square of midwicket, Dilshan is the man there, he moved to his right, slid, collected it and threw down the stumps at the non-striker's end, Mendis thought of collecting the throw initially but decided to let it be in the end as it was on its way to the stumps, Hussey is gone, this is a huge b"
24,"Mendis to Maxwell, 1 run short on middle, turns in and he punches it past midwicket for a single"
25,"Angelo Mathews to Maxwell, OUT Six down! Mathews strikes, lovely delivery, just outside off stump, drew the batsman forward with a good length and got it to nip away just a touch, Maxwell was committed to the drive as he walked forward, got a thin edge and Perera made no mistake behind the stumps"
26,"Angelo Mathews to Cutting, no run short of a good length outside off, drops that towards cover"
27,"Angelo Mathews to Cutting, no run goodish length outside off, stretches forward and defends him to cover"
28,"Angelo Mathews to Cutting, no run slides that one away from the off stump and gets it to move away, leaves that one alone to the keeper"
29,"Angelo Mathews to Cutting, no run angling in towards the off stump, strides forward and drops it into the off side"
