,Data
0,"Stokes to Marsh, no run still two slips, full just outside off stump, pushed to mid-off"
1,"Stokes to Marsh, 2 runs full on the stumps, clipped out wide of long leg who runs well to his right to save three"
2,"Stokes to Marsh, FOUR runs full on leg stump, clipped down fine and gets four"
3,"Stokes to Marsh, no run forward to a length ball just wide of off stump, dabbed into the covers"
4,"Stokes to Marsh, no run blocked with bat and pad together coming forward just outside off"
5,"Stokes to Marsh, FOUR runs touch wide, touch full and slapped hard past point, well timed"
6,"Rankin to Clarke, FOUR runs short and Clarke is waiting for it and pulls hard through square leg, lovely timing"
7,"Rankin to Clarke, no run fuller length, blocked on the crease and pushed back up the wicket"
8,"Rankin to Clarke, 1 run forward on the stumps and dabbed into midwicket and for the first time in a while, Clarke gets up the other end to Rankin"
9,"Rankin to Marsh, no run full length wide enough of off stump to leave alone"
10,"Rankin to Marsh, no run full length wide of off stump, left alone"
11,"Rankin to Marsh, FOUR runs firm flick square on the leg side, that is delightfully timed and it races away even with the slow outfield"
12,"Stokes to Clarke, no run still a couple of slips are in, full on off stump, pushed without timing into the covers"
13,"Stokes to Clarke, no run full again, this is a straighter line, pushed to midwicket, again not timed"
14,"Stokes to Clarke, no run full delivery just outside off stump, forward and pushed to point"
15,"Stokes to Clarke, 1 run length ball just nips back in a touch, Clarke cramped up on the crease but able to work down to long leg"
16,"Stokes to Marsh, OUT bouncer, surprise delivery, hooked at and Buttler takes it well above his head, has Marsh gloved this? Yes he has and Stokes makes the breakthrough. Good use of the bumper and it really hurried Marsh who was in no control of the hook which got up on him and brushed the glove, it flew high above Buttler's head but he leaped up with his right hand and made a smart grab"
17,"Stokes to Bailey, no run length on off stump, pushed into the covers"
18,"Finn to Clarke, FOUR runs full and driven back down the ground, a bit airy and a bit uncontrolled, it was another swing from the crease but got plenty of this and runs away past mid-on"
19,"Finn to Clarke, 2 runs pulled this time, not controlled again, this off the splice of the bat and it bloops wide of mid-on for a couple"
20,"Finn to Clarke, OUT full, it nips back and strikes Clarke on the pad hanging back on his stumps, given out lbw Clarke has a chat with Bailey and decides to review. Was it going down? Was it too high? Umpire Ravi though it looked good. There's no bat on Hot Spot. Hawk Eye has it clipping the top of leg stump and that is good enough for umpire Ravi and England, Clarke goes, done by a delivery that seamed back in and the ch"
21,"Finn to Voges, no run full length delivery outside off, Voges leaves alone, that seamed back a little, not enough for Finn"
22,"Finn to Voges, no run pushed at just outside off, this holds it line outside off and beats the outside edge, great line and length"
23,"Finn to Voges, no run length on off stump, blocked back in the crease into the covers"
24,"Stokes to Bailey, no run full length wide of off stump, left alone"
25,"Stokes to Bailey, no run nicely bowled, nibbled away and beat the outside edge with Bailey playing from the crease"
26,"Stokes to Bailey, no run similar area, bounces a little on Bailey who keeps it out on the crease into the covers"
27,"Stokes to Bailey, no run fuller just outside off, ran to point"
28,"Stokes to Bailey, no run full length that slides past the outside edge with Bailey playing forward, well bowled"
29,"Stokes to Bailey, no run touch shorter and wide, Bailey leaned back to cut but played and missed"
30,"Finn to Voges, no run Finn pitches it up, defended towards mid-on"
31,"Finn to Voges, no run short of length ball just outside off, blocked from the crease to the off side"
32,"Finn to Voges, no run short of length ball, Voges jumps to get on top of the bounce and defends"
33,"Finn to Voges, no run length ball not much width outside off, solidly defended off the front foot"
34,"Finn to Voges, no run slanting in towards off stump, length ball from Finn, more defence"
