,Data
0,"Edwards to Marsh, no run on target: It landed on a good length, around middle and off, moved towards the off stump, tapped to the off side"
1,"Edwards to Marsh, 5 wide well down the leg side and Ramdin can't reach. Blewett, on air, says the 'keeper could have done better than that."
2,"Edwards to Marsh, 1 run on the leg and middle, full and turned to midwicket region for a single"
3,"Edwards to Watson, no run rushes through the off stump channel, Watson has a poke before withdrawing his bat"
4,"Edwards to Watson, 1 run shifts his weight to the back foot and steers a back-of-length delivery to third man"
5,"Edwards to Marsh, no run the first bouncer of the day and Marsh goes down under"
6,"Edwards to Marsh, 1 run short in length, around the off stump, dabbed to third man for a single"
7,"Powell to Marsh, no run good probing delivery, slanting across Marsh who lets it go through to Ramdin"
8,"Powell to Marsh, no run similar delivery and again left alone."
9,"Powell to Marsh, no run lands outside off, on a length and moves further away, left alone"
10,"Powell to Marsh, no run back of length, cutting away from Marsh who mistimes a cut to point. Does some gardening down the track now."
11,"Powell to Marsh, FOUR runs slashed to third man boundary. Width outside off and Marsh didn't quite go towards the line but went hard at the flash"
12,"Powell to Marsh, FOUR runs edged past the second slip. Fuller and around the off stump, Marsh pushes hard at it, bat well away from the body and watched it sail past the slip fielder. It would have gone straight to the third slip's hands."
13,"Edwards to Watson, no run"
14,"Edwards to Watson, FOUR runs slings it full outside leg and Watson tickles it to the fine-leg region whwere Nikita Miller fumbles as he dives to his right"
15,"Edwards to Watson, no run lands full on the middle and swung away a touch, Watson is squared up as he is looking to dab across the line, adjusts to push it down the track"
16,"Edwards to Watson, no run a sharp bouncer on the left shoulder, Watson shapes to pull but doesn't connect well. The ball rolls towards midwicket. Fidel stares at Watson who has some thing to say back at Fidel"
17,"Edwards to Watson, no run short in length, leans forward to defend"
18,"Edwards to Watson, FOUR runs on the middle and leg, clipped off the pads to deep square leg boundary."
19,"Powell to Marsh, no run outside the off stump and Ramdin gathers"
20,"Powell to Marsh, no run fuller, around the off stump, driven to mid-off"
21,"Powell to Marsh, no run length delivery around the off stump, steered to point"
22,"Powell to Marsh, 1 run run down to third man"
23,"Powell to Watson, no run rushing outside the off stump, left alone"
24,"Powell to Watson, FOUR runs quite similar to the last ball of the previous over. On the legs and Watto flicks it away to the deep square leg boundary."
25,"Edwards to Marsh, no run on a length, around middle and leg, tries to turn it to the leg side and it runs off the pad to the off side"
26,"Edwards to Marsh, 1 run fuller, outside off stump and squeezed past covers"
27,"Edwards to Watson, no run length delivery around the off and middle, defended to the off side"
28,"Edwards to Watson, 1 run outside the off stump, full in length, Watson gets forward, opens the bat-face and runs it to third man"
29,"Edwards to Marsh, no run Marsh ducks into a bouncer."
30,"Edwards to Marsh, no run fuller, on the middle and off and Marsh jabs it to point"
31,"Powell to Watson, 1 run full delivery coming in a touch and Watson defends and it runs off the inner edge to the on side"
32,"Powell to Marsh, no run kicks up from short of length, on the middle stump line, defended to the off side, thinks about a run and changes minds as Powell rushes across"
33,"Powell to Marsh, no run angled across Marsh who shoulders arms"
34,"Powell to Marsh, no run just outside the off stump, on a length, steered to point"
35,"Powell to Marsh, no run just outside the off stump, on a length, defended to covers"
36,"Powell to Marsh, no run slanted across Marsh who lets it go through to Ramdin"
37,"Edwards to Watson, no run full and well outside the off stump, swing and a miss"
38,"Edwards to Watson, no run not all that short but Watson goes for the pull and is beaten"
39,"Edwards to Watson, FOUR runs short in length and drifting towards middle and leg, Watson goes back and punches it through midwicket. Mere push and it fairly raced off the turf. Very fast outfield."
40,"Edwards to Watson, 1 run gets forward to place a length delivery to right of mid-on for a single"
41,"Edwards to Marsh, no run leans forward to defend to the on side"
42,"Edwards to Marsh, no run leans forward to turn a full delivery to midwicket"
43,"Powell to Watson, 4 leg byes Banged in short and Watson goes for the pull and top edges it over Ramdin's head. Good pace and carry."
44,"Powell to Watson, no run fuller and driven to mid-on."
45,"Powell to Watson, no run another one dug in short but it tails down leg side"
46,"Powell to Watson, no run full pitched and Watson mistimes a drive to covers. He then remarks his guard with his spikes."
47,"Powell to Watson, OUT First the bouncer, then the really full one and now the length delivery cutting in from outside off. Watson shapes to drive on the up and it runs off the inner edge to left of Ramdin"
48,"Powell to Hussey, no run gets on top of the bounce of a back-of-length delivery angling away from him and pushes it to covers"
49,"Edwards to Marsh, no run"
50,"Edwards to Marsh, no run a tad wide outside off and a touch short in length and Marsh goes for the cut, again reaching well away from him and gets a bottom edge to the off side"
51,"Edwards to Marsh, 1 run length delivery on the off and middle, played with soft hands to the off side and they cross over for a single"
52,"Edwards to Hussey, no run sharp, well-directed bouncer on the middle stump line and Hussey hops, takes hie eyes off but manages to drop the ball in front of him. The bottom-hand was taken of the handle and he got on top of the bounce"
53,"Edwards to Hussey, no run slings a full one around the off stump and Hussey leans forward to defend to covers"
54,"Edwards to Hussey, no run pushed across Hussey who lets it angle past him"
55,"Powell to Marsh, no run short in length, outside the off stump, mistimes the cut shot to covers."
56,"Powell to Marsh, 1 run strays on to the legs, flicked to deep midwicket"
57,"Powell to Hussey, no run leans forward to defend to covers"
58,"Powell to Hussey, 1 run drifts to the legs again, placed to left of mid-on for a single"
59,"Powell to Marsh, 1 run again on the legs, off the length this time and tucked behind square leg"
