,Data
0,"Santner to Warner, no run slides a short ball across the batsman, cut away but straight to point"
1,"Santner to Warner, FOUR runs just short of Neesham at short third man. Too full for the cut, Warner still went through with it and managed to get a thick edge that raced past the man there for a boundary"
2,"Santner to Warner, no run gets to the pitch of the ball and hammers it straight to Williamson at cover"
3,"Santner to Warner, no run this is much better, slower through the air and lands it at length on middle, Warner stretches forward and blocks"
4,"Santner to Warner, no run flatter one on middle and leg, worked with the spin to midwicket"
5,"Santner to Warner, 1 run worked off his hip to square leg. Warner's just played a series of dots. Wow"
6,"Southee to Warner, 1 run"
7,"Southee to Finch, 1 run length ball that slides into middle and leg, worked to mid-on as they sneak in a single. Warner trusted his partner's call and took off in a jiffy"
8,"Southee to Warner, 1 run digs a short ball into the body, not alarming bounce, neither was the pace that threatening. Warner gets on top of the bounce and deflects it wide of square leg"
9,"Southee to Finch, 1 run half-volley on the pads, flicked with the angle to deep fine leg. The fielder there didn't have to move an inch"
10,"Southee to Warner, no run back of length delivery on off stump, he hops back and bunts it to short cover"
11,"Southee to Warner, FOUR runs superb hand-eye coordination. Picks the length so early. Stayed back in the crease, waited for it and flayed it behind point. Those wrists. Superb. Square third man was a mere spectator."
12,"Santner to Finch, 1 wide drifts this back into middle and leg, Finch attempts a sweep and manages a glove. The keeper fluffs a relatively simple chance. Wide called"
13,"Santner to Finch, no run tossed up on middle, he gets forward and pats it to the off side"
14,"Santner to Finch, OUT so the dropped chance didn't cost them much. Finch looks to play a predetermined sweep. Was across a long way even before the ball was delivered, so he was in no position to sweep that full delivery. He swung through way too early as well as the ball sneaked through to crash into"
15,"Santner to Smith, no run some purchase off the pitch. This one turn's away from off stump, but Smith is half forward as he defends"
16,"Santner to Smith, 1 run worked off his hip to deep square and gets off the mark"
17,"Santner to Warner, no run steps out but can't get to the pitch of the ball, dabbed back down the pitch"
18,"Santner to Warner, 1 run worked with the spin to long-on for an easy single"
19,"Southee to Warner, 1 run length ball angling away, bunted wide of cover"
20,"Southee to Smith, no run short of length delivery around the sixth stump outside off, Smith watches it through to the keeper"
21,"Southee to Smith, FOUR runs delightful straight drive. Too full and the confidence from the first ODI speaks. He shuffles across just a touch and drills it down the ground past mid-on. Super timing"
22,"Southee to Smith, no run gets across and squeezes this full delivery to Williamson at cover"
23,"Southee to Smith, no run this is too full, he doesn't get underneath it. Jams his bat down to keep that out though"
24,"Southee to Smith, 1 run excellent stop by the skipper. Throws himself to his left to pull off a one-handed stop. That was travelling, saved three runs."
25,"Santner to Smith, 1 run drifting into middle and leg, worked off his hip past square leg"
26,"Santner to Warner, no run gets across and wrists that one to midwicket"
27,"Santner to Warner, 1 run flighted over his eye line on middle, Warner eases it back past the bowler as they jog the single"
28,"Santner to Smith, no run this is fired full on middle from around the stumps, he stretches forward and blocks"
29,"Santner to Smith, 1 run makes a bit of room and punches that in-drifter to long-off"
30,"Santner to Warner, 1 run solid wrist work again as he eases it to wide long-on for an easy single to keep strike. Sensible stuff"
31,"Southee to Warner, 1 run full delivery angling away, squeezed between cover and point"
32,"Southee to Smith, no run this one nips away off the seam from length outside off, left alone"
33,"Southee to Smith, no run hops across to punch it into the gap at point, but this one jags back in to hit the inside edge and roll to the leg side"
34,"Southee to Smith, no run this is superb from Southee. This one's pitched up. The ball deviates away a wee bit, and Smith watches it through to the keeper"
35,"Southee to Smith, no run shapes to cut but realises the ball's too full for him to slash, lets it go instead"
36,"Southee to Smith, 1 run gets half-forward and bunts it towards cover, which is a little deep, and they get a single easily"
37,"Santner to Smith, 1 run eased with the spin to long-off, too full from Santner on that occasion"
38,"Santner to Warner, no run steps out but this one drifts away to beat the flick and hit him on the right thigh. Excellent from Santner. That's more like it."
39,"Santner to Warner, no run gets to the pitch of the ball and dabs a tossed up delivery back down to the bowler"
40,"Santner to Warner, no run quicker one on middle and leg, tucked to square leg"
41,"Santner to Warner, 1 run slow turn back in, Warner was standing outside leg in anticipation of a full ball, just works it wide of square leg this time"
42,"Santner to Smith, no run shaped to drive but ended up defending solidly once he realised he was beaten in flight"
43,"Southee to Warner, no run low full toss, Warner could have actually swung across but instead waits and waits for it and ends up nearly yorking himself as he digs that out"
44,"Southee to Warner, no run mistimes an attempted drive to short cover. Pressure building? This has been an excellent comeback. Warner's timing has suddenly gone awry"
45,"Southee to Warner, 1 run once again no control whatsoever with that pull, just lobbed past the vacant square leg region"
46,"Southee to Smith, no run the ball stops on him a touch as he looks to drive firmly, gets a thick inside edge back to the bowler"
47,"Southee to Smith, 1 run punched to Williamson's right at cover, they manage to pinch a run"
48,"Southee to Warner, no run check-drives to cover. This one's bowled at length, once again looked like the ball stopped on him a touch"
49,"Santner to Smith, 1 run eased with the spin to long-off as they jog the single"
50,"Santner to Warner, FOUR runs sweeps and gets a bottom edge which is enough to beat short fine leg. Half-century for him, not a typically robust innings but he'll still take it. Coming back to the fielding effort, it could have been a better one from Trent Boult. Shouldn't have been more than two."
51,"Santner to Warner, 1 run worked wide of short fine leg"
52,"Santner to Smith, 2 runs short and wide, he rocks back and cracks it into the gap at deep point"
53,"Santner to Smith, no run gives it generous amount of flight on off, Smith gets forward and blocks"
54,"Santner to Smith, 1 run drifts in from wide of the crease, Smith bunts it to mid-off, where a misfield allows a single that shouldn't have been"
55,"de Grandhomme to Smith, no run floats a length ball on middle and leg, turned to midwicket"
56,"de Grandhomme to Smith, no run driven firmly to mid-on, tight line on middle"
57,"de Grandhomme to Smith, 1 run gets across and whips it to deep midwicket. Smith's get-off-strike shot, says Mark Taylor."
58,"de Grandhomme to Warner, no run angles a full delivery in from around the stumps, pushed to cover. Calls 'no' immediately"
59,"de Grandhomme to Warner, 1 run hint of width, punched to sweeper cover"
60,"de Grandhomme to Smith, 1 run angles a length ball into middle and leg, worked wide of midwicket as they jog the single"
61,"Santner to Smith, no run nicely tossed up, shuffles across and glances to short fine leg"
62,"Santner to Smith, 1 run flatter on middle and leg, hangs back and works the ball through square leg"
63,"Santner to Warner, 1 run just short of a good length on middle stump, Warner steps outside leg and cuts out to sweeper cover. Brings up Australia's 100"
64,"Santner to Smith, 1 run Santner runs this length ball into Smith, who shuffles across and tucks around the corner"
65,"Santner to Warner, 1 run flatter and angled across, drills a drive to sweeper"
66,"Santner to Smith, 1 run non-turning length ball on off, dabbed towards midwicket for another single"
67,"de Grandhomme to Smith, 2 runs back of a length and outside off, shuffles across and bunts it through square leg"
68,"de Grandhomme to Smith, 1 run flicked away through square leg"
69,"de Grandhomme to Warner, no run short and angled in on off from around the wicket, Warner camps back and fends it back to de Grandhomme"
70,"de Grandhomme to Warner, 1 run full and outside off, opens the face and glides the ball to point, where Guptill fumbles. NZ's fielding has been sloppy again"
71,"de Grandhomme to Smith, 1 run just short of a good length and angled in, glanced behind square"
72,"de Grandhomme to Warner, 1 run shortish and outside off, steered square through the off side"
73,"Santner to Warner, 2 runs flatter and quicker on middle and leg, hangs back and whips through midwicket"
