,Data
0,9:30am Australia have won the toss and they will bat.
1,"Taylor to Marsh, no run fullish ball, almost a yorker, but wide enough to drive to point"
2,"Taylor to Marsh, no run fullish again and he pushes that across to the on-side"
3,"Taylor to Marsh, 3 runs there's runs now as he takes a full ball from about off stump and turns it past Benn at midwicket, whi runs after it and cuts it down near the boundary"
4,"Taylor to Watson, no run yorker-length delivery and Watson just pushes it back to Taylor"
5,"Taylor to Watson, no run some outswing for Taylor now as he lands that one of a full length and Watson leaves it be"
6,"Taylor to Watson, OUT and now there's a wicket, a big one too, to cap what could be the longest first over ever! Taylor pitches very full and angles the ball in through the air, Watson expects it to move away and doesn't get his front foot out too much but the ball dips and clips him flush on the foot"
7,"Powell to Marsh, no run good length outside off, swings in very close as Marsh opts to leave"
8,"Powell to Marsh, no run now he pitches it wider and moves it away from Marsh, who cannot stop having a flirt and very nearly edges it to Browne, the wicketkeeper"
9,"Powell to Marsh, no run movement again, and some bounce, as Marsh allows that one pass"
10,"Powell to Marsh, 1 run pitches on leg and straightens and Marsh pushes it back past Ponting, calling for the run as he takes on to the danger end, mid-off running in fast"
11,"Powell to Ponting, no run and he leaves first ball, planting his front foot well in and raising arms"
12,"Powell to Ponting, no run fuller ball, much fuller, and he drives it to cover, who is sharp to stop it"
13,"Taylor to Marsh, no run full with movement through the air, pitches on off and turned to midwicket by Marsh, getting the bat down in time"
14,"Taylor to Marsh, no run not as full and a bit wider, still swinging though, and Marsh leaves"
15,"Taylor to Marsh, 1 run close one, as Marsh pushes at another swinging fuller delivery and gets an inside-edge onto front pad before Ponting calls for the single to square leg"
16,"Taylor to Ponting, no run good ball, pitching on middle and off and straightening and Ponting, inching across his stumps, has to defend that back to Taylor"
17,"Taylor to Ponting, FOUR runs but thats too straight and in Ponting's area, so he gets off the mark with a pleasing clip off the pads and the fast outfield does the rest"
18,"Taylor to Ponting, no run good comeback delivery, on a length and he gets forward to defend"
19,"Powell to Marsh, no run angled across Marsh, with swing and lift, and he shoulders arms"
20,"Powell to Marsh, no run short of a length, again with lovely carry to Browne, and Marsh leaves"
21,"Powell to Marsh, 2 runs very full outside off stump and he squeezes it past gully for a couple"
22,"Powell to Marsh, no run top delivery! Thats a good length, with seam and lift, to beat Marsh as he pushes forward and misses by a whisker, Browne takes it up at a good height too"
23,"Powell to Marsh, no run back of a length and seaming away and Marsh allows this to go by"
24,"Powell to Marsh, no run tries to get the yorker right and Marsh punches straight to cover"
25,"Taylor to Ponting, 3 runs some movement through the air but fraction too full and Ponting pushes that off the front foot and picks the gap wide of Benn at extra cover, running hard"
26,"Taylor to Marsh, FOUR runs dragged in short and he's hurried into the shot, but plays it well and makes sure to keep it along the ground, tucking the ball into the gap at square leg"
27,"Taylor to Marsh, no run full now and he drives it across towards mid-on, who runs in"
28,"Taylor to Marsh, no run back of a length and wide, but it swings back in so Marsh leaves it be"
29,"Taylor to Marsh, no run moves away this time but its wide enough for Marsh to leave again"
30,"Taylor to Marsh, 1 run swings in and he clips that from off stump, in the air wide of midwicket"
31,"Powell to Marsh, OUT edged and taken! Powell bowls it short of a length and Marsh, trying to steer it down to third man, doesn't get over the bounce and tickles it to Browne, silly shot that"
32,"Powell to Clarke, 1 run short of a length and he defends it to backward point, calling for one as Ponting hesitates but they end up running through for the single"
33,"Powell to Ponting, no run lands it on a good length, Ponting strides in and shoulders arms"
34,"Powell to Ponting, no run good length outside off and he leaves it be this time as well"
35,"Powell to Ponting, FOUR runs full and wide, Ponting drives but mistimes it, scooping it over Bravo's fingers at backward point and thats his second boundary of the morning, albeit streakily"
36,"Powell to Ponting, no run better length and he drives it back to Powell, who feigns a throw back"
37,"Taylor to Clarke, no run good length on middle and off and Clarke patiently defends it back"
38,"Taylor to Clarke, no run back of a length, slightly wider, and he opts to leave that alone"
39,"Taylor to Clarke, no run shorter one outside off, he gets up and pushes it backward point"
40,"Taylor to Clarke, no run short again and he gets onto the toes, punching to cover this time"
41,"Taylor to Clarke, no run tidy line from Taylor gets Clarke defending again, telling Ponting to wait"
42,"Taylor to Clarke, no run invites the drive but he gets forward and leaves, ending a maiden over"
43,"Powell to Ponting, no run yowza! That one's full and swinging in exaggeratedly off the pitch, producing a loose drive from Ponting and the ball nips back between bat and pad and Browne has to fling himself around to stop the ball from carrying on further"
44,"Powell to Ponting, 1 run too full and on the pads and he clips it down to fine leg for one"
45,"Powell to Clarke, no run good length again, pitching and straightening, and Clarke leaves"
46,"Powell to Clarke, no run gets a massive stride in and defends that one to the man at cover"
47,"Powell to Clarke, FOUR runs top shot, Clarke just planting his front foot forward and putting the half-volley away past extra cover"
48,"Powell to Clarke, FOUR runs two in two, this one punched straight back past the stumps and some sloppy fielding on the boundary down there gives away the four"
49,"Taylor to Ponting, no run change of pace, landing on a full length and straightening away to beat Ponting's bat as he defends off the front foot"
50,"Taylor to Ponting, no run this time he gets more forward and defends a good ball to cover"
51,"Taylor to Ponting, no run full this time as he looks for swing but wide enough for Ponting to leave"
52,"Taylor to Ponting, 1 run short on the stumps and Ponting hooks in the air but it drops before the man down near the ropes at fine leg"
53,"Taylor to Clarke, 1 run lands on a length wide of off stump and Clarke pushes away from his body, playing it wide of the lone slip and backward point for a single"
54,"Taylor to Ponting, OUT caught! Slower ball works as Ponting shuffles across and clips this in the air, indifferently, lazily, straight to Gayle at short midwicket, who falls to his right and clutches on"
55,"Powell to Clarke, no run comes back in sharply, Clarke gets tall and lets the ball sails over the stumps"
56,"Powell to Clarke, no run good ball, short of a length and Clarke shoulders arms to it that time"
57,"Powell to Clarke, no run a touch fuller and straighter and he drives to mid-off, who slides and saves it"
58,"Powell to Clarke, no run short of a length and he gets up again, defending it down to point"
59,"Powell to Clarke, no run slower ball, fuller length and that one's clipped to short midwicket"
60,"Powell to Clarke, no run good length ball draws a defensive shot to cover, ending a maiden over"
61,"Taylor to Hussey, no run gets him shouldering arms first ball with one short of a good length"
62,"Taylor to Hussey, no run full this time, moving through the air and he punches it to cover-point"
63,"Taylor to Hussey, no run lands on middle and straightens and Hussey taps it back to Taylor"
64,"Taylor to Hussey, no run now he draws him forward with one outside off, stopped by Bravo"
65,"Taylor to Hussey, no run slower ball, wider and inviting the drive but Hussey, nearly playing, leaves"
66,"Taylor to Hussey, no run second maiden in a row, Hussey leaving a wide one be off the front foot"
67,"Powell to Clarke, no run back of a length and he shoulder arms as the ball starts to lift"
68,"Powell to Clarke, no run pitches in line and comes in, Clarke shuffles and drives to midwicket"
69,"Powell to Clarke, no run bowls a tempting fullish one outside off and Clarke shoulders arms"
70,"Powell to Clarke, no run nips back in very sharply and pings him on the inside of the thigh, that will leave a bruise or red spot for a while"
71,"Powell to Clarke, no run straighter one and Clarke gets forward to defend it back"
72,"Powell to Clarke, no run this one comes in and Clarke turns it to the fielder at midwicket"
73,"Bravo to Hussey, no run works it across Hussey, back of a length, and he watches it go past"
74,"Bravo to Hussey, no run short of a length and he defends with an inside-edge onto his boot"
75,"Bravo to Hussey, no run straighter one, change of pace, and defended back to Bravo"
76,"Bravo to Hussey, no run thats full and angled across Hussey, who leaves it be for Browne"
77,"Bravo to Hussey, no run even fuller and Hussey defends solidly off the front foot to cover"
78,"Bravo to Hussey, no run pushes at one seaming across off a shorter length and gets beaten"
79,"Powell to Clarke, no run straighter one on the stumps, Clarke falls across and drives to mid-on"
80,"Powell to Clarke, 1 run now there's a single, with Clarke getting on top of the bounce and pushing into the covers, where a sliding stop can't cut off the quick run"
81,"Powell to Hussey, no run short one, lifting off the track as it angles across Hussey, who watches it"
82,"Powell to Hussey, no run follows up with a fuller one, firmly driven off the front foot to cover"
83,"Powell to Hussey, 1 run hustles his first run to get off the mark after 15 deliveries, cramped by a short one that cuts back in but he gets bat on it and drops the ball near the slips, Clarke calls him down for the single"
84,"Powell to Clarke, no run another one short of a length, jagging back in, is loosely played to point off the thigh as Clarke falls over and misses out on the shot, Powell has a smile and a word of advice"
85,"Bravo to Hussey, no run full and going away, he chases it with a drive and inside-edges onto pad"
86,"Bravo to Hussey, no run gets forward and leaves that one, Bravo bowling a top-class line here"
87,"Bravo to Hussey, no run leaves off the front foot again, the ball swinging away from off stump"
88,"Bravo to Hussey, no run its like a Test match, Hussey patiently defending a good ball to cover"
89,"Bravo to Hussey, no run uses his feet this time but can only defend the ball as Bravo spots him coming and alters the length, top stuff this"
90,"Bravo to Hussey, no run ends a good over with one back of a length and its defended well"
91,"Powell to Clarke, no run gets onto the back foot and punches the ball to an ambidextrous Marshall in the covers, who dives to one side and releases with the other hand"
92,"Powell to Clarke, no run super ball, nipping back in through the gap between bat and body, nearly cutting Clarke in half and there's noise but its ball brushing thigh through to Browne"
93,"Powell to Clarke, 1 run too straight on this occasion and he's sharp to on-drive a quick single"
94,"Powell to Hussey, no run short of a length and Hussey steers this one to backward point"
95,"Powell to Hussey, no run good ball, lands outside leg and seams across and Hussey defends"
96,"Powell to Hussey, no run good ball again, this time Hussey defends getting back"
97,"Bravo to Clarke, no run swings in off a length and Clarke defends to Marshall at short cover"
98,"Bravo to Clarke, no run shorter and he quickly gets back, punching to short cover again"
99,"Bravo to Clarke, 1 run gets back and drops this one to backward point, Hussey initiates the manic single from the other end, Clarke sets off and the fielder misses the stumps"
100,"Bravo to Hussey, 1 run now he plays a shot, getting over one angled across and steering into the gap between the slips and backward point for a single"
101,"Bravo to Clarke, no run uses his feet and drives handsomely but can't beat a moving mid-off"
102,"Bravo to Clarke, no run gets back in his crease and tries to softly steal another single towards backward point but Chanderpaul swoops in rapidly to cut off any such thoughts"
103,"Sammy to Hussey, no run starts off with a short one, which Hussey tucks to midwicket"
104,"Sammy to Hussey, 1 run short again and Hussey places a poor pull shot, ball taking the splice of the bat very high and nearly lobbing to mid-on, but he's slow to react and the ball lands safe"
105,"Sammy to Clarke, no run no pace but a tidier line, back of a length, and Clarke shuffles to defend"
106,"Sammy to Clarke, no run comes well down the track and defends a shorter one from Sammy"
107,"Sammy to Clarke, no run sees some room but can only get up and chop the ball to point"
108,"Sammy to Clarke, 1 run steals a single last ball, using his feet and pushing back past the stumps"
109,"Bravo to Clarke, no run fuller ball outside off, swings in, Clarke pushes to short cover"
110,"Bravo to Clarke, no run swings through the air and lands full, Clarke gets in and on-drives"
111,"Bravo to Clarke, no run gets onto the front foot and drives again, failing to beat short cover"
112,"Bravo to Clarke, no run moves forward and punches the ball to cover, who also stops it"
113,"Bravo to Clarke, 1 run thats too wide and he cuts over the ball, getting a single out to Powell running across from third man, who returns a good throw to keep them to one"
114,"Bravo to Hussey, no run worked across him at a good height and he watches it go to Browne"
115,"Sammy to Clarke, no run gets onto the front foot and plays a pleasing drive, but right to cover"
116,"Sammy to Clarke, 1 run single now, but courtesy an inside-edge to square leg as he defends"
117,"Sammy to Hussey, no run change of pace, good length on off stump and he plods it back"
118,"Sammy to Hussey, 1 run good shot, getting over the bounce and guiding a single to third man"
119,"Sammy to Clarke, 1 run too straight and he turns that into the gap at square leg"
120,"Sammy to Hussey, 1 run fullish ball outside off stump and he drives well to extra cover"
121,"Bravo to Hussey, no run short of a length, no room to work with, and he defends off the back foot"
122,"Bravo to Hussey, no run plays and misses at one that kicks up and he admonishes himself"
123,"Bravo to Hussey, no run now he comes down the pitch, smothering the ball to cover"
124,"Bravo to Hussey, 1 run advances down and drives into the gap at cover, single out to sweeper"
125,"Bravo to Clarke, 1 wide walks way across his stumps to the off side, Bravo sees him and drags it in short, and umpire Asad Rauf spreads his arms"
126,"Bravo to Clarke, 1 wide another wide, this one sliding down leg stump, raises 50 in the 21st over"
127,"Bravo to Clarke, no run shuffles across and on-drives, but Bravo reacts and saves a single"
128,"Bravo to Clarke, no run nearly pops a return catch back to Bravo as this one stops on him, Clarke plays with one hand off the bat but the ball drops to the right of Bravo"
129,"Sammy to Hussey, 1 run there's a single as the ball strays and Hussey nudges to square leg"
130,"Sammy to Clarke, no run gentle stuff, no real movement, and he defends off the front foot"
131,"Sammy to Clarke, no run gets forward, well outside his crease, and drives a slow ball to mid-off"
132,"Sammy to Clarke, 1 run shuffles around and nudges a straighter one down to fine leg"
133,"Sammy to Hussey, no run this one seams across and beats bat as he pokes at it away from his body, the most gentle bit of movement off the scrambled seam does the trick that time .. well, almost"
134,"Sammy to Hussey, 1 run bit too full and Hussey comes forward to drive towards extra cover"
135,"Bravo to Hussey, no run pushed across the stumps and he leaves it be"
136,"Bravo to Hussey, no run fuller and wider and he again leaves it be for Browne"
137,"Bravo to Hussey, 2 runs short and he pulls past midwicket, wanting two immediately"
138,"Bravo to Hussey, 1 run picks up one more, dabbing a wide one past backward point"
139,"Bravo to Clarke, no run good length on middle and off, straightens, Clarke drives it back"
140,"Bravo to Clarke, 1 run eases onto the front foot, pushes a single to a sluggish Gayle at cover"
141,"Sammy to Clarke, 1 run gets back and across and on-drives off the toes to Marshall at mid-on"
142,"Sammy to Hussey, 1 run gets up and steers a short one past backward point for one more"
143,"Sammy to Clarke, 1 run a bit too wide and now its Clarke's turn to dab the ball to third man"
144,"Sammy to Hussey, no run good length ball on off stump, Hussey drops his head and defends"
145,"Sammy to Hussey, no run gets forward and blocks this one out as well, in no hurry at all"
146,"Sammy to Hussey, no run tidy stuff again, landing on middle and leg and watchfully patted back"
147,"Bravo to Clarke, no run bounced in short and he misses out on the pull, pirouetting, plays too early"
148,"Bravo to Clarke, no run fuller and straighter, bunted back but Bravo dives across to field"
149,"Bravo to Clarke, no run well played, working the shorter one across the line, but to the fielder"
150,"Bravo to Clarke, 1 run swings in and he clips it nicely past midwicket to Taylor"
151,"Bravo to Hussey, 1 run short, wide and crunched away off the back foot to deep point"
152,"Bravo to Clarke, 1 run fuller and straighter and he drives it towards mid-on to keep strike"
153,"Sammy to Clarke, no run short and it sits up and he plays an uppercut, getting airborne, but the tennis-ball bounce defeats him"
154,"Sammy to Clarke, FOUR runs a boundary .. bring out the drums! Clarke sashays down and thumps this one over Sammy to long-off ... thats been about 101 balls since the last four"
155,"Sammy to Clarke, 1 run short and wide and he gets across, cutting into the covers"
156,"Sammy to Hussey, no run full on middle and off and he pushes the ball to cover"
157,"Sammy to Hussey, 1 run no room to work with but he pushes this one to point, well done"
158,"Sammy to Clarke, no run defends the last ball back to Sammy patiently"
159,"Pollard to Hussey, no run good start, he pitches it on line and it moves away off the pitch, beating Hussey's edge"
160,"Pollard to Hussey, 1 run outside off again, this time Hussey waits and guides it through the vacant slip region for a single"
161,"Pollard to Clarke, 1 run a bit of bounce for Pollard, but at his pace Clarke has no problem pushing it away to off for a single"
162,"Pollard to Hussey, no run defended away to cover"
163,"Pollard to Hussey, 1 run Hussey waits again and helps it on its way down to third man"
164,"Pollard to Clarke, 1 run and now Clarke does the same thing, outside off and he angles the bat to guide it fine for an easy single"
165,"Benn to Clarke, no run he's around the wicket with one slip, Clarke cuts to point"
166,"Benn to Clarke, no run bit of turn now, past the outside edge, good bowling"
167,"Benn to Clarke, no run Clarke pushes this one away to cover"
168,"Benn to Clarke, no run Clarke forward now, smothers any spin and pushes back to the bowler"
169,"Benn to Clarke, no run no real turn on this one, Benn tosses it up outside off and Clarke defends"
170,"Benn to Clarke, FOUR runs and there's a big chance that's gone begging! Benn did get this one to turn, pitching outside off and spinning further away, Clarke tries to cut but gets an edge to first slip. Bravo has moved to his right and the ball went to his left, he didn't even get a hand on it, but really that should have been a comfortable catch, he just moved the wrong way"
171,"Pollard to Hussey, no run defended away to point"
172,"Pollard to Hussey, FOUR runs good shot, Hussey's first boundary as he seizes on a short one from the medium-pacer and pulls confidently forward of midwicket."
173,"Pollard to Hussey, 1 run driven away to deep cover and there's an easy run"
174,"Pollard to Clarke, no run pushed away defensively"
175,"Pollard to Clarke, 1 run on off stump, good line and Clarke nudges it away forward of point"
176,"Pollard to Hussey, 1 run cut fine, there's more easy singles to third man"
177,"Benn to Hussey, no run spins in to the stumps, Hussey defends"
178,"Benn to Hussey, no run Hussey pushes away to cover and there's no run"
179,"Benn to Hussey, 5 wide this one spins and bounces too much, it's darted down leg side and Browne can't glove it, the ball runs away to the boundary"
180,"Benn to Hussey, no run Hussey leaves outside off"
181,"Benn to Hussey, 1 run turns in towards off, Hussey tucks it away square"
182,"Benn to Clarke, 1 run Benn curves this one in towards the stumps, Clarke uses his feet and drives down to long on"
183,"Benn to Hussey, 1 run just a little spin, Hussey turns it to square leg and they scamper through for a tight single"
184,"Gayle to Hussey, 1 run darted in, Hussey pushes a quick single towards point"
