,Data
0,"1.20pm: We've have a toss! And Australia have won it and will bowl, they are going to try and chase again. Travis Head returns to the top of the order, in Finch's absence, while Mitchell Starc is rested and Andrew Tye gets another crack. Just one change for England, with Tom Curran replacing the injured Liam Plunkett."
1,"Hazlewood to Roy, no run length, 138kph and speared in to hit the pads as Roy moves into line, there's a half-hearted lbw appeal but it looks a touch high and leg side"
2,"Hazlewood to Roy, OUT got him, slashed to point - Roy goes second ball! Full and quite wide but there was swing for Hazlewood and Roy was reaching for a loose drive without having got his bearings, Smith snaffles the low catch and Australia have nipped out an early one again"
3,"Hazlewood to Hales, no run pitched up in the channel, shaping away a touch as Hales shuffles into line and lets it go"
4,"Hazlewood to Hales, no run length, 138kph on a fourth-fifth stump line, Hales shows it the maker's name in defence"
5,"Hazlewood to Hales, no run tapped into the off side coming across"
6,"Hazlewood to Hales, 1 wide short and wide, Hales throws the bat and misses... not far off feathering through, from the looks of it, but the umpire decides Hazlewood should bowl that one again"
7,"Hazlewood to Hales, 1 run fullish outside off, leans into a punch wide of mid-off and they trot through for the first run off the bat"
8,"Cummins to Hales, no run good length in the channel, trying to tempt something rash from Hales, who's happy to remain circumspect"
9,"Cummins to Hales, no run tighter to the stumps and patted towards extra cover"
10,"Cummins to Hales, 1 run fired in straighter, 143kph on middle stumps, Hales chops down and gets another single through midwicket"
11,"Cummins to Bairstow, no run ooh, hit high on the leg, whirring back in at him on the crease"
12,"Cummins to Bairstow, no run good length, rising on off stump, Bairstow lines this up in defence"
13,"Cummins to Bairstow, no run touch fuller, moves across and taps into the off side"
14,"Hazlewood to Hales, no run coming back in and driven on the up, picks out cover"
15,"Hazlewood to Hales, 1 run slightly short and wide and Hales rocks back to chop the ball down to third man"
16,"Hazlewood to Bairstow, no run length delivery around off stump, YJB prods it away"
17,"Hazlewood to Bairstow, no run full, Test-match length and looking for some nibble, Bairstow leans into a square punch but doesn't get it through"
18,"Hazlewood to Bairstow, no run fired in on the stumps, 136kph/84mph and bunted towards mid-on"
19,"Hazlewood to Bairstow, no run tight stuff so far from Hazlewood, giving up nothing for free, steered towards point"
20,"Cummins to Hales, no run Cummins trundles in, hits a good length and Hales defends"
21,"Cummins to Hales, OUT bowled 'im! Superb ball from Cummins and England are two down for spit! There's been some nip off this fresh surface and Cummins locates the perfect length, it jags back appreciably as Hales presses forwards, flicks the front pad before rattling the off pole"
22,"Cummins to Root, no run fired in straight, Root gets well across and blocks"
23,"Cummins to Root, no run length, 142kph and rising up over off stump as Root shows it a straight bat"
24,"Cummins to Root, no run touch fuller, skidding on as Root hangs back but lines it up well to block"
25,"Cummins to Root, no run heat from Patty C, 145kph around the line of off, prodded into the covers but there's no run there - wicket maiden, Australia have grabbed England by the lapels this avo"
