,Data
0,"Gillespie to Hayden, no run short of a length and defended back to the bowler"
1,"Gillespie to Hayden, 1 run short and hayden pulls it straight to deep midwicket, extra protection at the boundary"
2,"Gillespie to Haddin, no run back of a length putside off, pushed towards covers"
3,"Gillespie to Haddin, FOUR runs back of a length again and Haddin picks the length early and swings with his bottom hand, the ball sails over midwicket"
4,"Gillespie to Haddin, FOUR runs the off side this time! overpitched on off stump and Haddin pierces the packed off side field"
5,"Gillespie to Haddin, 1 run quick single taken towards mid-off, ball hits the stumps, Haddin dives but the third umpire rukes in the batsman's favour"
6,"Bond to Haddin, no run"
7,"Bond to Haddin, no run pitched on the channel outside off, swinging away, left alone"
8,"Bond to Haddin, no run slightly wider outside off stump, left alone to McCullum watchfully"
9,"Bond to Haddin, no run dug in short of a length closer to off stump, left alone"
10,"Bond to Haddin, no run Bond drops this one fuller, Haddin gets on the backfoot and defends"
11,"Bond to Haddin, no run attempted inswinging yorker, Haddin digs it out and the ball hads towards point"
12,"Gillespie to Hayden, no run pitched on a length outside off, not much movement after pitching. left alone"
13,"Gillespie to Hayden, OUT Gillespie has the last laugh! pitched up on off stump, Hayden steps down, gives himself some room to swish it over the off side, fails to get the desired elevation and hits it to Vettori at mid-off who takes it low"
14,"Gillespie to Hussey, no run Hussey is greeted first up with a short of length delivery on off stump, left alone"
15,"Gillespie to Hussey, no run defended back to the bowler"
16,"Gillespie to Hussey, no run short of a length on middle, Hussey turns his wrists and turns it towards square leg"
17,"Gillespie to Hussey, no run Hussey places it on the off side and cuts it to point"
18,"Tuffey to Haddin, 1 run good work by Vincent at point, Haddin gets forwrd to a short of a length ball, CVincent flings himself to his right, aims at the non strikers end but the throw was too high"
19,"Tuffey to Hussey, no run watchfully left alone"
20,"Tuffey to Hussey, 2 runs misfield at point, Gillepie at the deep throws it to the non strikers end and the ball strikes Hussey while he makes his ground"
21,"Tuffey to Hussey, 3 runs drive through covers, good timing by Hussey"
22,"Tuffey to Haddin, no run"
23,"Tuffey to Haddin, no run better line by Hussey, pitches it closer to the batsman, Haddin gets back and defends on the off side"
24,"Gillespie to Hussey, no run short, Gillespie hulrs it in with good pace, Hussey defends on the backfoot"
25,"Gillespie to Hussey, no run slightly fuller, shaping across the left hander, Hussey pushes it towards point"
26,"Gillespie to Hussey, no run good length on middle and off stump, defended back to the bowler"
27,"Gillespie to Hussey, no run holds the length back a little, Hussey gets forward and triesd to work it past the off side, pushes it towwards point again"
28,"Gillespie to Hussey, no run similar length, Hussey doesnt get enough room to steer it past the off side, defends to point again"
