,Data
0,1.50pm Good afternoon everyone and it's straight into news from the SCG where Ricky Ponting has won the toss and Australia will have a bat against India.
1,"Sreesanth to Gilchrist, 2 runs strayed down leg, turned round to deep fine leg with a quick tuck off the pads"
2,"Sreesanth to Gilchrist, 1 run on the legs once again and tucked round again but this time for a single, but Sreesanth will be encouraged by the swing he is finding"
3,"Sreesanth to Hayden, FOUR runs once again that's on the legs, Sreesanth struggling to find his line to the left handers, and Hayden booted that one off the hips with a firm push through backward square"
4,"Sreesanth to Hayden, no run much better line and causes Hayden some trouble there with one which pitches just outside and comes back so close to the forwrad-prodding edge"
5,"Sreesanth to Hayden, no run tucked up on leg, with one which pitches on a good length, Hayden squeezes down and out towards mid-on"
6,"Sreesanth to Hayden, no run swing back in to the left hander, tight line, and pushed out to mid-on without much power"
7,"Sharma to Gilchrist, FOUR runs over the wicket, short and wide and Gilchrist hits that very hard indeed, standing back and rocking a strong cut up and over backward point and it goes like lightning across the turf"
8,"Sharma to Gilchrist, 1 run better line and length, just on off, worked down off the back foot defensively rather than anything"
9,"Sharma to Hayden, 1 wide outside off, that swings a long way outside off as the batsman shoulders arms extravagantly"
10,"Sharma to Hayden, no run banged wide down the channel, again a big leave"
11,"Sharma to Hayden, no run nipped across him with some zig and no little zag, a testing length and the batsman shoulders arms as it goes down the channel"
12,"Sharma to Hayden, no run more of the same, and the batsman does well to leave it, too much of a good length"
13,"Sharma to Hayden, no run there must be a deliberate plan to bowl wide down the channel because there he goes again, once more left"
14,"Sreesanth to Gilchrist, FOUR runs banged in short and wide and cut hard through point to the ridiculously short boundary"
15,"Sreesanth to Gilchrist, FOUR runs Gilchrist goes again, outside off, and drilled hard on the front foot through cover"
16,"Sreesanth to Gilchrist, OUT what a ripper of a delivery and a good catch - nips it hard back in fro moutside off on a shortish length, Gilchrist jumps into the line and pushes through a nick off an inside edge, Dhoni dives far to his"
17,"Sreesanth to Ponting, 3 runs outside off, Ponting bissects the fielders at mid-off and cover with a firm push of a forward defence"
18,"Sreesanth to Hayden, no run shoulders arms there as the ball jags back a touch from outside off, Hayden quick to make sure to evade the ball"
19,"Sreesanth to Hayden, 1 run defended on the front foot this time, good line and length there"
20,"Sharma to Hayden, FOUR runs Hayden lifts the ball from outside off with a front-foot straight pull over mid-on"
21,"Sharma to Hayden, SIX runs short ball on middle and off, moving away, Hayden simply shoulders the ball all the way over midwicket, and that's rocketed flat"
22,"Sharma to Hayden, no run defended on the front foot now"
23,"Sharma to Hayden, no run a rearing bouncer outside off, Hayden goes for a big lash of a front foot wallop over mid-on and is nowhere near the ball"
24,"Sharma to Hayden, no run pushed up there on off, defended on the front foot"
25,"Sharma to Hayden, no run up there on off and defended forward once more"
26,"Sreesanth to Ponting, no run up there on off, defended quietly on the front foot"
27,"Sreesanth to Ponting, FOUR runs wide outside off and Ponting cuts hard off the back foot in front of point"
28,"Sreesanth to Ponting, no run just outside off, a good length, Ponting pushes into the covers defensively, Harbhajan shines the ball and returns it in"
29,"Sreesanth to Ponting, FOUR runs some room outside off and Ponting leaps on to it with a full-blooded cover drive from the middle of the bat"
30,"Sreesanth to Ponting, no run up there on off, Ponting jumps into the line and defends down on the back foot"
31,"Sreesanth to Ponting, 1 run width outside off, cut hard in the air over point"
32,"Sharma to Ponting, 1 run oh, nearly! A big dive from Rohit Sharma to his left at point as Ponting shapes to drive forward and takes a huge outside edge"
33,"Sharma to Hayden, 1 run outside off, cut into the covers"
34,"Sharma to Ponting, no run another good delivery troubles Ponting once more, the batsman coming outside off but the ball cuts back, he squares up and pops up a leading edge, safe"
35,"Sharma to Ponting, no run nipped back in again, Ponting comes forward and defends on the front foot"
36,"Sharma to Ponting, 2 runs pushed across him a bit too straight on middle and leg, Ponting clips well off the toes to midwicket"
37,"Sharma to Ponting, no run comes out on leg, and defends towards mid-on"
38,"Sreesanth to Hayden, FOUR runs drags it too short on off and Hayden disdainfully despatches it with a pull through square leg to bring up Australia's fifty from 37 balls"
39,"Sreesanth to Hayden, no run round the wicket and does well with one that pitches wide outside off and angles a touch back in after pitching"
40,"Sreesanth to Hayden, FOUR runs half-volley outside off and Hayden uses all his muscle to boost the ball up and over mid-on and it flies hard and on its way"
41,"Sreesanth to Hayden, 1 run nipped back in, pushed out to short midwicket"
42,"Sreesanth to Ponting, 4 leg byes an attempted yorker strays down leg, Ponting turns it off the pads - literally - and the appeal was more in hope than expectation"
43,"Sreesanth to Ponting, no run outside off, good length forces Ponting to adjust his shot and indeed check it into a forward defence"
44,"Sharma to Hayden, FOUR runs good length pushed across off, the batsman lashes an inside edge hard back towards his sticks and Ishant can't believe Hayden's not dragged that one back on"
45,"Sharma to Hayden, 1 leg bye straight, short and hustled round with a would-be pull, misses, the ball crashes on to his midriff"
46,"Sharma to Ponting, no run good length on off, defended back down off the back foot"
47,"Sharma to Ponting, FOUR runs overpitched on off and Ponting helps himself to a silken on-drive, just a push, and out it travels"
48,"Sharma to Ponting, no run outside off, pushed out to the covers"
49,"Sharma to Ponting, 1 run on middle and leg, driven out to mid-on"
50,"Pathan to Ponting, SIX runs short on off and that's a majestic shot from Ponting who lifts it off the back foot, swivelling round and smashing over square many rows back"
51,"Pathan to Ponting, 1 run on leg, turned off the toes through gully"
52,"Pathan to Hayden, 1 wide fired wide outside off, Hayden goes for the cut shot, crouching into it, but it flies past the base"
53,"Pathan to Hayden, no run wide again, cut into the ground outside off and it travels on to Irfan who snatches it"
54,"Pathan to Hayden, 2 runs hit across the line into deep midwicket with a forthright drive"
55,"Pathan to Hayden, 1 wide a wide again, Hayden coming out to again try to cut but the ball's through him. It's a fair call, the ball in line with marker"
56,"Pathan to Hayden, 1 run outside off, cut down into the covers, hardly firmly struck"
57,"Pathan to Ponting, 1 run strayed onto leg, turned behind square now"
58,"Sharma to Ponting, 1 run nips back in a touch from outside, driven to the covers"
59,"Sharma to Hayden, 2 runs pushed across him from over the wicket, Hayden gets into position and sets himself to cut through point"
60,"Sharma to Hayden, no run good ball, across him again, this time on a tighter line just outside off and on a good length"
61,"Sharma to Hayden, 1 run outside off and Hayden comes out of his crease to drive up to mid-on, just to say in front of Yuvraj who had plenty of time to take it but instead lets it pop into his knees"
62,"Sharma to Ponting, no run outside off, cut down to Sreesanth"
63,"Sharma to Ponting, FOUR runs outside off, short, and Ponting swivels the ball round from there through in front of midwicket, terrific shot, well balanced and weighted"
64,"Harbhajan to Hayden, no run starts well, quietening the batsman up in front of off, tight length and all Hayden can do is defend back off the back foot"
65,"Harbhajan to Hayden, 1 run outside off, pushed gently into the short midwicket region"
66,"Harbhajan to Ponting, 1 run on middle and leg, pushed into short midwicket off the back foot"
67,"Harbhajan to Hayden, 1 run outside off, pushed to mid-off"
68,"Harbhajan to Ponting, no run good bounce up to the batsman, the ball pitching back in to him and forcing him to defend off the back foot"
69,"Harbhajan to Ponting, 1 run on leg, turned round through the 45"
70,"Pathan to Ponting, no run right up there on a good length on off, pushed down quietly, in defence"
71,"Pathan to Ponting, no run right up there on off, a slower ball at 118kph, defended on the front foot"
72,"Pathan to Ponting, 1 run on leg, tight length, but turned down to fine leg"
73,"Pathan to Hayden, 1 run short ball, whipped round from in line with off to midwicket off the back foot"
74,"Pathan to Ponting, 1 run ah, short in front of the fielder at deep third man, Ponting going for the up and over cover, instead it lopoed up and round, bouncing in front of the fielder"
75,"Pathan to Hayden, 1 run outside off, worked into the covers this time"
76,"Harbhajan to Hayden, no run rolls his fingers on it a touch short, Hayden rocks back and forces hard to the covers where Gautam Gambhir does so well with a dive to his right"
77,"Harbhajan to Hayden, no run pushed on to the back foot, defended down"
78,"Harbhajan to Hayden, 1 run a good yorker, dug out to short midwicket with a dig of a press"
79,"Harbhajan to Ponting, 1 run plants this one on off now, driven out to mid-on for a gentle single"
80,"Harbhajan to Hayden, no run pushed across him, driven out off the back foot to cover, without much power"
