,Data
0,13.55 Toss Australia have won the toss and will bat.
1,"Rampaul to Watson, no run starts with a back of length ball outside off, left to the keeper"
2,"Rampaul to Watson, no run similar length just outside off, defended off the backfoot towards the off side"
3,"Rampaul to Watson, no run fuller this time, on middle and leg, pushed towards mid-on this time"
4,"Rampaul to Watson, no run length ball just outside off, Watson keeps bat and pad together as he defends solidly"
5,"Rampaul to Watson, 1 run back of a length and outside off, slashed off the backfoot towards backward point"
6,"Rampaul to Haddin, no run length ball angling into the pads, a confident punch to mid-on, straight towards the fielder"
7,"Smith to Watson, 1 run length ball on the pads, tickled down to fine leg"
8,"Smith to Haddin, no run back of a length ball just outside off, pushed towards cover"
9,"Smith to Haddin, 1 run fullish ball on offstump, pushed towards mid-off, a sharp single is taken"
10,"Smith to Watson, no run that ball jumps up sharply, Watson was looking to defend from the crease, is struck on the wrists"
11,"Smith to Watson, no run"
12,"Smith to Watson, FOUR runs short of length ball on the pads, a wonderfully timed clip off the pads send the ball racing to the square-leg boundary"
13,"Rampaul to Haddin, no run fullish ball, punched towards mid-on"
14,"Rampaul to Haddin, no run shout for lbw, turned down, pitching just outside off, and angling in, umpire thinks it's sliding down leg, and it hit the top of the flap of the back leg as well, Hawk-eye shows it's just hitting the top of leg, tough to give those"
15,"Rampaul to Haddin, 1 run length delivery on the stumps, Haddin clips it towards mid off for a quick single"
16,"Rampaul to Watson, no run tried to flick a legstump delivery, doesn't get bat on a ball that should have been put away"
17,"Rampaul to Watson, 1 run another attempted flick, inside-edged onto the pads"
18,"Rampaul to Haddin, 1 run eased towards mid-on for a single"
19,"Smith to Haddin, no run"
20,"Smith to Haddin, FOUR runs lovely hit from Haddin, comes down the track and lofts the ball for a one-bounce four to long-on"
21,"Smith to Haddin, no run dropped by Dowlin, simple chance to his left at second slip, Haddin looked to guide the ball towards third man, only gets it towards Dowlin, who really should have held on to that one"
22,"Smith to Haddin, no run"
23,"Smith to Haddin, no run another drop, this was a much tougher chance though, Haddin absolutely lashed the ball back towards the bowler, who tries to catch the ball which is coming neck high at him but can't hang on"
