,Data
0,"PD Collingwood to North, no run nicely driven by North, stepping well forward, but straight to cover"
1,"PD Collingwood to North, no run Collingwood pulls the length back, but keeps the line wide of off, and North isn't interested in a shot"
2,"PD Collingwood to North, 1 run North is forward in defence, the ball takes the inside half of the bat and rolls to midwicket. Hussey calls immediately for one, and they charge through"
3,"PD Collingwood to Hussey, no run Hussey, this time, leaves a wide delivery well alone"
4,"PD Collingwood to Hussey, no run legcutter, slower through the air and Hussey is taken somewhat by surprise as it's quite short too. He wears that one on the chest as Collingwood belts out an appeal, not sure why"
5,"PD Collingwood to Hussey, no run full and driven once again, but they just can't find a crack in this offside field"
6,"Swann to North, no run North hangs back and defends back to the bowler"
7,"Swann to North, no run he leans back once again, hoping to seize upon a touch of width. But the forcing shot goes straight to point"
8,"Swann to North, no run watchful defence this time"
9,"Swann to North, no run driven back elegantly towards Swann, who dives to his right and pulls off a great stop"
10,"Swann to North, no run tossed up teasingly! But it's met with decent defence"
11,"Swann to North, no run and a leave to finish the over - a maiden"
12,"Finn to Hussey, no run loosener outside off, Hussey has a look and opts to play no stroke"
13,"Finn to Hussey, no run a bit more spice in this delivery, as Hussey hops back to defend"
14,"Finn to Hussey, no run fuller on off stump, Hussey leans forward and defends to cover"
15,"Finn to Hussey, no run nicely timed off the back foot to cover, but again England's defensive ring in the covers is impossible to break through"
16,"Finn to Hussey, FOUR runs ah, this time he finds the gap! Too full from Finn, and Hussey launches into a cracking drive. He finds the gap at cover point and the ball is over the rope in a flash"
17,"Finn to Hussey, 3 runs more runs! Through the leg side this time. Again just too full from Finn and Hussey threads the gap between mid-on and midwicket. Hard running - a real effort in this heat - fetches him three runs"
18,"Swann to Hussey, no run solid defence from Mr. Cricket"
19,"Swann to Hussey, no run and more of the same, as the Barmy Army suddenly come to life"
20,"Swann to Hussey, no run nudged defensively to leg this time"
21,"Swann to Hussey, 1 run Hussey jumps out to drive, was that a chance? He drove in the air, but dropping short and slightly wide of the man at a close extra cover"
22,"Swann to North, no run North props forward in defence"
23,"Swann to North, no run slightly short from Swann, North leans back but can't find the gap at point"
24,"Finn to Hussey, no run back of a length, Hussey stands tall and punches to mid-off"
25,"Finn to Hussey, no run pitching closer to the batsman this time, but wider of off and left alone"
26,"Finn to Hussey, 1 run that's a tight run on 35-year-old legs! Hussey taps just to mid-off's left and sets off immediately for one. That could've been close, but he put the fielder under real pressure and he couldn't quite pick it up cleanly"
27,"Finn to North, OUT Finn strikes! North is caught behind! What was he trying to do here? A shot of some sort was on, there was width on offer, but he pushed limply at it - barely moving his feet - to send a thin edge through to Prior"
28,"Finn to Haddin, 1 wide Haddin is immediately greeted by a brute of a bouncer, but buckles his knees in time to slip underneath it"
29,"Finn to Haddin, no run back of a length, Haddin hops across to defend"
30,"Finn to Haddin, 1 run and Haddin is away, tapping just wide of mid-off for a scampered single"
31,"Swann to Haddin, no run Haddin stays on the back foot, defending back down the track"
32,"Swann to Haddin, no run and again, still not much at all in the way of spin for Swann as Haddin defends off the back foot"
33,"Swann to Haddin, 1 run slightly wider, chopped down through gully for one"
34,"Swann to Hussey, no run"
35,"Swann to Hussey, no run"
36,"Swann to Hussey, no run Hussey skips up the wicket merrily and fiddles this towards midwicket"
37,"Finn to Haddin, no run Finn begins what could well be the last over before tea with a length ball around off stump that Haddin seems to have an age to play off the back foot"
38,"Finn to Haddin, no run similar line, similar length but Haddin was a touch more rushed on the shot here, no alarm mind"
39,"Finn to Haddin, no run perhaps if it wasn't 5 for 159 and if it wasn't the last over before tea Haddin would have had a dart at this outside off, as it is, he leaves alone"
40,"Finn to Haddin, no run more careful defence from Haddin, he started like that in Brisbane and we all know where that went"
41,"Finn to Haddin, no run Finn invites an attacking stroke with a drive-me full ball, Haddin drives but carefully to mid-off"
42,"Finn to Haddin, no run Haddin is so keen on leaving alone that he allows this to thud into his arm, strange end to the session"
43,"Swann to Hussey, no run Hussey starts as he's done all day, by chipping down the wicket and flicking to leg, where Broad fields smartly"
44,"Swann to Hussey, no run turned more gently into the leg side"
45,"Swann to Hussey, no run Hussey again running down the wicket, and running back again quickly as he pats straight to Swann who aims a throw"
46,"Swann to Hussey, no run driven crisply straight to short cover where Strauss fields and throws in a flash"
47,"Swann to Hussey, 1 run finally Hussey stays in his crease to play and does so well, pushing to mid-on and setting off straight away for a tight, but safe single"
48,"Swann to Haddin, 1 run Haddin hasn't tried anything expansive as yet and works this off his pads around the corner for a single"
49,"Anderson to Haddin, no run accurate start, it's amazing how accurate he has become actually, this is heading to the off stump before Haddin defends comfortably"
50,"Anderson to Haddin, no run Haddin plays back to a ball that keeps a little bit low and defends to cover"
51,"Anderson to Haddin, no run the England fielders like this, they are an optimistic bunch though, Haddin pushed a little hard at the ball to short cover"
52,"Anderson to Haddin, no run Collingwood fields smartly at short extra and earns coos of loving approval from his team-mates"
53,"Anderson to Haddin, no run driven again firmly, securely but straight to the fielder"
54,"Anderson to Haddin, FOUR runs hint on inswing from Anderson but only onto the middle of Haddin's blade as he sweetly times an on-drive wide of mid-on"
55,"Swann to Hussey, 1 run mid-off is set deep to Hussey, who again has played Swann sublimely, and he picks off a riskless single by pushing to that man"
56,"Swann to Haddin, no run careful defence from Haddin, taking his time here"
57,"Swann to Haddin, 3 runs powerfully struck, deserved four but the straight drive banged into Swann's toe, he's hobbling about now and for once not smiling. In fact, he looks in a bit of trouble"
58,"Swann to Hussey, no run After a delay Swann bowls and bowls well, drawing Hussey into an open-faced defensive prod"
59,"Swann to Hussey, FOUR runs wow, wonderful batting again, Hussey skips quickly down the track to make this into a half-volley and clips this with perfect timing and placement wide of midwicket for four"
60,"Swann to Hussey, 1 run follows up the boundary with a well-taken single to keep the strike"
61,"Anderson to Hussey, no run a fraction fuller invites a drive that picks out cover"
62,"Anderson to Hussey, no run this does offer to hold it's line from around the wicket, just a fraction too wide to make Hussey play"
63,"Anderson to Hussey, no run similar line of attack, outside off stump, Hussey happy to let them go by at this stage"
64,"Anderson to Hussey, no run close enough to draw a shot here, but it's nothing more or less than a defensive block"
65,"Anderson to Hussey, no run nicely done from Matt Prior tumbling to his right to ensure Anderson's wild leg-sided ball costs nothing"
66,"Swann to Haddin, no run tossed up a bit from Swann, Haddin casually pushes back to the bowler"
67,"Swann to Haddin, no run quicker ball hurries Haddin into a defence"
68,"Swann to Haddin, 3 runs lovely shot, Haddin has been waiting from Swann to err in length, this is just a touch short and he back-cuts very stylishly for three. Very stylish player Haddin"
69,"Swann to Hussey, FOUR runs Hussey has troubled Swann all series and shapes to come down the wicket again, unsettles Swann enough to earn a full toss which he gleefully whips wide of midwicket for four"
70,"Swann to Hussey, no run follows up the boundary with careful defence, as well he might"
71,"Swann to Hussey, no run Hussey forward, lines this up perfectly and defends"
72,"Anderson to Haddin, no run back of a length from Anderson, forces Haddin to play off the back foot but without any rush at all"
73,"Anderson to Haddin, no run fuller this time but again more careful Haddin defence"
74,"Anderson to Haddin, 1 run Haddin is again on the back foot, literally rather than metaphorically, nudging this with a hint of inside edge to square leg for one"
75,"Anderson to Hussey, no run I can't remember the last time Hussey played a false shot, it's ridiculous, here he defends"
76,"Anderson to Hussey, no run this comes back with the angle from around the wicket and tucks Hussey up in defence"
77,"Broad to Haddin, no run starts straight and forces defence from Haddin"
78,"Broad to Haddin, no run Haddin has been quite subdued, which is testament to the England bowlers"
79,"Broad to Haddin, no run Haddin's sweet drive finds a man placed just for the shot at short extra cover"
80,"Broad to Haddin, no run miserly work from Broad, hugging off stump with his line, Haddin is resolute in defence"
81,"Broad to Haddin, no run once again Haddin can do nothing but defend, but does so with ease"
82,"Broad to Haddin, no run Broad has bowled very well for no reward today, bet he fancies a go with the second new ball when the time comes. He'll be hoping England have exposed Harris by then"
83,"Anderson to Hussey, no run Anderson switches back to over the wicket but his line remains good, as does Hussey's defence"
84,"Anderson to Hussey, no run just a touch short and Hussey, being the wanton warrior he is, was on the pull in flash, sadly he was a touch too quick and bottom-edged straight into his unmentionables"
85,"Anderson to Hussey, no run less incident here, just solemn defence"
86,"Anderson to Hussey, 2 runs good cricket, Anderson testing Hussey with one that was a fraction wider of off, Hussey uses the width to steer carefully past point for a couple"
87,"Anderson to Hussey, no run drive me pleads Anderson with a fuller length, okay says Hussey but straight to the fielder"
88,"Anderson to Hussey, no run tidy over ends with sturdy defence from Hussey, good discipline from both men"
89,"Broad to Haddin, no run huge appeal from Broad as this fuller ball nips back and traps Haddin on the pads, probably heading down but it kept a little low"
90,"Broad to Haddin, no run Haddin has his head firmly down in gritty defence, good to watch actually"
91,"Broad to Haddin, 1 run Haddin drives crisply back at the bowler who does well to get a hand down on it and take the pace off, alas Pietersen at mid-off fluffs the follow-up work and allows the single"
92,"Broad to Hussey, no run Broad from around the wicket floats up a speculative is-there-any-reverse length, and no, there isn't here as Hussey lets it go by outside off"
93,"Broad to Hussey, 1 run just a fraction short and, even though it's well outside off, Hussey back and pulling in a flash, didn't time it though and it trickled wide of mid-on for a single"
94,"Broad to Haddin, 1 run Haddin gets a short ball that he fiddles around the corner with the minimum of fuss and risk to keep the strike"
95,"Finn to Haddin, no run decent start to the new spell, back of a length, outside off, defended carefully"
96,"Finn to Haddin, 1 run diving work from the salmon-like Bell at cover keeps this well-timed drive to a single, too full again from Finn, but better full than short"
97,"Finn to Hussey, no run everything was straight here, straight ball goes straight off the wicket straight into the middle of a very straight bat. Hussey and Finn are both very straight characters as well"
98,"Finn to Hussey, 1 leg bye Finn errs in line, drifting on to the pads and Hussey picks off a single to punish him for it"
99,"Finn to Haddin, no run Haddin has lots of time to play, which is the sort of thing wise sages of the game like to see in a batsman"
100,"Finn to Haddin, no run very sure defence to end a decent comeback over from Finn"
101,"Broad to Hussey, no run Broad finds a good line from his around-the-wicket approach, he also finds Hussey's solid defence"
102,"Broad to Hussey, no run hint of a false shot here as Hussey defends with the inside-half of the bat. Told you it was just a hint"
103,"Broad to Hussey, no run this is a proper false-shot, Hussey bottom-edged a cut that was too close to him to play, bounces away harmlessly"
104,"Broad to Hussey, 1 run this one is wide enough to cut and Hussey does so well enough to pick up a single to deep point"
105,"Broad to Haddin, no run Haddin defends quietly to end the over. Excitingly Pietersen is ready to renter the field so whatever his ankle issue was must have cleared up"
106,"Finn to Hussey, no run Finn goes full and finds the inside-half of the bat as Hussey drives, goes back to the bowler who fields with one hand"
107,"Finn to Hussey, 1 run Finn loses his line a fraction, but it's a game of fractions I'm told, and Hussey works this to leg for a single"
108,"Finn to Haddin, no run Haddin times a full-faced drive nicely, but straight to mid-off"
109,"Finn to Haddin, no run Finn has been fairly decent this spell, sticking to an off-stump line"
110,"Finn to Haddin, no run Finn has been feeding Haddin's drive with men set for the shot at short cover, this is played all along the ground though"
111,"Finn to Haddin, no run strange shot this, aimless dab outside off stump, kept a bit low and it ghosted past the edge, on replay that really was a poor shot"
112,"Swann to Hussey, 3 runs ah Hussey again down the track and flicking superbly to deep midwicket where KP makes a hash of a slide and stop, doesn't cost anything but Swann is not impressed"
113,"Swann to Haddin, no run quietly prodded into the off side"
114,"Swann to Haddin, no run neat and careful defence from Haddin who has been monastic with his patience today"
115,"Swann to Haddin, 2 runs that's the reward for patience, a touch of width, a touch short and a very delicate late cut past slip for a couple"
116,"Swann to Haddin, no run slightly quicker this time and Haddin hurries in defence"
117,"Swann to Haddin, no run Haddin works this into the leg side to end Swann's comeback over"
118,"Finn to Hussey, no run more line and length stuff from Finn, which is no bad thing, Hussey defends. Cripes Hussey is in the 90s now, almost by stealth, just been so busy and bustling"
119,"Finn to Hussey, 1 run picked off to deep midwicket with a flick of the wrists"
120,"Finn to Haddin, no run Haddin, who is the most Australian looking man you ever see, defends studiously on the back foot"
121,"Finn to Haddin, 3 runs ah, the wonders of soft hands, nicely played, runs off the face down towards third man, some lung-busting running earns three"
122,"Finn to Hussey, 1 run tap and run from Hussey, doesn't he do that well"
123,"Finn to Haddin, 1 run good delivery here from Finn, quicker and yorker length, doesn't quite squeeze through as Haddin clamps down in time for a single"
124,"Swann to Haddin, no run huge swipe! First ball, Haddin goes for a slog sweep and, luckily for him, the ball doesn't turn in, scooting just past the off stump"
125,"Swann to Haddin, no run that's more like it, he opts for defence this time"
126,"Swann to Haddin, no run pushed defensively into the leg side"
127,"Swann to Haddin, no run more defence from Haddin"
128,"Swann to Haddin, 1 run and he rotates the strike with a little nudge behind square on the leg side"
129,"Swann to Hussey, no run Hussey leaps onto the front foot and opens the face of the bat, guiding the ball to backward point"
130,"Finn to Haddin, no run what did that hit? It's an old ball but Finn's found some life in it yet, getting this one to nip away and beat the outside edge of a stodgy prod from Haddin"
131,"Finn to Haddin, no run and again! Finn is reversing it here. He's holding it like an inswinger but it's snaking away late through the air, and Haddin's outside edge is beaten with consecutive deliveries"
132,"Finn to Haddin, 1 run fuller this time, right on off stump and Haddin taps through cover for one"
133,"Finn to Hussey, 1 run short and quick from Finn, hurrying Hussey's hook out to the man on the fence at deep square"
134,"Finn to Haddin, 1 run this one holds its line, and Haddin nurdles off his left leg for one to bring up the 50 stand"
135,"Finn to Hussey, no run Finn comes round the wicket, spearing the ball down at the off stump to have Hussey pressing forward in careful defence"
136,"Swann to Haddin, no run quick through the air from Swann, Haddin presents the full face in defence"
137,"Swann to Haddin, 1 run tossed up slightly fuller, Haddin flicks down to long-on to get Hussey back on strike"
138,"Swann to Hussey, OUT he's gone! Hussey is gone in the 90s, and Swann has finally spun one appreciably! Hussey was forward and across, leaning into a drive, and the ball took a thick edge to land in Collingwood's lap at slip"
139,"Swann to Harris, OUT Huge appeal for lbw, Harris is totally done in the flight and the ball thumps into the back pad. He wasn't too far forward, the umpire raises the finger but Harris asks for the review. Has he hit that? Is it missing leg? Nope, he's given out!"
140,"Swann to Doherty, no run nervous defence from Doherty for the hat-trick ball! Slip, short gully, silly mid-off and short leg were all in"
141,"Swann to Doherty, no run and slightly more certain defence from Doherty to finish the over"
142,"Finn to Haddin, FOUR runs right, Haddin's decided he's got to open up now, and he steps away to leg to slash this through the off side. He doesn't quite get all of it, but a thick edge flies down to third man"
143,"Finn to Haddin, 1 run back of a length, pushed out in front of a diving Pietersen at point and they take the single"
144,"Finn to Doherty, no run pushed wide of off on a length, Doherty has a look and lets it go"
145,"Finn to Doherty, no run closer to the off stump this time, but not close enough to get Doherty to play a shot"
146,"Finn to Doherty, no run on a length and straight this time, Doherty is slightly late getting the bat down in defence and is struck on the thigh"
147,"Finn to Doherty, no run this time Doherty steps forward and across to drive, but the ball goes straight to extra cover"
148,"Swann to Haddin, no run fizzing down on a length outside off, this one goes straight on as Haddin defends"
149,"Swann to Haddin, no run again Haddin opts to play from the crease, defending back down the track"
150,"Swann to Haddin, 1 run this time he's forward and right across to the off side, the ball squirts past the man at short leg and the sprint through for one"
151,"Swann to Doherty, 2 runs drift and turn again for Swann! He comes round the wicket and finds the outer half of Doherty's bat, but the batsman was well forward and played with soft hands to pick up two to short third man"
152,"Swann to Doherty, no run quicker ball, speared in at off stump, but Doherty is solid in defence"
153,"Swann to Doherty, no run very full on off stump, dug out to mid-off"
154,"Finn to Haddin, FOUR runs Haddin's muscular forearms send the ball arcing over mid-on! Nothing but a firm punch, he checked the shot but lofted it in the air and well over the man at mid-on. Great shot, sweet timing"
155,"Finn to Haddin, 1 run chopped down to third man, that'll just be one"
156,"Finn to Doherty, no run pushed wider of off this time, Doherty leaves"
157,"Finn to Doherty, FOUR runs full and wide once again, this time Doherty latches onto it with a flashing square drive. Not a bad shot for a No. 9!"
158,"Finn to Doherty, no run very short on middle, Doherty is not a tall man and gets underneath it quite easily"
159,"Swann to Haddin, no run slow through the air from Swann, Haddin backs to leg and tries to run it down to third man. An athletic stop and return from Collingwood makes sure that doesn't happen"
160,"Swann to Haddin, no run Haddin plays back, tapping it back to the bowler"
161,"Swann to Haddin, no run Haddin bends down into another slog sweep, again he fails to connect and this time he's hit on the pad. That looked to be hitting him outside the line, but England have asked for a review ... Yep, he's hit marginally outside the line, so that's not out. And England have no more reviews to play with"
162,"Swann to Haddin, no run full outside off, this time Haddin gets forward to defend"
163,"Swann to Haddin, 1 run turn and bounce! The ball spits off a length, taking the shoulder of the bat and running down to fine leg"
164,"Swann to Doherty, no run Swann comes round the wicket and tosses one up outside off, Doherty gets right forward but then whips his bat out of the way to leave"
165,"Finn to Haddin, 1 run pitched up outside off, Haddin drives out to deep extra cover"
166,"Finn to Doherty, no run round the wicket comes Finn, hurling it down on a length to have Doherty defending from the crease"
167,"Finn to Doherty, no run fuller, wider, but Doherty won't be tempted"
