,Data
0,"Australia have won the toss and opted to bat at Stadium Australia. We're waiting on the team lists, but news is that Ben Cutting will get a Twenty20 debut."
1,"Angelo Mathews to Warner, no run back of a length, outside off. Looks like there's some bounce here. Warner bunts that down the pitch"
2,"Angelo Mathews to Warner, 2 runs missed run out! Back of a length again, but straighter. Warner pulls that into the legside and there's some hesitation as the batsmen go for two. Had Mathews collected the throw and broken the stumps, Finch would have been short."
3,"Angelo Mathews to Warner, 1 leg bye back of a length again, Warner misses with his pull and they scamper a leg bye"
4,"Angelo Mathews to Finch, 1 run shortish again, short-arm pulled into the leg side into a gap on the infield"
5,"Angelo Mathews to Warner, 3 runs wider this time and cut away behind point. Fielders reel it in though"
6,"Angelo Mathews to Finch, no run angled across, play and miss on the drive"
7,"Kulasekara to Warner, no run full, wide and angled across, Warner drives but the swing takes it away from the bat"
8,"Kulasekara to Warner, no run full again, but tighter into the stumps. Warner defends into the off side"
9,"Kulasekara to Warner, no run good length and straighter still. Warner is hit on the pads, but the ball was likely heading over the stumps. Might have pitched outside leg as well."
10,"Kulasekara to Warner, 1 run straight again, Warner gets bat on this one, hits to the legside, and the batsmen run one"
11,"Kulasekara to Finch, OUT what a catch! Kulasekara's fine run continues. Finch moved across his stumps and tried to hit that through the leg side, but got a thick leading edge and Kushal Perera at short cover dived well in the air to his right to take a super catch."
12,"Kulasekara to Marsh, no run good length on off stump, defended"
13,"Angelo Mathews to Warner, 3 runs wide of off stump again, and cut hard by Warner in front of square. Reeled in just short of the rope again"
14,"Angelo Mathews to Marsh, 1 run shortish outside off stump, and run off the face to third man"
15,"Angelo Mathews to Warner, FOUR runs shot! Short outside off stump again and Warner bludgeons that cross-batted past the bowler to the short boundary"
16,"Angelo Mathews to Warner, no run Mathews goes even shorter this time and bowls a bouncer. Warner hooks but doesn't time it."
17,"Angelo Mathews to Warner, FOUR runs this is a classy shot. Short again and this is the best of the cut shots. Not much room, but he times that well and splits the field in front of square. no chance of that being hauled in"
18,"Angelo Mathews to Warner, no run shortish again, but Warner refrains from going after that one. Hit defensively into the off side"
19,"Malinga to Marsh, 1 leg bye length ball on leg stump, Marsh knocks that into the leg side and the batsmen scamper through"
20,"Malinga to Warner, 2 runs slower ball, and Malinga gets Warner playing early. Was fullish on off stump, Warner drives but is through it early and spoons it wide of cover"
21,"Malinga to Warner, 1 run fullish and wide, Warner gets the toe of his bat on that and Kulasekara comes in from third man to keep it to one"
22,"Malinga to Marsh, no run slower ball, length and on middle stump, defended into the off side"
23,"Malinga to Marsh, 1 run looking for the middle stump yorker there, but overpitches it slightly. Marsh whips that away to the deep fielder on the leg side"
24,"Malinga to Warner, no run slower ball again, length on middle stump. Defended into the off side."
25,"Kulasekara to Marsh, 1 run length ball on leg stump, hits Marsh on the pads and the batsmen take one. Might have got some bat on it"
26,"Kulasekara to Warner, 1 run length on leg stump again, Warner turns that to the leg side and finds a gap"
27,"Kulasekara to Marsh, no run fullish, on leg stump again. Hits Marsh on the front pad"
28,"Kulasekara to Marsh, no run length ball on off stump this time, Marsh is forward to defend"
29,"Kulasekara to Marsh, no run slightly fuller, heading towards off stump. Marsh defends again"
30,"Kulasekara to Marsh, 1 run length on the stumps again, Marsh knocks it into the off side and the batsmen take a quick single as the field closes in to collect"
31,"Malinga to Marsh, 1 run slower ball from Malinga, length on the stumps. Marsh defends and gets a run into the off side"
32,"Malinga to Warner, 1 run slower ball again, Warner reining his attacking instincts in against Malinga so far. Just gets bat on ball and takes a run into the offside infield"
33,"Malinga to Marsh, no run another slower ball, 133kph. Marsh expecting it to come quicker, and ends up just hanging his bat out in defence"
34,"Malinga to Marsh, no run again 113kph. Slightly shorter this time. Marsh blocks it again."
35,"Malinga to Marsh, 1 run 116 kph, not a quick ball yet in this over. Shorter and outside off stump, Marsh glides that off the face towards third man"
36,"Malinga to Warner, no run an over of slower balls and almost a run out. Warner got a thick edge on a length ball outside off stump, and took off for a single, but was sent back quickly enough to beat the direct hit from short third man."
37,"Perera to Marsh, no run shortish and on off stump, bunted into the leg side"
38,"Perera to Marsh, no run back-of-a-length at 131kph, Marsh is struggling here. Plays a cut at that one and misses"
