,Data
0,"Umar Gul to Clarke, no run shoulders arms in his leave outside off"
1,"Umar Gul to Clarke, no run beaten, playing from the crease pushing at the delivery with a vertical bat"
2,"Umar Gul to Clarke, no run left alone, wide of off"
3,"Umar Gul to Clarke, no run full length delivery, worked to the on side"
4,"Umar Gul to Clarke, no run full of a length delivery, pushed away to the off side"
5,"Umar Gul to Clarke, no run left alone, down the off side"
6,"Danish Kaneria to Ponting, 1 run full flighted delivery, pushed away to cover for a single"
7,"Danish Kaneria to Clarke, no run throws the pad out to a ball that turns away to the keeper"
8,"Danish Kaneria to Clarke, 1 run steps down the pitch to drive through extra cover"
9,"Danish Kaneria to Ponting, no run back to a shortish ball, defended to the off side"
10,"Danish Kaneria to Ponting, no run full flighted delivery, worked to the on side"
11,"Danish Kaneria to Ponting, no run leaves a bouncing, turning delivery to the keeper"
12,"Umar Gul to Clarke, no run left through to the keeper"
13,"Umar Gul to Clarke, no run bat raised, left through to the keeper"
14,"Umar Gul to Clarke, no run full on the pads, flicked to the on side"
15,"Umar Gul to Clarke, FOUR runs short ball, swung away with a pull through the on side"
16,"Umar Gul to Clarke, no run back to a shortish ball, defended to the off side"
17,"Umar Gul to Clarke, no run back to a shortish ball, forced to cover"
18,"Danish Kaneria to Ponting, no run full length delivery, driven back to the bowler"
19,"Danish Kaneria to Ponting, 1 run swept off leg stump away fine"
20,"Danish Kaneria to Clarke, 1 run steps down the track to drive through mid-off"
21,"Danish Kaneria to Ponting, no run forward to a full-flighted delivery, pushed to the off side"
22,"Danish Kaneria to Ponting, FOUR runs short outside off, slashed away off the back foot with a fierce cut through cover to bring up his half-century"
23,"Danish Kaneria to Ponting, 1 run full flighted delivery, pushed to the on side"
24,"Umar Gul to Ponting, FOUR runs short ball, smashed away the on-side with a cracking pull shot"
25,"Umar Gul to Ponting, no run forward, shouldering arms, leaving to the keeper"
26,"Umar Gul to Ponting, no run back, playing and missing a ball that nips in between bat and body, a stifled appeal follows"
27,"Umar Gul to Ponting, no run back to a shortish ball, defended to the off side"
28,"Umar Gul to Ponting, no run back in behind a shortish ball, defended to the off side"
29,"Umar Gul to Ponting, 1 run short ball, hooked away to deep backward square"
30,"Danish Kaneria to Ponting, no run back to a shortish ball, cut along the ground to cover"
31,"Danish Kaneria to Ponting, no run left outside off"
32,"Danish Kaneria to Ponting, 1 run pushed away through mid-off"
33,"Danish Kaneria to Clarke, 3 runs driven down the ground where some poor fielding turns a one into three"
34,"Danish Kaneria to Ponting, 1 run back to a shortish ball, worked through mid-wicket"
35,"Danish Kaneria to Clarke, no run left down the off side"
36,"Umar Gul to Ponting, no run full outside off, driven to the off side"
37,"Umar Gul to Ponting, 1 run short ball, pulled through backward square"
38,"Umar Gul to Clarke, no run full of a length ball, driven along the ground to cover"
39,"Umar Gul to Clarke, 1 run full outside off, pushed to mid-off for a quick single"
40,"Umar Gul to Ponting, no run back to a shortish ball, defended down on the off side"
41,"Umar Gul to Ponting, FOUR runs full length delivery, put away with a superbly timed cover drive"
42,"Malik to Clarke, 1 run short on leg, tucked away square"
43,"Malik to Ponting, no run shouldering arms, left to the keeper"
44,"Malik to Ponting, 1 run full toss, driven through mid-on"
45,"Malik to Clarke, no run steps down the track, pushed to cover"
46,"Malik to Clarke, 2 runs charges down the track to meet the ball on the full and drive away through cover"
47,"Malik to Clarke, no run driven back to the bowler"
48,"Mohammad Asif to Ponting, no run left through to the keeper"
49,"Mohammad Asif to Ponting, no run left along, short, well wide of off"
50,"Mohammad Asif to Ponting, no run full of a length delivery, worked to wide mid-on"
51,"Mohammad Asif to Ponting, FOUR runs full length delivery outside off, put away with a lovely cover drive with Ponting down on one knee as he connected"
52,"Mohammad Asif to Ponting, no run pitched up, driven to point"
53,"Mohammad Asif to Ponting, FOUR runs short ball outside off, pulled away handsomely away to the mid-wicket boundary"
54,"Malik to Clarke, 1 run full on leg, whipped away fine"
55,"Malik to Ponting, 1 run forward, worked to the on side"
56,"Malik to Clarke, (no ball) 1 run worked away to square leg"
57,"Malik to Ponting, 1 run tucked through square leg"
58,"Malik to Clarke, 1 run back to a shortish ball, forced through cover"
59,"Malik to Ponting, 1 run back to a shortish ball, tucked fine to bring up the hundred partnership"
60,"Malik to Clarke, 1 run steps down the track to drive through mid-on"
61,"Mohammad Asif to Clarke, 2 runs forward to a fullish delivery, runs away behind square"
62,"Mohammad Asif to Clarke, no run forward to a full length delivery, defended to the off side"
63,"Mohammad Asif to Clarke, no run full length delivery, played to the on side"
64,"Mohammad Asif to Clarke, FOUR runs full outside off, draws a drive from the batsman that generates a thick outside edge which runs away to third-man. That brings up Clarke's half-century and his 4000th run in Test cric"
65,"Mohammad Asif to Clarke, no run left through to the keeper"
66,"Mohammad Asif to Clarke, no run full length delivery, pushed carefully to the on side"
67,"Malik to Ponting, no run forward, playing and missing to a ball that bounces and spins past the bat"
68,"Malik to Ponting, FOUR runs swept away off leg stump away to the mid-wicket boundary"
69,"Malik to Ponting, 1 run worked through fine leg"
70,"Malik to Clarke, no run turned to the on side"
71,"Malik to Clarke, 1 run steps down the wicket to drive through mid-on"
72,"Malik to Ponting, 2 runs back to a shortish ball, cut away through point"
73,"Mohammad Asif to Clarke, no run bat raised, left through to the keeper"
74,"Mohammad Asif to Clarke, FOUR runs full length delivery, put away with a superbly timed cover drive that runs away to the boundary"
75,"Mohammad Asif to Clarke, 1 run fullish delivery, pushed along the ground through mid-on"
76,"Mohammad Asif to Ponting, no run back to a shortish ball, played cautiously back down the pitch"
77,"Mohammad Asif to Ponting, no run full length delivery, pushed away to gully"
78,"Mohammad Asif to Ponting, no run full length delivery, played defensively back to the bowler"
79,"Malik to Clarke, no run forward to a full flighted delivery, played defensively to the on side"
80,"Malik to Clarke, no run pushed to mid-on"
81,"Malik to Clarke, 1 run back to a shortish ball, worked through backward square"
