,Data
0,"1pm: South Africa win the toss and bowl, and the big team news is that Hashim Amla is out with the flu. Rilee Rossouw will take his place (there's no Temba Bavuma, who scored a ton against Ireland on debut last week, in the SA squad); Dwaine Pretorius and Aaron Phangiso lose out to the returning Dale Steyn and Imran Tahir. Steven Smith says he would have prefer"
1,"Steyn to Warner, no run over the wicket, steams in and places the ball on a length, shaping back and blocked in front of the stumps"
2,"Steyn to Warner, no run tight lines from Steyn - it's like he never went away - and Warner has to be watchful in defence again"
3,"Steyn to Warner, 3 runs pitched up, a fraction wide and Warner bullies it through the covers, gets forward and cuffs three between two men out towards the boundary rope"
4,"Steyn to Finch, no run done him, 134kph and swinging the outside edge! Not a very edifying shot from Finch, trying to belabour his first ball over cover and failing to connect"
5,"Steyn to Finch, no run slightly straighter, lovely shape from Steyn, punched on the up to mid-off"
6,"Steyn to Finch, no run snaking in with the arm, good length, 140kph and blocked diligently into the off side - solid start from SA's senior paceman"
7,"Rabada to Warner, FOUR runs starts with a bit of a loosener, 125 clicks and wide of the off stump, Warner lashes out and carves himself four wide of third man"
8,"Rabada to Warner, FOUR runs again some width, Warner latches on, such power in those hands as he rattles a cut through point, blink and you miss it"
9,"Rabada to Warner, 1 run drags his length back, fended away off the hips for a single"
10,"Rabada to Finch, no run pitched up in the channel outside off, Finch leans into a mistimed drive"
11,"Rabada to Finch, no run slightly back of a length outside off, 139kph and rising through to the keeper as Finch leaves alone"
12,"Rabada to Finch, 1 wide fires a bumper down the leg side - easy money"
13,"Rabada to Finch, no run back of a length, good pace and bounce, Finch turns to the leg side"
14,"Steyn to Warner, no run Steyn settling into a groove, bringing the ball back on off, Warner covers up"
15,"Steyn to Warner, no run a touch fuller, 141kph around the line of off, Warner pushes back down the ground, mid-off comes across"
16,"Steyn to Warner, 1 leg bye short, slightly leg side, jumps a bit and deflects behind square off the padding"
17,"Steyn to Finch, no run back of a length, this seems to nip in a fraction, Finch wears it on the thigh pad"
18,"Steyn to Finch, FOUR runs driven, in the air, did Steyn get a hand on that? Yes, looks like he did, just grazed the fingertips, though hard to call it a drop... Thumped back down the ground for Finch's first runs"
19,"Steyn to Finch, no run length ball on off, Finch pumps it in the air again, short of mid-off this time"
20,"Rabada to Warner, no run back of a length, on the pads but it beats Warner for pace"
21,"Rabada to Warner, FOUR runs drops short and wide and again Warner chases it, slashed hard on the up over backward point and away"
22,"Rabada to Warner, no run pitched up and driven into the covers, dropped by the fielder, the crowd groans... but it was a bump ball"
23,"Rabada to Warner, no run full-bunger, nearly manages to slip it under the toe of the bat, Warner drops his meat cleaver in time"
24,"Rabada to Warner, 1 wide bangs in the short ball this time, climbs too high"
25,"Rabada to Warner, no run fuller, outside off, Warner makes room and pings a drive towards mid-off, Phehlukwayo nearly does himself by going too far to his right but grabs it at the last moment"
26,"Rabada to Warner, 1 run wheels from Rabada, back of a length at 149kph, Warner rides it and drops one into the covers"
27,"Steyn to Warner, SIX runs dug in, on the hips... and Warner scoops it high over fine leg for the first six of the innings! Used the pace well, quicksilver hands and Steyn was dumped well beyond the fence"
28,"Steyn to Warner, 1 run pitched up and punched into the covers for one"
29,"Steyn to Finch, no run slightly back of a length, angling in with the arm, nudged to the leg side"
30,"Steyn to Finch, no run Finch shuffles across and taps the ball away to leg again"
31,"Steyn to Finch, no run ripper of a ball, though another unwise shot selection from Finch, trying to drive off the back foot, a 141kph delivery sharks past the outside edge"
32,"Steyn to Finch, FOUR runs too straight this time and Finch helps himself, length on the pads and clipped with alacrity through backward square leg"
33,"Rabada to Warner, 2 runs comes forward and pushes a length ball into the off side, mid-off gets to it and underarms into the non-striker's stumps... with the ricochet gifting Australia a second run"
34,"Rabada to Warner, no run shortish, 136kph outside off, slapped straight to the fielder"
35,"Rabada to Warner, no run beats the outside edge, extra bounce this time and Warner was feeling for it. Rabada stops momentarily to scrutinise the batsman in his crease"
36,"Rabada to Warner, FOUR runs touch full, Warner is on the drive... and he picks up four more, a poor bit of fielding in the covers gifting a seventh boundary of the innings"
37,"Rabada to Warner, no run angled across, chopped down into the off side"
38,"Rabada to Warner, 1 run pitched up on off, Warner gets forward and dinks a single fine of mid-off to keep the strike"
39,"Steyn to Warner, no run good length around off stump, giving nothing away, Warner defends"
40,"Steyn to Warner, no run pushed across and straightening on off, 141kph and again respectfully defended from the crease"
41,"Steyn to Warner, no run shorter length, goes back and drops down behind square on the off side"
42,"Steyn to Warner, FOUR runs tally ho! Slightly too full from Steyn, no swing this time and Warner clubs through the line, a golf swing down the ground for four more!"
43,"Steyn to Warner, no run drags his length back a touch, 142kph and shaping on middle and leg, tucked to midwicket"
44,"Steyn to Warner, no run good length in the channel, Warner presses out to block - intriguing contest, this"
45,"Rabada to Finch, 1 leg bye fullish, curving in, flicks off the pad as Finch works across the line"
46,"Rabada to Warner, no run give it some licks! Warner hops back and takes a 151kph ball on the body, wind briefly knocked from his sails. The Gazelle of Doom walks back to his mark with a quiet smile on his face"
47,"Rabada to Warner, 1 wide back of a length, down the leg side, swing and a miss"
48,"Rabada to Warner, 1 run touch short and straight again, nudged through backward square for one"
49,"Rabada to Finch, no run dug in short, 136kph over middle and leg, Finch not interested in pulling"
50,"Rabada to Finch, no run bangs in another short ball, quicker and rising like steam from a kettle over Finch's shoulder, that's one for the over"
51,"Rabada to Finch, 2 leg byes slips one in full and straight, maybe sliding to leg, deflects off the pads behind square as Rabada's appeal dies in his throat - that's the Australia 50, brought up at a good rate"
52,"Steyn to Warner, no run back of a length, tapped down square on the off side"
53,"Steyn to Warner, 3 runs pitched up and slapped over the covers, doesn't quite get hold of it and the ball is hauled in front of the rope"
54,"Steyn to Finch, 1 run on the body, Finch nudges another single to leg"
55,"Steyn to Warner, 1 run short of a length, pushed across outside off, Warner glides one to third man"
56,"Steyn to Finch, 1 run Steyn goes a touch too straight again, Finch flicks off his pads at the top of the bounce, some good fielding keeps them to one"
57,"Steyn to Warner, no run better line and length, 145kph on middle and off, blocked"
58,"Parnell to Finch, SIX runs well, hello, that's a welcome! Slightly full outside off to begin with and Finch pops on his range-finder, launches six over wide long-off! G'day, mate"
59,"Parnell to Finch, 1 run goes short in response and Finch muscles a pull to deep backward square, just one with the man out there"
60,"Parnell to Warner, OUT chipped to mid-off, Parnell strikes! Maybe stopped in the pitch a fraction... Certainly Warner was not on top of a regulation check drive, looped off the face of the bat and Phehlukwayo held on running to his right. All going off in Parnell's opening over"
61,"Parnell to Smith, no run slightly back of a length on the stumps, defended from the crease walking across"
62,"Parnell to Smith, no run fuller, outside off, driven into the ground and fielded in the covers"
63,"Parnell to Smith, no run shorter and straighter again, 136kph and tapped down towards square leg"
64,"Phehlukwayo to Finch, no run pops the ball slightly back of a length on off, 132kph and worked softly to the leg side"
65,"Phehlukwayo to Finch, no run Finch goes back and across and defends back to the bowler"
66,"Phehlukwayo to Finch, 2 runs slightly short again and worked off the hips for a couple to fine leg"
67,"Phehlukwayo to Finch, SIX runs that's why he doesn't want to pitch it up... in the slot outside off and Finch clears the ropes for the second over in succession, drilling a handsome six back over the bowler's head"
68,"Phehlukwayo to Finch, FOUR runs goes for the slower ball, slightly short and this sits up to be roundhoused through midwicket for another boundary"
69,"Phehlukwayo to Finch, FOUR runs bit of width outside off and Finch slams four more through backward point! Two dots morph into 16 runs conceded in Phehlukwayo's opening over, a brutal back-foot mow skimming past the diving fielder"
70,"Parnell to Smith, FOUR runs whipped of the pads, that's timed like a Rolex by Smith, just a step into line and he gets it in front of deep square leg for his first runs"
71,"Parnell to Smith, no run jumps across to defend down into the off side"
