,Data
0,Toss news: Pakistan have won the toss and will bat first. Massive cheer at the news of a winning toss!
1,"Hussey to Shahzaib, no run few things could be more gentle than this off spin, but starts well enough, outside off and defended"
2,"Hussey to Shahzaib, no run driven firmly this time, but Hasan picked out cover"
3,"Hussey to Shahzaib, no run good move already by Clarke it seems, defended back to the bowler"
4,"Hussey to Shahzaib, OUT done it! David Hussey strikes! Not the most memorable shot you'll ever see, a massive heave-ho across the line and it crashes into the pads bang in front"
5,"Hussey to Kamran, no run still nothing off Hussey, Akmal prods it back to the bowler"
6,"Hussey to Kamran, no run wicket maiden to gets things off. Well done David Hussey. Kamran plays and misses outside off to Hussey, the first time Australia have ever opened with a spinner in T20 cricket. Is Hussey even a spinner?"
7,"Tait to Salman Butt, 1 wide starts by bolting down a wide outside off stump, Butt plays but can't reach it"
8,"Tait to Salman Butt, 1 run this is better, swift and on a good line, Butt works it to third man for a single"
9,"Tait to Kamran, no run first time he's gone for his usual full length, and it's blocked out firmly to mid on"
10,"Tait to Kamran, no run good stuff again from Tait, good length, tight line, Kamran gives himself a touch of room but defends"
11,"Tait to Kamran, FOUR runs width is a real no no in this form of the game, Tait gave Kamran space to free his arms and he threw absolutely everything at it, nailing it one-bounce to the point boundary"
12,"Tait to Kamran, no run tighter line this time and though Kamran swings a booming drive away, he finds the cover fielder"
13,"Tait to Kamran, 1 run has a leg-side fiddle for a couple ever been so loudly cheered? Brilliant noise out there"
14,"Nannes to Kamran, 1 run starts tidily, on a length outside off, Kamran drives but some swift sliding fielding at point keeps it to one"
15,"Nannes to Salman Butt, no run lovely bowling from Nannes, no fuss, just full and straight and Butt digs it out to midwicket"
16,"Nannes to Salman Butt, no run bouncer this time, it was angling down the leg side as well, Butt ducked underneath it, and would probably have hoped for a wide"
17,"Nannes to Salman Butt, FOUR runs good batting this, Butt's favourite boundary shot in this format, skipping leg side of the ball and banging it through cover for four"
18,"Nannes to Salman Butt, 2 runs nicely done, follows up the boundary with a couple of pure delicacy, dinking a guide down to fine third man"
19,"Nannes to Salman Butt, no run again Butt advanced down the track and outside leg, Nannes saw him coming and shoved it in slower and shorter, enough to prevent Butt from timing him off-side swipe"
20,"Johnson to Kamran, FOUR runs oops, real horrid loosener from Johnson, very shot and slow, sat up at Kamran who helped a pull shot all the way for six, good timing"
21,"Johnson to Kamran, 1 run Johnson goes full this time, slanting it across Kamran who slugs hard at it, gets a thick outside edge the sails one bounce to third man"
22,"Johnson to Salman Butt, FOUR runs this is turning into a good over for Pakistan, Johnson looking to cramp Butt, yet it's too close to leg stump and the batsman whips it through midwicket for four"
23,"Johnson to Salman Butt, no run lucky to get away with this Johnson, Butt creamed it through the covers but some swift diving fielding from O'Keefe at cover prevented runs"
24,"Johnson to Salman Butt, FOUR runs bang! Lovely shot again from Butt, through his favourite extra-cover area, giving himself a touch of room and scything it through the off side"
25,"Johnson to Salman Butt, 1 run single to finish the over, Butt just turning his wrists over the ball to clip it to midwicket for one"
26,"Nannes to Salman Butt, no run again Butt skips down the track and outside leg, can't quite time the 'drive' this time"
27,"Nannes to Salman Butt, no run this time Butt played from the crease, and actually timed it a lot better, but picked out the cover fielder"
28,"Nannes to Salman Butt, FOUR runs that'll do! You wouldn't say it was perfect timing but it's a safe shot, edging outside leg stump and slicing it miles over point for another boundary"
29,"Nannes to Salman Butt, 1 run good bowling from Nannes, banged in much shorter and following Butt as he disappeared outside leg, the batsman could only bang it without timing to mid off for a single"
30,"Nannes to Kamran, no run nothing on offer here for Akmal just blocked carefully"
31,"Nannes to Kamran, FOUR runs good finish and Pakistan are rolling! Short from Nannes, Akmal picked a gap behind square on the leg side and wheeled a pull shot away"
32,"Tait to Salman Butt, no run Butt was looking to give himself room again, but it was a touch too quick for Butt and he missed the attempted flay"
33,"Tait to Salman Butt, no run this time it's an old fashioned passage of play, on off stump on a good length, firmly blocked to mid off"
34,"Tait to Salman Butt, FOUR runs that is no place to be bowling with fine leg up in the circle, short and down the leg side, Butt helped it on its way for a boundary"
35,"Tait to Salman Butt, 1 wide full from Tait this time, but it's too far down the leg side"
