,Data
0,"Herath to Hussey, no run doesn't turn in as much as expected, gets a soft outside edge. No slip in place"
1,"Herath to Hussey, 1 run comes down the track to take this on the full, gets a single wide of mid-on"
2,"Herath to Khawaja, no run again gets to see a big gap between Khawaja's bat and pad, hits the inside half of the bat"
3,"Herath to Khawaja, no run closer to off now, plays this one more comfortably"
4,"Herath to Khawaja, 1 run leading edge, dies right into the ground. Closes the face to this outside off. Looking very uncertain"
5,"Herath to Hussey, no run forward in solid defence, is Hussey"
6,"Randiv to Khawaja, no run and gets an edge first ball. Pitches middle and leg, turns away, Khawaja closes the face, but the edge dies in front of slip"
7,"Randiv to Khawaja, no run defended towards midwicket"
8,"Randiv to Khawaja, 1 run swept away along the ground, gets a single"
9,"Randiv to Hussey, no run nicely tossed up, pitches middle and off, defended"
10,"Randiv to Hussey, no run another forward-defensive, towards cover"
11,"Randiv to Hussey, no run flighted outside off, Hussey pushes forward and defends"
12,"Herath to Khawaja, no run sharp turn, Khawaja stays back to defend this to midwicket"
13,"Herath to Khawaja, no run comes forward this time to block this length ball"
14,"Herath to Khawaja, no run this pitches just short of a length, outside off, turning in, defended with soft hands"
15,"Herath to Khawaja, 1 run flatter, pushed with an open face, gets a single"
16,"Herath to Hussey, no run floated across him, defended to off"
17,"Herath to Hussey, no run another one slides across him, Hussey covers the turn with the pad, and shoulders arms"
18,"Randiv to Khawaja, no run full offbreak, middle and off, defended to leg"
19,"Randiv to Khawaja, no run full again, defended to cover"
20,"Randiv to Khawaja, no run pushed to cover now, slightly more forceful in this defensive shot"
21,"Randiv to Khawaja, no run sharp offbreak, pitches middle and off, and breaks away. Defended with soft hands"
22,"Randiv to Khawaja, no run too full, easy for Khawaja to smother the turn"
23,"Randiv to Khawaja, 1 run slower through the air, shorter too, pushed wide of point for one"
24,"Lakmal to Khawaja, no run Big shout first up. They are going for the review for the inside edge. This is short of a length, looks like it will angle across, but holds its line slightly, and Khawaja punches away from the body. There is a sound as it passes the bat, although the replays don't conclusively prove there is an inside edge onto the pad and then through to P Jayawardene. More drama. This is a bit of a farce real"
25,"Lakmal to Khawaja, no run full outside off, defended to cover"
26,"Lakmal to Khawaja, no run length ball, angling across, pushed to cover"
27,"Lakmal to Khawaja, no run full and straight, pushed back to the bowler"
28,"Lakmal to Khawaja, 3 runs a touch too straight, and it's whipped away off the pads for three. Already signs that Khawaja prefers pace to spin"
29,"Lakmal to Hussey, 1 run length ball on the pads, he works this wide of mid-on for one"
30,"Randiv to Hussey, 1 run clipped off the pads for one"
31,"Randiv to Khawaja, no run flighted outside off, defended to cover"
32,"Randiv to Khawaja, no run this one doesn't turn in, Khawaja gets an inside edge towards square leg"
33,"Randiv to Khawaja, no run flighted outside off, slight turn away, defended"
34,"Randiv to Khawaja, no run more turn, but Khawaja doesn't play at this one, sees it safely through to PJ"
35,"Randiv to Khawaja, 1 run pushed with an open face, gets a single wide of point"
36,"Lakmal to Khawaja, 1 run Khawaja presses forward, pushes this to mid-off, runs through for one, Dilshan swoops on this, tries an underarm flick, his momentum carries him into a collision with Khawaja, who is now down on the ground"
37,"Lakmal to Hussey, no run a hint of swing back in for Hussey, who gets the bat down in time"
38,"Lakmal to Hussey, no run nice cover-drive by Hussey to this one angling across him. Finds extra cover, though"
39,"Lakmal to Hussey, no run slower ball, Hussey delays the shot, pushes this towards cover"
40,"Lakmal to Hussey, no run length ball, outside off, pushed to mid-off"
41,"Lakmal to Hussey, no run bouncer, sways away from its line"
42,"Randiv to Khawaja, no run no turn, this one slips down the leg side"
43,"Randiv to Khawaja, no run offbreak now, pitches outside off, left alone"
44,"Randiv to Khawaja, no run another sharp offbreak, defended off the back foot"
45,"Randiv to Khawaja, 2 runs full on the pads, clipped away for a single"
46,"Randiv to Khawaja, no run quicker delivery, goes for the cut, not short enough to be cut, but he manages to keep this down"
47,"Randiv to Khawaja, no run flighted around middle and off, defended off the front foot"
48,"Lakmal to Hussey, no run length ball, on the pads, pushed to mid-on"
49,"Lakmal to Hussey, FOUR runs slower offcutter, nicely played with an open face, steered away really, between slips and gully, for the first boundary in 83 balls"
50,"Lakmal to Hussey, 1 run length ball, on the pads, worked around the corner for one"
51,"Lakmal to Khawaja, no run full, middle and off, pushed back to the bowler"
52,"Lakmal to Khawaja, 1 run tip and run here, this one doesn't go too far off the pitch, towards midwicket, and they charge through"
53,"Lakmal to Hussey, no run short of a length, middle and leg, defended off the back foot"
54,"Randiv to Khawaja, no run offbreak starts well outside off, left alone"
55,"Randiv to Khawaja, 1 run swept powerfully, along the ground, gets a single"
56,"Randiv to Hussey, no run big shout for lbw, this is the arm ball, beats the inside edge, but it has hit him outside the line of off"
57,"Randiv to Hussey, no run flighted outside off, defended with an open face"
58,"Randiv to Hussey, no run pushes right forward to smother the turn"
59,"Randiv to Hussey, 2 runs flat, into the pads, Hussey transfers the weight back, guides this towards fine leg for a couple"
60,"Lakmal to Khawaja, 2 runs bouncer, pulled away from outside off, hit into the ground, through midwicket for two"
61,"Lakmal to Khawaja, no run another short ball, outside off, Khawaja sways from the line of the ball"
62,"Lakmal to Khawaja, no run full, some late swing away from him, gets an edge into the ground, and then through towards slips. Falls well short of them too"
63,"Lakmal to Khawaja, 2 runs pulled away again, from chest-high, and keeps it down too, gets a couple"
64,"Lakmal to Khawaja, no run short of a length, around off, pushed to mid-off"
65,"Lakmal to Khawaja, no run offcutter, pitches just outside leg, is defended in front of off"
66,"Welegedara to Hussey, FOUR runs short and wide, and Hussey welcomes this with a steer through the vacant third man region"
67,"Welegedara to Hussey, no run fuller, wide of off, left alone"
68,"Welegedara to Hussey, no run full, a hint of late swing in towards Hussey, who pushes this to mid-off"
69,"Welegedara to Hussey, 3 runs and this one swings in late again, almost squeezing through, hits the inside half of the bat, past midwicket, for three runs"
70,"Welegedara to Khawaja, 1 run more late swing, Khawaja is a bit more loose than Hussey, gets an inside edge onto the the pad. Sneaks in the single"
71,"Welegedara to Hussey, no run yorker, this is surely reversing here. Big shout for lbw. Umpire Dar says not out. Dilshan challenges the call. Me, I would rarely question Dar. This is full, swinging in late, pitches in front of middle, hits him in front of leg, and would have missed the leg stump, so the original decision stays. Umpire Taufel, who is doing commentary right now, immediately made out from Dar's mannerisms th"
