,Data
0,"Stoinis to Rizwan, no run back of a length at off stump, pushed to midwicket"
1,"Stoinis to Rizwan, no run fuller, finds midwicket again"
2,"Stoinis to Rizwan, FOUR runs that's a bit of a long hop, dragged down short, Rizwan pulls powerfully through square leg"
3,"Stoinis to Rizwan, no run full at the stumps, squeezed into midwicket"
4,"Stoinis to Rizwan, FOUR runs short again, outside off, hammered through midwicket and Richardson is in some trouble in the deep. He's signalled to the dressing room straightaway. Pulled out a massive dive, landed heavily on his bowling arm - the elbow digging into the turf"
5,"Stoinis to Rizwan, 1 run back of a length outside off, played to deep cover"
6,"Lyon to Rizwan, 1 run skips down the pitch and clips to long-on"
7,"Lyon to Haris Sohail, FOUR runs fraction short outside off, very nicely played through point with a square drive"
8,"Lyon to Haris Sohail, 1 run driven to deep cover"
9,"Lyon to Rizwan, 1 run short outside off, onto the back foot and pushed to long-on"
10,"Lyon to Haris Sohail, no run driven square to point"
11,"Lyon to Haris Sohail, 1 run flicked from off stump into midwicket"
12,"Zampa to Haris Sohail, no run over the wicket, full at straight, driven to mid-off"
13,"Zampa to Haris Sohail, 1 run flicks a full delivery to long-on"
14,"Zampa to Rizwan, 1 run goes down very early to sweep this, a straight delivery which wasn't that full, sends it to deep square"
15,"Zampa to Haris Sohail, no run full at the stumps, driven back to the bowler who gets a hand on it"
16,"Zampa to Haris Sohail, 1 run shorter delivery, slides on, he's on the back foot and drives to deep cover"
17,"Zampa to Rizwan, 1 run full outside off, driven to deep cover"
18,"Lyon to Rizwan, 1 run short of a length outside off, pushed to deep cover"
19,"Lyon to Haris Sohail, 1 run round the wicket, works a straight delivery to deep midwicket"
20,"Lyon to Rizwan, 1 run worked off the stumps behind square on the leg side"
21,"Lyon to Haris Sohail, 1 run uses his feet, doesn't quite to the pitch but eases it along the ground through the covers"
22,"Lyon to Rizwan, no run good length outside off, tapped into the off side and it's racing off again for the run. Sent back."
23,"Lyon to Rizwan, 1 run short outside off, leans back towards leg and places it to deep cover"
24,"Zampa to Rizwan, no run comes down the pitch but it's a back-of-a-length delivery and he ends up padding it away"
25,"Zampa to Rizwan, no run defended to the off side"
26,"Zampa to Rizwan, FOUR runs plays a strong sweep, takes it from around off stump and sends it through square leg"
27,"Zampa to Rizwan, 1 run touch too short outside off, driven from the back foot to deep cover"
28,"Zampa to Haris Sohail, no run left alone outside off"
29,"Zampa to Haris Sohail, 1 run full at leg stump, clipped off the toes to deep square leg"
30,"Finch to Haris Sohail, no run round the wicket, full at the stumps, pushed back to the bowler"
31,"Finch to Haris Sohail, 1 run worked off the stumps through midwicket"
32,"Finch to Rizwan, no run short outside off, isn't costly as he drives to cover"
33,"Finch to Rizwan, no run length outside off, left alone"
34,"Finch to Rizwan, 1 run short outside off, clubbed down to long-on...tried to hit that too hard"
35,"Finch to Haris Sohail, no run full at off stump, tapped carefully back to Finch who sneaks through the over for just two runs. That's a real bonus"
36,"Zampa to Rizwan, no run legbreak, and it sits up outside off to be pushed firmly to point"
37,"Zampa to Rizwan, no run floated up much fuller this time, and Rizwan digs it out back to him"
38,"Zampa to Rizwan, 1 run Rizwan backs away, exposing his stumps, and chops a straight one off the stumps and out through cover point"
39,"Zampa to Haris Sohail, 1 run a wristy flick threads the gap wide of midwicket, and that's the fifty stand"
40,"Zampa to Rizwan, 1 run eased down to long off, one more"
41,"Zampa to Haris Sohail, no run generous flight on this googly to end the over, Haris reading it and stepping forward to defend"
42,"Finch to Rizwan, 1 run pushed through the off side field for a single"
43,"Finch to Haris Sohail, no run tucked into the leg side, and he can't find space"
44,"Finch to Haris Sohail, OUT got him! Australia are missing Richardson, but Finch has broken through for them with a golden left arm. He flights one up outside off, Haris pushing lazily inside the line at it as the ball rushes on with the arm and a thin edge being safely pouched by Carey. A third ODI wicket for Finch!"
45,"Finch to Umar Akmal, 1 run he's off the mark straight away, pushing down the ground"
46,"Finch to Rizwan, 1 run placed through mid off to turn the strike back over"
47,"Finch to Umar Akmal, no run quicker one from Finch, a little darter that beats a flick and pings the pad - well outside leg"
48,"Zampa to Rizwan, 1 run Rizwan hops back to punch a legbreak out to the sweeper"
49,"Zampa to Umar Akmal, FOUR runs thrashed square! Zampa tempted the shot with a very full, very wide googly and Umar launches into a scything drive through point"
50,"Zampa to Umar Akmal, no run nice and full, but straighter and it's pushed back to the bowler"
51,"Zampa to Umar Akmal, no run Umar leans forward watchfully, presenting the full face in defence"
52,"Zampa to Umar Akmal, no run nice line from Zampa, and a little quicker on off stump, but it's easily kept out"
53,"Zampa to Umar Akmal, 1 run googly, and it's a good one, but Umar reads it and taps a single through cover"
54,"Finch to Umar Akmal, no run floated up by Finch, Umar looks for a tip-and-run single to cover but the fielder's too sharp"
55,"Finch to Umar Akmal, no run nicely bowled, outside off, and Lyon puts in a dive at cover point to stop Umar's push"
56,"Finch to Umar Akmal, no run chopped into the covers, once again Lyon stops it"
57,"Finch to Umar Akmal, 1 run Umar stays deep and wrists a straight one into the leg side this time, a single to mid on"
58,"Finch to Rizwan, FOUR runs Finch loops one too far down the leg side and he's punished by Rizwan, who bends low into a well-placed sweep and raises the hundred in the process"
59,"Finch to Rizwan, no run Rizwan steps back to punch a quicker one back at Finch"
60,"Lyon to Umar Akmal, 1 run sharp turn into him, but it's much too short and Umar sets himself for a big pull. But he doesn't get all of it, and it's just a single to midwicket"
61,"Lyon to Rizwan, 1 run punched down the ground to long on, playing with the spin"
62,"Lyon to Umar Akmal, 2 runs lovely little late cut from Umar, who waits and waits and then dabs it fine, but the boundary is saved by a diving Shaun Marsh and they're kept to two"
63,"Lyon to Umar Akmal, FOUR runs no stopping this one! Too short, too wide, and Umar spanks a cut through point"
64,"Lyon to Umar Akmal, no run straighter this time, and it's pushed back to the bowler"
65,"Lyon to Umar Akmal, 1 run another pull, but it's inside edged into the leg side so just the one"
66,"Finch to Umar Akmal, 1 run flighted up on middle and leg by Finch, and it's dug out to long on"
67,"Finch to Rizwan, no run flatter, on off stump, and it's tapped back at him"
68,"Finch to Rizwan, no run Rizwan sweeps one handed, the ball dribbles to leg and Umar wants a single, but he's sent back"
69,"Finch to Rizwan, 1 run pushed out through cover for a single"
70,"Finch to Umar Akmal, no run nicely straight from Finch, and Umar can't do anything with it"
71,"Finch to Umar Akmal, no run a hint of width outside off, but Umar's chop goes straight to cover"
72,"Lyon to Rizwan, 1 run glanced with the spin past short fine"
73,"Lyon to Umar Akmal, no run Umar slices a good-looking cut, but it's smartly stopped at point"
74,"Lyon to Umar Akmal, OUT Umar holes out! He kept trying to attack the midwicket boundary in Lyon's last over, and that tactic has brought his downfall now. Umar hops back and pulls the ball high towards midwicket, but the connection's not good enough to get it past Handscomb in the deep"
75,"Lyon to Malik, no run pressed watchfully back to the bowler"
76,"Lyon to Malik, no run Shoaib looks for a late cut, but finds short third man"
77,"Lyon to Malik, 1 run a touch of spin for Lyon, but the batsman works with it to find a single into the leg side"
78,"Finch to Malik, no run generous flight from Finch, Malik has a good look and taps it back to him"
79,"Finch to Malik, 1 run Malik hangs back, nudging a run through mid on"
80,"Finch to Rizwan, no run floated up nice and high on off stump, Rizwan leaning forward to defend"
81,"Finch to Rizwan, no run looped down at 75km/h by Finch, and Rizwan rather over-eggs his sweep, inside edging onto his pad"
82,"Finch to Rizwan, 1 run punched through mid off for one"
83,"Finch to Malik, no run quicker one from Finch, and it's punched to point"
84,"Lyon to Rizwan, 1 run nurdled close in on the leg side, but Malik's call comes straight away and they pinch a quick single before Carey can get to it"
85,"Lyon to Malik, 2 runs Lyon stays around the stumps, Malik dabbing a late cut fine of short third"
86,"Lyon to Malik, SIX runs walloped over wide long off! Malik hops out into an inside-out drive, staying inside the line and holding his shape. Nicely played, first six of the innings"
87,"Lyon to Malik, 1 run quicker, and Malik turns the strike over with a single into the leg side"
88,"Lyon to Rizwan, 1 bye was this edged? The umpire signals byes. Rizwan backed away at one that went on with the arm but missed it, and so did the keeper"
89,"Lyon to Malik, 1 run speared down at 92km/h, and he finds a single through square leg"
90,"Finch to Malik, no run flighted outside off at just more than 79km/h, Malik defending to point"
91,"Finch to Malik, no run Malik looks to place a drive through cover, but can't beat the field"
92,"Finch to Malik, no run a floater on off stump is tapped back to him"
93,"Finch to Malik, 1 run a backfoot punch brings a single to long on"
94,"Finch to Rizwan, no run Rizwan flicks firmly back at Finch, who stumbles into Malik as he tries to stop it. No hard feelings"
95,"Finch to Rizwan, 1 run a drive out to the cover sweeper keeps Rizwan on strike"
96,"Zampa to Rizwan, 1 run skidding into the pads, and Rizwan glances behind square"
97,"Zampa to Malik, 1 run nicely bowled, a legbreak full on an off stump line, but Malik meets it with a neat drive to long off"
98,"Zampa to Rizwan, no run slider, into the stumps and Rizwan hurries a jab to keep it out"
99,"Zampa to Rizwan, no run full, on middle and leg, and it's dug out back to the bowler. That's the 90th dot ball of the innings"
100,"Zampa to Rizwan, FOUR runs and that's the 16th boundary! Rizwan bends low into a powerful sweep, placing it well"
101,"Zampa to Rizwan, 1 run a front foot pull sends the ball bouncing out to deep midwicket, and takes Rizwan to fifty - his 4th in ODIs"
102,"Finch to Rizwan, 1 run Rizwan nails another sweep, but it goes along the ground and straight to the man at deep backward square"
103,"Finch to Malik, 1 run punched through mid on for one"
104,"Finch to Rizwan, no run huge flight from Finch, and Rizwan can only dig it out back to him"
105,"Finch to Rizwan, no run Rizwan hops back at a very tame long-hop outside off, but he chops straight to cover"
106,"Finch to Rizwan, 1 run a sliced cut isn't stopped cleanly at point by Lyon, and they take a single"
107,"Finch to Malik, 1 run flicked off the toes for one"
108,"Zampa to Malik, 3 runs misfield in the deep after Malik backs away at a nippy wrong 'un and punches out through cover. Coulter-Nile almost over-runs it, but recovers to save the boundary"
109,"Zampa to Rizwan, 1 run pushed down to long off for a single"
110,"Zampa to Malik, no run nicely bowled, spinning away outside off, and a soft drive is easily intercepted at cover"
111,"Zampa to Malik, 1 run another googly, but it's read and pushed to long on"
112,"Zampa to Rizwan, 1 run flighted up outside off, and Rizwan meets it with a fluid drive that bounces out to the sweeper"
113,"Zampa to Malik, FOUR runs lovely placement from Malik, who hangs back on bended knee and places a backfoot punch to the right of point to pick up his first four"
114,"Finch to Rizwan, 1 run Rizwan steps into drive down to long off"
115,"Finch to Malik, 1 run Finch nudges 77km/h and Malik gets back and across, working across his pads for a single"
116,"Finch to Rizwan, no run chopped straight to cover"
117,"Finch to Rizwan, no run a touch quicker at 79.7km/h, but again Rizwan pings the cover field"
118,"Finch to Rizwan, 1 run fuller this time, and he drives out to the sweeper"
119,"Finch to Malik, 1 run pressed through mid on, one more"
120,"Coulter-Nile to Malik, 2 runs Malik flicks the returning Coulter-Nile off his pads, and hard running brings two"
121,"Coulter-Nile to Malik, no run on a length and nicely straight at 132km/h, Malik defending from the crease"
122,"Coulter-Nile to Malik, 1 run punched firmly off the back foot, in front of square and out to the sweeper"
123,"Coulter-Nile to Rizwan, 1 run rising outside off stump, Rizwan hopping to chop it through gully"
124,"Coulter-Nile to Malik, no run Malik aims for a straight drive, but can't time the stroke"
125,"Coulter-Nile to Malik, no run Malik walks across to off but Coulter-Nile follows him and a flick is stopped at midwicket"
126,"Finch to Rizwan, 1 run massive flight from Finch, the ball eventually getting through at just 75km/h, and it's driven to long off"
127,"Finch to Malik, 1 run placed through cover, just the one"
128,"Finch to Rizwan, 1 run Rizwan stays deep and finds a gap at extra cover"
129,"Finch to Malik, no run a committed dive from Maxwell at cover stops Malik's punch"
130,"Finch to Malik, 1 run this time he finds the gap, and it's a single out to the sweeper, raising the fifty stand"
131,"Finch to Rizwan, 1 run Rizwan lunges forward to get to the pitch, threading the gap at cover"
132,"Coulter-Nile to Rizwan, no run full and straight, pushed back at him"
133,"Coulter-Nile to Rizwan, FOUR runs laced through point! Rizwan is up on his tippy toes, getting on top of a rising ball and thrashing a cut through the gap"
134,"Coulter-Nile to Rizwan, 1 run a wristy flick fetches an off stump delivery into the leg side, turning the strike over"
135,"Coulter-Nile to Malik, no run fuller this time, and Malik can't get his drive past the bowler"
136,"Coulter-Nile to Malik, 1 run offcutter, outside off, and he waits on it before dabbing to third man"
137,"Coulter-Nile to Rizwan, 1 run a punchy drive goes to mid on, but he's deep and they take him on for a single"
138,"Finch to Rizwan, FOUR runs is it one too many? Rizwan bends low and slogs a sweep wide of midwicket"
139,"Finch to Rizwan, FOUR runs and now he's swept! Finch had only conceded a single boundary before these two deliveries. Rizwan gets very low once again, and this time he rolls his wrists and places a sweep fine"
140,"Finch to Rizwan, 2 runs a touch too short, and Rizwan pulls meatily off the front foot to go to his highest score in ODIs"
141,"Finch to Rizwan, 1 run worked off the pads for a quick single"
142,"Finch to Malik, 1 run speared in flatter by Finch, and Malik nurdles to leg"
143,"Finch to Rizwan, no run generous flight to end the over, and Finch's spell, and he dives to stop a drive back to him to end it with a dot - but it's still 12 off the over"
144,"Zampa to Malik, 1 run too straight, Malik glancing off his pads for a single"
145,"Zampa to Rizwan, 1 run Rizwan skips out and goes inside-out over cover, but the shot is stopped in the deep"
146,"Zampa to Malik, 1 run googly, Malik hanging back and placing it through point"
147,"Zampa to Rizwan, 1 run Rizwan dabs a late cut to short third man, and there's just enough time for a single. Couldn't quite get it fine enough"
148,"Zampa to Malik, 1 run Malik comes forward, driving out to the sweeper"
149,"Zampa to Rizwan, 1 run swept fine, but the fielder's around in a flash and it's just a single"
150,"Maxwell to Rizwan, 2 runs Maxwell comes around the stumps, and Rizwan greets him with a Maxwell-esque shot, bending right down onto his knee and dabbing an unorthordox late cut fine"
151,"Maxwell to Rizwan, 1 run punched out to long off for one"
152,"Maxwell to Malik, 1 run worked into the leg side, with the spin"
153,"Maxwell to Rizwan, no run Maxwell gets across quickly to his right to cut off a drive down the ground"
154,"Maxwell to Rizwan, no run whipped to leg, but he can't beat midwicket"
155,"Maxwell to Rizwan, 1 run and now he's forward to drive, Lyon diving over one at cover to allow a single"
156,"Zampa to Rizwan, 1 run flighted outside off, and he's on the drive down to long off"
157,"Zampa to Malik, 1 run Malik is on the front foot to place a drive through cover, and this stand is into the 80s"
158,"Zampa to Rizwan, no run googly from Zampa, and italmost sneaks through as Rizwan hangs back and looks for a cut"
159,"Zampa to Rizwan, 1 run a drive finds the cover sweeper for a single"
160,"Zampa to Malik, 1 run eased down to long off, one more"
161,"Zampa to Rizwan, no run a front foot dab goes straight to point"
162,"Maxwell to Malik, no run round the wicket, gets a leading edge which pops back down the pitch as he aims to leg"
163,"Maxwell to Malik, FOUR runs short and wide outside off, well placed backward of point for a boundary to bring up 200"
164,"Maxwell to Malik, 1 run back on the stumps, flicked down to long-on"
165,"Maxwell to Rizwan, no run short outside off, steps back but cracks his drive to cover"
166,"Maxwell to Rizwan, 1 run another leading edge, looking to turn a full delivery at off stump to the leg side and it runs to long-off"
167,"Maxwell to Malik, no run flicked back to the bowler. Maxwell hustles through another"
168,"Stoinis to Rizwan, no run full outside off, punched firmly back at the bowler"
169,"Stoinis to Rizwan, 1 run full, at the stumps, flicked backward of square to long leg"
170,"Stoinis to Malik, 1 run low full toss outside off, bunted down the ground to long-on"
171,"Stoinis to Rizwan, no run that's a wild shot, charges down the pitch and has a big heave to the leg side, the ball scoots between bat and pad"
172,"Stoinis to Rizwan, 1 run full and straight, pushed down to long-on"
173,"Stoinis to Malik, no run full at off stump, Stoinis gets across in his followthrough to cut it off"
174,"Lyon to Rizwan, 1 run over the wicket, flicked from off stump down the ground"
175,"Lyon to Malik, no run flicks a straight delivery to the man at midwicket"
176,"Lyon to Malik, 1 run on the pads, tucks it wide enough of midwicket for the single"
177,"Lyon to Rizwan, 1 run full outside off, draws him forward and he dabs into backward point"
178,"Lyon to Malik, 1 run flatter, shorter, worked off the pads to deep square but just another single"
179,"Lyon to Rizwan, 1 run a shorter delivery, sticks in the pitch a little, worked down to long-on. Binary batting"
180,"Stoinis to Rizwan, 1 wide slips down the leg side"
181,"Stoinis to Rizwan, 1 run length ball outside off, pushed to long-on"
182,"Stoinis to Malik, no run a bouncer, he ducks underneath...could probably have taken that on"
183,"Stoinis to Malik, 1 run another short ball, on leg stump, this time he pulls down to long leg"
184,"Stoinis to Rizwan, 2 runs back of a length, straight, tucked through midwicket and a good piece of running to break the singles"
185,"Stoinis to Rizwan, no run drives through a length delivery outside off but clunks it to cover"
186,"Stoinis to Rizwan, no run beaten! Back of a length, just outside off, scoots through past off stump...perhaps kept a touch low, Rizwan was on the back foot"
187,"Lyon to Malik, 1 run tucks a length delivery behind square on the leg side"
188,"Lyon to Rizwan, 1 run gets across the stumps and nudges to the leg side"
189,"Lyon to Malik, 1 run straight delivery, tucked to deep square leg and that's fifty for the captain"
190,"Lyon to Rizwan, 1 run milking singles on the leg side, but Australia will be happy with this"
191,"Lyon to Malik, 2 runs steps back outside leg and places this square through the off side, wide of the sweeper"
192,"Lyon to Malik, no run gets away with a short ball, dragged down on leg stump, Malik pulls but picks out short fine leg"
193,"Zampa to Rizwan, no run over the wicket, full and straight, pushed back to the bowler"
194,"Zampa to Rizwan, 2 runs outside off, short of a length, cuts square through the off side and that takes him to 99"
195,"Zampa to Rizwan, no run short of a length, fired in at leg stump, can't whip this away"
196,"Zampa to Rizwan, 1 run there it is! A maiden ODI hundred for Rizwan as he sweeps this off the stumps to deep square. The promotion has worked a treat."
197,"Zampa to Malik, FOUR runs dropped at long-on by Maxwell! Malik used his feet, clubbed this straight of long-on, so Maxwell had to make some ground, it was a low chance and he couldn't hold on"
198,"Zampa to Malik, 1 run now the shots are coming, aims this down the ground again and gets an inside edge to the leg side"
199,"Lyon to Malik, 1 run full and straight, flicked to midwicket and it's left through for a single. Maxwell again!"
200,"Lyon to Rizwan, 1 run this turns quite a lot from outside off, dabbed into the covers"
201,"Lyon to Malik, 1 run pushes a straight delivery through straight midwicket, long-on prevents the second"
202,"Lyon to Rizwan, no run an appeal for lbw as he goes for the sweep, no one is that interested"
203,"Lyon to Rizwan, 2 runs moves outside leg stump very early, gave Lyon an early look at all three, then an inside edge skews down to fine leg with a wild throw allowing an extra run"
204,"Lyon to Rizwan, 1 run swept to deep backward square"
