,Data
0,5.30 pm Australia have won the toss and elect to bowl. Few changes for both sides as Cameron White comes in for David Warner and AB de Villiers is back for Farhan Behardien. The leggie Imran Tahir also gets a go. Moises Henriques also gets a look-in before the World T20
1,"Starc to de Kock, no run swing straight away. Angles the good length ball in at the stumps, but after pitching it swerves away. De Kock is mindful of it and lets it go"
2,"Starc to de Kock, no run 142kph, spears this in at the base of off stump and this time the batsman has to play. Digs it out well enough"
3,"Starc to de Kock, no run extra bounce too! This one is pitched shortish and just outside off, De Kock went for a little waft square through the off side. Beaten by the seam away. All that rain is making it's presence felt"
4,"Starc to de Kock, no run full and on middle and leg, De Kock keeps to the crease and nudges to mid-on"
5,"Starc to de Kock, no run makes some room and drills this into the covers. Starc goes full around middle and off. De Kock pushes to White at short cover. Nice timing"
6,"Starc to de Kock, no run has to take it on the chin, literally! Was advancing and Starc did not like that at all. Dug this in short at 139 kph and it followed him. Bounced a little more as well and he had to cop it while trying to take evasive action. End of a fiery over"
7,"Coulter-Nile to Amla, 1 run 138 kph, starts on the pads and Amla tucks it around the corner. Neat little leg glance"
8,"Coulter-Nile to de Kock, 1 wide 139 kph, looks like De Kock is all fine but Australia continue the short-ball barrage. This one is too far down leg though. Lets it go and takes a wide"
9,"Coulter-Nile to de Kock, FOUR runs 138kph, walks at him and mauls this through midwicket. It was length and it was smashed"
10,"Coulter-Nile to de Kock, no run 137 kph, shortish on and around off stump. De Kock is fancying giving himself some room. Doesn't succeed as much as he would like as he dabs this to point"
11,"Coulter-Nile to de Kock, SIX runs this one's even better! Coulter-Nile strays a bit too full and that's where he's strong. Whipped away over the midwicket boundary. That's as clean as any you would see"
12,"Coulter-Nile to de Kock, no run charges him again as this is fullish on middle and the heave-ho misses completely. Bounces comfortably over the stumps. This pitch is quite fresh, folks"
13,"Coulter-Nile to de Kock, (no ball) his line is all wrong here. This one's called a no-ball. Too short and this goes down leg."
14,"Coulter-Nile to de Kock, no run backs away and thumps the fuller delivery on middle to mid-off"
15,"Starc to Amla, 1 run full and just outside off, Amla shuffles across and pierces the gap between cover and mid-off. Didn't look to hit too hard"
16,"Starc to de Kock, 1 run low full toss seeking the base of leg stump. Think that was because of some late inswing. De Kock nudged towards midwicket and rushes through for a tight single"
17,"Starc to Amla, OUT plumb in front, a Starc inswinger does Mighty Hash in! This was a terrific ball, kept nice and full and it swung in rather sharply too. Amla was stuck in his crease and was swiping across the line. Very unlike him, but he's been troubled by the ones that are full and at his stumps lately"
18,"Starc to du Plessis, no run fullish and teasing outside off, not bothered with"
19,"Starc to du Plessis, 1 run fullish and a touch of swing in again, Faf nudges between midwicket and mid-on and gets off the mark"
20,"Starc to de Kock, no run speared in at leg stump again and De Kock is into a flick too early. Gets a leading edge into the covers."
21,"Maxwell to du Plessis, no run makes room outside leg and carves this fuller delivery on odd towards mid-off"
22,"Maxwell to du Plessis, FOUR runs whipped through to the deep midwicket boundary. What footwork there! This is his homeground and he's already treating the fans. Chips down the track and times this away"
23,"Maxwell to du Plessis, no run moves around in his crease and works this fuller delivery behind square on the leg side"
24,"Maxwell to du Plessis, OUT oops, he's chipped that straight to mid-off and Maxi sends him off with a stare. This happed in slow-motion. Faf moved outside leg again, the bowler followed up with a full one. He lifted it and I guess he wanted to beat the fielder, but the fielder backpedaled and chipped it straight to him"
25,"Maxwell to Duminy, no run fuller delivery just outside off, and this grips and turns. JP pulls his bat away just in time"
26,"Maxwell to Duminy, 2 runs a touch shortish and this time JP rocks back and cuts through point. Simply looked to place it and despite all the bashing this outfield has taken, this runs almost to the boundary"
27,"Henriques to de Kock, 1 run pulled away as he starts off with a short one at the body. Doesn't have the pace to trouble De Kock"
28,"Henriques to Duminy, FOUR runs gorgeous stroke from JP! This just skims across a mound of sawdust and crashes into the extra cover boundary. It's even better because he took this on the up, got a good solid stride forward and came down with a straight bat."
29,"Henriques to Duminy, no run opens the blade on impact with his shortish ball on off stump and finds point"
30,"Henriques to Duminy, no run back of a length on the legs, JP works it to short fine leg where Finch sends in a quick throw which snuffs out all thoughts of a single"
31,"Henriques to Duminy, no run again strays on the hips of JP and again he finds short fine leg."
32,"Henriques to Duminy, 1 run waited for this one a little and steered this shortish ball on off stump to deep third man. This pitch is not helping the ball come on, but JP's timing is pretty much perfect"
33,"Maxwell to Duminy, FOUR runs"
34,"Maxwell to Duminy, 2 runs tossed up on the stumps and he lunges forward and sweeps this all alone the ground to deep square leg"
35,"Maxwell to Duminy, no run full toss speared in on leg stump, he was caught midway through playing a sweep and gets struck on the front leg. Going down leg though"
36,"Maxwell to Duminy, no run tossed up just outside off and he drives to mid-off"
37,"Maxwell to Duminy, no run"
38,"Maxwell to Duminy, no run tossed up on middle and off, eases this into the covers"
