,Data
0,"11.00am Right, first blood to Collingwood! England have won the toss and will bowl first. Collingwood reckons the pitch looks good but won't change in character as the day goes on. Both teams are unchanged so will line up like this:"
1,"Sidebottom to Watson, 2 runs all action start, Sidebottom lands it on about half way down, good line, Watson pulls off the front foot, without much timing towards the deep midwicket boundary for a couple"
2,"Sidebottom to Watson, no run good adjustment from Sidebottom, pitches up, hint of swing into the batsman, Watson rocks forward and defends"
3,"Sidebottom to Watson, OUT gone! Sidebottom strikes! Watson flashes at a short and widish ball, flies off the top edge to Kieswetter, who can't quite hold on, bounces off his gloves and Swann takes the rebound! Massive breakthrough for England."
4,"Sidebottom to Clarke, 1 wide poor start from Sidebottom to Clarke, well down the leg side and a gentle wide"
5,"Sidebottom to Clarke, 1 run gets his line better this time, fuller and on middle, Clarke flicks it round the corner to fine leg to get off the mark"
6,"Sidebottom to Warner, 1 run dug in and angled towards Warner's body, he hops back and works it to square leg for a single"
7,"Sidebottom to Clarke, 1 wide another one shoved in down the leg side, Clarke attempted to fiddle it away, but misses and it's another wide"
8,"Sidebottom to Clarke, no run good finish to the over, full and straight, Clarke defends back to the bowler, who fields in his follow through"
9,"Bresnan to Warner, no run good start from Bresnan, nippy and bang on a length and line, Warner skipped back and tried to force it on to the leg side, but it was on him too quickly"
10,"Bresnan to Warner, no run Warner itching to get things going, giving himself a touch of room and looking to scythe this through the off side, it gets a touch big on him and he can't time it"
11,"Bresnan to Warner, 1 run Warner hangs on the back foot and pulls this, from a fullish length really, through square leg for a single"
12,"Bresnan to Clarke, no run Bresnan really holding his nerve here, banging it in just short of a length on a good line, and Clarke defends"
13,"Bresnan to Clarke, OUT Warner gone this time! England on fire, Clarke pushes a good-length ball to cover, and then attempts a single, Warner tares down but Lumb swooped in and under-armed his throw on to the stumps at the strikers end to leave Warner well short of his ground"
14,"Bresnan to Haddin, 1 run oh dear, indecision again from Clarke, Haddin guided it to short third man and Clarke called a very close single, this time though, the throw missed the stumps. High drama and nerves already!"
15,"Sidebottom to Haddin, OUT Sidebottom strikes again! Australia lose another wicket! Short and down the leg side from Sidebottom, hardly a great ball, but Haddin swung hard at it and it came off what looks like the thigh, Kieswetter took an excellent catch high to his left. Great catch but very unlucky for Haddin"
16,"Sidebottom to Hussey, 1 run very carefully played this by David Hussey, it was on a length and aimed around off stump, Hussey watches it on to the bat and guides it down to third man for a single"
17,"Sidebottom to Clarke, 1 run dug in shortish again, not many pitched up, but the pitch is zipping through, and Clarke nurdles it down to short fine leg for a quick single"
18,"Sidebottom to Hussey, no run excellent stuff, swinging in a touch, bang on off and middle, Hussey defends very carefully from the crease"
