,Data
0,"Vettori to Hayden, no run good length ball angling into Hayden from over the wicket, Hayden flicks uppishly to midwicket"
1,"Vettori to Hayden, 1 wide strays down leg side, wide called"
2,"Vettori to Hayden, 1 run pitches outside off stump and turns quite a bit back into Hayden who plays back and dabs it to point for one"
3,"Vettori to Ponting, no run lots of turn on offer, Vettori pitches that outside of fstump and spins away, Ponting reaches out for it and defends to cover"
4,"Vettori to Ponting, 1 run cut past point on the back foot for a single"
5,"Vettori to Hayden, no run pushed through quickly outside of stump, Hayden gets his pad outside the line and pads it away"
6,"Vettori to Hayden, no run Hayden tries to sweep and gets a thick bottom edge and the ball bounces into the ground and then balloons up off the pad, McCullum catches it and the New Zealanders appeal, Umpire Taufel asks for the third umpire and he rules it not out, that hit ground just"
7,"Patel to Ponting, no run fuller delivery, played back to Patel"
8,"Patel to Ponting, no run arm ball, Ponting pushes forward and gets beaten"
9,"Patel to Ponting, no run comes forward and defends to the on side"
10,"Patel to Ponting, no run quicker delivery on the off stump line, played to square leg"
11,"Patel to Ponting, 1 run comes forward and drives wide of cover for a single"
12,"Patel to Hayden, no run pushes off the back foot back down the track to Patel"
13,"Vettori to Ponting, no run comes forward and defends to the off side"
14,"Vettori to Ponting, 2 runs good drift from Vettori, looking to play to the on side gets a leading edge to thirdman"
15,"Vettori to Ponting, no run defended on the front foot to cover"
16,"Vettori to Ponting, 2 runs short ball bit quicker, cut off the back foot to deep backward-point"
17,"Vettori to Ponting, no run comes forward and defends to cover"
18,"Vettori to Ponting, no run tossed up outside the off stump, driven to mid off"
19,"Patel to Hayden, no run a touch short, cut to cover, Taylor does well diving to his left"
20,"Patel to Hayden, 1 run driven to mid on for a single"
21,"Patel to Ponting, no run comes forward and defends, inside edge onto the pads and then rolls along to the off side"
22,"Patel to Ponting, 1 run tossed up bit fuller, driven down the ground to long on"
23,"Patel to Hayden, 1 run cuts off the back foot, Taylor at extra-cover misfields"
24,"Patel to Ponting, 2 runs cuts off the back foot to deep backward-point to pick up couple of runs"
25,"Vettori to Hayden, no run moves forward and pushes to the on side"
26,"Vettori to Hayden, no run works to midwicket"
27,"Vettori to Hayden, no run moves back and works to the on side"
28,"Vettori to Hayden, 1 run driven down the ground to long on to pick up a single"
29,"Vettori to Ponting, 1 run on the leg stump line, driven down the ground to long on"
30,"Vettori to Hayden, no run nicely tossed up delivery on the good length, comes forward and defends to short midwicket"
31,"Patel to Ponting, no run comes forward and works to the on side"
32,"Patel to Ponting, 1 run comes down the track and looks to drive down the ground, mishits it slightly in the air to deep mid on for a single"
33,"Patel to Hayden, no run played to the on side"
34,"Patel to Hayden, no run sweeps and misses, off the pad to the off side"
35,"Patel to Hayden, (no ball) 1 run swept down to fine leg for a single"
36,"Patel to Ponting, no run"
37,"Patel to Ponting, 2 runs short of a len gth outside off stump, Ponting cuts down to third man for two"
38,"Vettori to Hayden, 1 run a touch short on off and middle stump, Hayden plays back and forces it to long-on for a single"
39,"Vettori to Ponting, 1 run turned behind square for one"
40,"Vettori to Hayden, no run driven back to the bowler on the front foot"
41,"Vettori to Hayden, no run tossed up on off and middle, Hayden comes down the track and defends"
42,"Vettori to Hayden, no run good length ball on off stump and turning into Hayden who plays it to midwicket"
43,"Vettori to Hayden, no run a touch shorter on off stump, Hayden goes right back and works it off his pads to midwicket"
44,"Patel to Ponting, 1 run drifting on to middle and leg stump, Ponting moves across and flicks it off his pads"
45,"Patel to Hayden, 2 runs tossed up on off stump, Hayden tries to sweep and gets a top edge that lobs behind square leg"
46,"Patel to Hayden, 1 run full toss angling into leg stump, Hayden pushes it to long- on for a single"
47,"Patel to Ponting, 1 run good length outside off stump, Ponting reaches out for it and flicks it in the air through midwicket"
48,"Patel to Hayden, no run pitching outside off stump and turning away from Hayden who gets a thick outside edge to point"
49,"Patel to Hayden, 1 run short and wide outside off stump, Hayden rocks back and cuts through the cover point region"
50,"Vettori to Hayden, no run defended back to the bowler on the front foot"
51,"Vettori to Hayden, no run played to midwicket on the back foot"
52,"Vettori to Hayden, 1 run tossed up on off and middle, Hayden steps down and smothers the spin and dabs it to mid-on for one"
53,"Vettori to Ponting, no run pushed flat through the air on off and middle, Ponting plays forward and pushes it to point, Hayden sets off for the single but Ponting sends him back"
54,"Vettori to Ponting, no run defended to midwicket on the front foot"
55,"Vettori to Ponting, 1 run floated through the air on off stump, Ponting lunges forward and has to wait for the ball to come to him, he angles it towards point with the open face of the bat"
56,"Patel to Ponting, no run Ponting plays forward again and tries to defend, he gets an inside edge to midwicket"
57,"Patel to Ponting, no run cut to short third man on the back foot"
58,"Patel to Ponting, 1 run fullish length outside off stump, Ponting goes on the front foot and square drives through point"
59,"Patel to Hayden, 2 runs pitches outside off stump and turning away from Hayden, Patel bowled that a bit quicker and Hayden used the pace to guide it down to third man, Ponting wanted the third but slipped after he completed the single"
60,"Patel to Hayden, FOUR runs swept fine down to fine leg for four, Hayden didn't connect that perfectly but he got it fine enough, that's the first boundary in ten overs"
61,"Patel to Hayden, 1 run pushed to mid-on off the front foot"
62,"Gillespie to Hayden, no run good length ball on middle stump, Hayden plays back and defends on the leg side"
63,"Gillespie to Hayden, 1 run short of a length ball pitching on middle and off and angling away from Hayden who runs it down to third man"
64,"Gillespie to Ponting, 1 run good length ball on off stump, Ponting pushes it off the front foot to Vincent at point, he doesn't collect it cleanly and Hayden calls Ponting through for the single"
65,"Gillespie to Hayden, 1 run tight line and length on off stump, Hayden dabs it into the covers for another quick single, Australia bring up their 100"
66,"Gillespie to Ponting, no run defended to cover on the front foot"
67,"Gillespie to Ponting, no run full ball on off stump, Ponting moves across and falls over a touch, he gets an outside edge to point, Hayden sets off for the single but changes his mind and runs back, just three runs of that Powerplay over."
68,"Oram to Hayden, no run pitches on a good length outside off stump, Hayden tires to muscle it through midwicket by stepping down the track, Taylor scampers across, picks up and tries to run ot Ponting at the non-striker's end"
69,"Oram to Hayden, no run pushed to midwicket on the front foot"
70,"Oram to Hayden, 2 runs how lucky is Hayden today! Oram bangs one short, Hayden goes down on one knee and tries to slog-pull/sweep it, he gets a top edge over short fine leg"
71,"Oram to Hayden, FOUR runs short of a length ball, Hayden gets on top of the balla nd steers it through gully for four to the third man fence, well-controlled shot that was"
72,"Oram to Hayden, no run dropped short outside off stump, Hayden waits for it and cuts firmly but hits it to the man at point"
73,"Oram to Hayden, no run good length ball on off stump, Hayden pushes to covers on the back foot"
74,"Gillespie to Ponting, FOUR runs Gillespie drops it short, Ponting moves forward and pulls majestically over midwicket for four, top shot"
75,"Gillespie to Ponting, no run good length ball outside off stump, Ponting lunges forward, opens the face and angles it to point"
76,"Gillespie to Ponting, no run just short of a length on off and middle stump, Ponting defends back to the bowler"
77,"Gillespie to Ponting, FOUR runs glorious shot, Ponting knew fine leg was in the circle, so he moved across to one that was full on the pads and flicked it in the air and down to the fine leg fence"
78,"Gillespie to Ponting, 1 run short of a length ball on off stump, Ponting moves forward and plays it behind point and down to third man for a single"
79,"Gillespie to Hayden, 1 run just a fraction short and Hayden moves back quickly and pulls through midwicket to retain strike, he moves on to 47"
80,"Oram to Hayden, no run good length on off stump from Oram, Hayden blocks it back to the bowler"
81,"Oram to Hayden, 1 run slower ball ends up as a full toss on off stump, Hayden drives to McMillan at long-on for a single"
82,"Oram to Ponting, 1 run a fraction short, just a fraction and Ponting is so quick to rock back, swivel and pull to deep midwicket"
83,"Oram to Hayden, FOUR runs that's Hayden's fifty! Oram drifted down leg side with his fine leg in the circle, Hayden pulls it wide of that man and collects four, he's had a lot of luck but you got to make it count, Hayden's done that, well played"
84,"Oram to Hayden, 1 run pulled in front of square this time, Oram is bowling far too short at his gentle pace"
85,"Oram to Ponting, no run defended back to the bowler on the front foot"
86,"Gillespie to Hayden, 1 run on a good length but too wide outside off stump, Hayden uses the width and runs it down to third man for a single"
87,"Gillespie to Ponting, no run good length ball angling into Ponting rom outside off stump, played to point on the back foot"
88,"Gillespie to Ponting, FOUR runs a touch too full and Ponting lunches on the front foot and lofts it over mid-on, he's timed that superbly for he hardly hit that with any effort, the ball bounces once before reaching the fence, that's the 100 partnership between these two"
89,"Gillespie to Ponting, 2 runs flicked off his pads in front of midwicket for two more"
90,"Gillespie to Ponting, no run good length and straight, Ponting hammers the drive back at Gillespie who gets his boot in the way and saves a certain boundary"
91,"Gillespie to Ponting, 1 run Ponting cuts on the front foot to Fulton at covers who misfields to allow the single, Ponting reaches fifty too, he's played a perfect innings, I can't remember his playing a false shot"
92,"Patel to Ponting, 1 run a touch short outside off stump, Ponting plays it late to short third man, Hayden calls him through for a sharp single"
93,"Patel to Hayden, no run bowled flat on off stump from round the wicket, Hayden plays it back to Patel"
94,"Patel to Hayden, 1 run fuller length on middle stump, Hayden closes the face and works it through square leg"
95,"Patel to Ponting, no run played to cover on the back foot, Ponting mis-timed that and he's not happy with himself"
96,"Patel to Ponting, no run pushed to midwicket on the front foot"
97,"Patel to Ponting, no run full ish length again, Ponting moves forward and plays it to midwicket"
98,"Vettori to Hayden, 2 runs beats Hayden in the flight and Hayden cuts to backward point where a fumble allows him to come back for the second"
99,"Vettori to Hayden, no run flighted quicker through teh air, Hayden comes forward and drives back to Vettori"
100,"Vettori to Hayden, 1 run a touch short this time, Hayden pulls to deep backward square"
101,"Vettori to Ponting, no run defended to backward point on the front foot"
102,"Vettori to Ponting, 2 runs fuller length on off stump, Ponting drives in the air but wide of cover"
103,"Vettori to Ponting, 1 run tossed up on off stump, Ponting plays forward with soft hands and drops it short on the off side for a single"
104,"Patel to Ponting, 1 run Ponting takes a step down to Patel and flicks him through midwicket, a little in the air but there's no fielder there"
105,"Patel to Hayden, FOUR runs shot! Hayden steps out to Patel, meets the ball on the bounce and lofts dead straight back over Patel's head, that was hit with so much power"
106,"Patel to Hayden, no run driven uppishly just short of the man at cover"
107,"Patel to Hayden, 2 runs dabbed through midwicket on the front foot, there's huge gap there and they manage to run two"
108,"Patel to Hayden, no run Patel drops it short and wide outside off stump, Hayden tries to cut but doesn't time it well"
109,"Patel to Hayden, 2 runs pitches on off stump and spins away from Hayden who moes across and closes the face to place it in that huge gap at midwicket, two more"
