,Data
0,"Hazlewood to S Dhawan, no run beaten by a beauty! 142kph, good length shape in and nipping away! What a delivery! Dhawan caught on the crease and it just beat the edge"
1,"Hazlewood to S Dhawan, no run 141kph, good length, some shape into Dhawan, top of off, he defends firmly to mid off"
2,"Hazlewood to S Dhawan, no run 138kph, good length angled across the left-hander and he leaves"
3,"Hazlewood to S Dhawan, no run 138kph, back of a length, fifth stump line, he leaves"
4,"Hazlewood to S Dhawan, no run 138kph, back of a length on leg, it hits the thigh pad and drops down"
5,"Hazlewood to S Dhawan, no run good length, 137kph, angled across the left-hander and he leaves"
6,"Maxwell to Gill, no run 85kph, darted into off, he stands up and drive to midwicket"
7,"Maxwell to Gill, 1 run full on off, he drives to long on"
8,"Maxwell to S Dhawan, no run tossed up outside off, he defends on the front foot"
9,"Maxwell to S Dhawan, 1 run shorter length, he's back and pushing to the gap at wide mid off"
10,"Maxwell to Gill, 1 run full on off, he drives with ease to long on"
11,"Maxwell to S Dhawan, 1 run 91kph, tossed up, he drives in the air through a vacant cover, it just held up in the surface but Dhawan found the gap and the sweeper in the deep"
12,"Hazlewood to S Dhawan, FOUR runs cracked wide of mid off! A half volley, no swing, he thumps a drive past mid off and it races away to the rope"
13,"Hazlewood to S Dhawan, no run 137kph, good length, wide of off, he leaves this alone"
14,"Hazlewood to S Dhawan, no run 136kph, good length, fifth stump line, angled across, he leaves"
15,"Hazlewood to S Dhawan, no run 142kph, bouncer, Dhawan jumped down the track early but then bailed out of the shot and swayed inside it"
16,"Hazlewood to S Dhawan, no run 138kph, back of a length, fifth stump line, he tries to cut but gets a bottom edge onto the pitch"
17,"Hazlewood to S Dhawan, 1 run 136kph, back of a length wide of off, he opens the face of the bat and steers it to third man"
18,"Maxwell to S Dhawan, no run 73kph, good length, he's back and forcing back to the bowler"
19,"Maxwell to S Dhawan, 2 runs attempted cut, gets a thick bottom edge through the legs of Carey! He had no chance of gloving that. They get two"
20,"Maxwell to S Dhawan, FOUR runs sweep past short fine! Lovely shot. Maxwell drifts this down leg with the angle and Dhawan controls the stroke past short fine"
