,Data
0,7.00pm Bangladesh have won the toss and will bat
1,"Turner to Mohammad Naim, 1 run fullish length on middle, he tucks it to square leg and they complete a rapid run"
2,"Turner to Soumya, no run leading edge to cover, but safe. Fuller on middle and leg, and he looks to flick but gets an edge toward the off side"
3,"Turner to Soumya, no run much quicker and shorter on off, turning into the batter. Pushed toward midwicket"
4,"Turner to Soumya, no run full ball on middle and leg, pushed toward mid-on"
5,"Turner to Soumya, no run is that a stumping? The square leg umpire goes upstairs. Good length ball pitched on middle, and angling into the batter. He goes for the clip, but replays show the ball just disturbed the edge of his front pad. And momentum took his back leg in the air as Wade dislodged the bails"
6,"Turner to Soumya, 1 run difficult catch dropped at square leg. Carey leaps and gets a hand, but can't get hold of it. Soumya heaves across the line to this full ball on middle and off, but gets it off the inside half of the bat. The ball eventually trickles toward deep square leg, as they sneak a single"
7,"Hazlewood to Soumya, no run good length ball on middle and leg. He is pushed back in his crease, as he tucks it toward square leg"
8,"Hazlewood to Soumya, no run dabs this fullish ball on middle and off close to his body, but on the bounce to the keeper"
9,"Hazlewood to Soumya, no run goes for the poke to this full ball in the off-stump channel, but that's pretty quick as he plays in the line of the stumps eventually. The ball goes to the keeper on the bounce"
10,"Hazlewood to Soumya, no run Short of a length just outside off, and he goes for the pull but is beaten with the ball seaming away from the left-hander. Not in control of that shot, as he seemed to have played too early while the ball really took off from the surface"
11,"Hazlewood to Soumya, 1 run good length ball on middle and off, and he taps to third man from close to his body"
12,"Hazlewood to Mohammad Naim, OUT thin edge behind, and gone! A very Test match-like ball to get the first man out. Fullish length on middle with what seemed like a hint of movement away first, but eventually held its line as the batter tried to open the bat face and guide that down to third man. The ball too"
13,"Zampa to Soumya, OUT appeal for leg before, and the umpire takes his time to give that out! But Soumya reviews. Soumya goes for the sweep first ball against the legspinner, who pitches it full on middle and leg. The ball turned a little into the left-hander, who was hit on the front pad. No inside edge is c"
14,"Zampa to Mahmudullah, no run full ball on off, and this was a googly. Defended off the inside half of the bat to the on side"
15,"Zampa to Mahmudullah, 2 runs this time Mahmudullah goes for the sweep. Full delivery on middle and off, and he is down on his back knee while swinging that to the left of deep square leg"
16,"Zampa to Mahmudullah, 1 wide full and down the leg side. Wide is called"
17,"Zampa to Shakib, 1 run full ball on off, and pushed to mid-off to get off the mark"
18,"Zampa to Mahmudullah, 1 run full on middle again, and he taps toward square leg to complete a rapid single"
19,"Hazlewood to Mahmudullah, 1 run fullish ball on off, good bounce with the ball coming in as well. Tucked off the inside edge toward square leg"
20,"Hazlewood to Shakib, 1 leg bye very full on middle and leg, and angles in further. He flicks, but the ball strikes his pad after an inside edge with Hazlewood going for the slower ball as well"
21,"Hazlewood to Mahmudullah, 1 run short fine leg dives to his left, but safe. Christian got a hand, but that will go down as a drop. Good length ball on middle and leg, as he flicked but got it off the inside half of the bat. Christian was going to his wrong side, and so it would always have been difficult"
22,"Hazlewood to Shakib, no run squares him up! Another good length ball on middle and leg, angling away as Shakib is complete beaten with the bounce and the swing. Excellent ball"
23,"Hazlewood to Shakib, 1 run goes deep in his crease to push that fullish ball on middle and leg to square leg"
24,"Hazlewood to Mahmudullah, 2 runs taps this full ball outside off over the leaping point fielder, with the ball racing down to third man"
25,"Agar to Shakib, FOUR runs uppishly driven, but beats point and cover-point. Full ball on off, and Shakib goes full swing with his slash. Lucky escape"
26,"Agar to Shakib, 1 run goes for a pre-meditated sweep to this full ball on middle and off, but gets an inside edge toward deep square"
27,"Agar to Mahmudullah, no run quicker and flatter on middle. At 100kph, and full ball. Pushed back to the bowler"
28,"Agar to Mahmudullah, no run this is much slower on middle. Turns off a full length, and is blocked"
29,"Agar to Mahmudullah, no run sweeps straight to square leg, and just short of Mitchell Marsh. Full ball on off, and he was down on his knees to hammer that. But the ball could only reach as far as square leg"
30,"Agar to Mahmudullah, no run short of a length on middle, and cut to cover. The batter misses out on an opportunity there"
31,"Ellis to Shakib, 1 run slower delivery first up. Short of a length as well on middle and off, as Shakib waits for the ball to arrive and dabs that late to third man"
