,Data
0,1.50pm Andrew Strauss has won the toss and England will bat.
1,"Lee to Strauss, no run good line immediately, just outside off and straightening a fraction, Strauss leaves it"
2,"Lee to Strauss, 1 run Strauss gets England off the mark with a single to deep square leg as Lee swings one on to the pads"
3,"Lee to Prior, no run ah, really good swing away from Prior, who pushes the bat outside off and fortunately for him, doesn't get an edge"
4,"Lee to Prior, no run straighter this time and Prior leaves it"
5,"Lee to Prior, OUT Prior is gone in the first over! Ah, the Prior opening experiment is really not working for England. Lee has angled one back in and Prior is struck on the pad, low down, and given out. He asks for a review but that is plumb. He's gone!"
6,"Lee to Trott, no run Trott gets behind his first ball and defends back down the pitch"
7,"Bollinger to Strauss, 1 run oh, an edge immediately but Strauss gets away with it, as the ball flies wide of second slip. That was a genuine edge, not a deliberate glide"
8,"Bollinger to Trott, 1 run Trott walks across and works a single to square leg to get off the mark"
9,"Bollinger to Strauss, 2 runs banged in short of a length and Strauss is on to the pull, there's a man in the deep but he can't prevent a second run, although a quicker throw might have had Strauss in trouble"
10,"Bollinger to Strauss, no run defended back to Bollinger"
11,"Bollinger to Strauss, 2 runs on the pads, not a great delivery from Bollinger, and Strauss whips it behind square leg"
12,"Bollinger to Strauss, no run solidly defended as Bollinger probes outside off, he hasn't found any swing in this over"
13,"Lee to Trott, no run Lee hits the right line just outside off again, and Trott defends"
14,"Lee to Trott, no run there's an lbw shout from Lee, at first he was hesitant but then really convinced himself. Gary Baxter says not out, and Trott was on the walk and hit above the roll, so you'd have to think that was too high"
15,"Lee to Trott, 1 run pulled through square leg"
16,"Lee to Strauss, no run just outside off again, Strauss pushes to cover"
17,"Lee to Strauss, no run again Brett Lee gives Strauss no width, and the batsman defends"
18,"Lee to Strauss, 1 run Strauss whips one from middle and leg through square leg to pick up a single"
19,"Bollinger to Strauss, no run full and straight from Bollinger, Strauss clips to midwicket"
20,"Bollinger to Strauss, no run banged in short and Strauss goes for the pull, but gets a bottom edge on to his body"
21,"Bollinger to Strauss, 1 run this time Strauss does get the pull away through midwicket, but Clarke has set a man in the deep for that very shot, and Marsh keeps it to a single"
22,"Bollinger to Trott, 1 run a quick single now as Trott pushes gently past the bowler, Hastings at mid-off dives across to prevent any more than a single"
23,"Bollinger to Strauss, no run nips back in a touch off the seam, Strauss punches to cover"
24,"Bollinger to Strauss, no run driven down to mid-on and again Hastings does the fielding"
25,"Lee to Trott, (no ball) FOUR runs there's the first boundary of the day, and what a good cover-drive it is, picking the gap and timing it to perfection. And to add to Lee's frustration, it was a no-ball"
26,"Lee to Trott, no run Lee bowls the slower ball and for some reason, despite it being a free hit, Trott doesn't have a swing! Very odd"
27,"Lee to Trott, 1 run edged away through a vacant fourth slip area, and it's collected at third man"
28,"Lee to Strauss, no run good fielding at point, Strauss went for the big drive and it was saved by a diving Marsh"
29,"Lee to Strauss, 1 run Strauss tries to force one through cover and doesn't time it, but gets a quick single all the same"
30,"Lee to Trott, no run driven away to cover but Trott can't find the gap"
31,"Lee to Trott, no run pushed back past the bowler but straight to mid-off"
32,"Hastings to Strauss, no run he pushes it across Strauss, who cuts straight to point"
33,"Hastings to Strauss, FOUR runs Strauss throws the kitchen sink at this one and almost gets caught! He's slashed hard at a cut and Smith at point hurled himself to his left, just couldn't get a fingertip to it"
34,"Hastings to Strauss, FOUR runs Strauss is going after Hastings! He's gone over wide mid-off now, and this is a much safer shot, finding the gap and the boundary"
35,"Hastings to Strauss, no run straighter line now and Strauss nudges to mid off"
36,"Hastings to Strauss, 1 run clipped through midwicket for another run"
37,"Hastings to Trott, 1 run a bit too straight for Trott, who enjoys clipping one off his hips through square leg"
38,"Lee to Trott, no run ah, that's a ripper, quick and bouncing more than Trott expected, he looks to dab a cut away and it whizzes over his top edge"
39,"Lee to Trott, 1 run Trott takes one from outside off and whips it through midwicket"
40,"Lee to Strauss, 1 run Strauss goes for the pull yet again, and once more it's collected at deep square leg, he's struggling to find the boundary from that shot"
41,"Lee to Trott, 1 run Lee gives Trott a bit of width now and a solid cover drive could easily have raced through to the boundary, but Clarke makes a very good diving save to his left"
42,"Lee to Strauss, no run Strauss drives a bump ball back over the head of Lee"
43,"Lee to Strauss, 2 runs a slower bouncer this time and Strauss swivels a pull behind square leg, it looks like making the rope but Smith makes a diving save"
44,"Hastings to Trott, no run Trott decides he too will go after Hastings, advancing down the pitch, but he misses his attempted cut"
45,"Hastings to Trott, 1 wide bouncer, but it's too high and it's called a wide"
46,"Hastings to Trott, 1 run Trott walks across outside off and guides a wide-ish one to third man"
47,"Hastings to Strauss, 1 run a bit too short from Hastings and Strauss pulls to deep midwicket"
48,"Hastings to Trott, 1 run guided away to third man as Hastings makes Trott play to off, not getting too straight to him"
49,"Hastings to Strauss, 1 run clipped off middle by Strauss, who gets a single behind square leg"
50,"Hastings to Trott, OUT oh no! A comedy of errors from both teams, and the end result is a run-out, but who has to go? Trott pushed to midwicket, where there was a misfield by Hussey, who knocks it down to mid-on, where Doherty underarmed to the bowler's end and missed the stumps - but by this stage Strauss had turned back halfway through the single, and both batsmen were racing to the bowl"
51,"Bollinger to Trott, no run a full toss to start with, and it's edged into the ground and through to Haddin"
52,"Bollinger to Trott, 2 runs fullish and straight, it's clipped through square leg"
53,"Bollinger to Trott, 1 run driven to cover and Trott gets a single"
54,"Bollinger to Bell, no run Bell pushes his first ball to cover"
55,"Bollinger to Bell, no run ah, big swing from Bell, who tries an expansive cover drive and doesn't get any bat on a ball angled across him"
56,"Bollinger to Bell, no run guided to point and can't find a run"
57,"Hastings to Trott, no run Trott tries to swivel a pull but gets an edge on to his body, Haddin is still up to the stumps for Hastings"
58,"Hastings to Trott, no run pushed wide of mid-off and can't find a run as Lee does the fielding"
59,"Hastings to Trott, no run clipped to short midwicket"
60,"Hastings to Trott, FOUR runs Hastings forces Trott wide of off and he has a swing, getting a thick edge that flies safely away through the vacant slip region for a boundary"
61,"Hastings to Trott, 1 run guided very deliberately this time to third man"
62,"Hastings to Bell, 1 run and Bell gets off the mark with a similar guide to third man, just opening the face"
63,"Bollinger to Bell, FOUR runs good shot from Bell, he uses his feet and then forces it through cover and it races away to the boundary"
