,Data
0,Toss: Australia have won the toss and chosen to bowl.
1,"Nannes to Kamran, no run Here we go. Full length delivery just outside off, Kamran, who doesn't like to come forward, lunges out to push it towards mid-off."
2,"Nannes to Kamran, no run banged in short outside off stump, Warner ducks. Wide called. Afridi is surprised with that call."
3,"Nannes to Kamran, no run loud shout for lbw but it pitched just outside leg stump. Another one coming with the left-armer's natural angle .. Akmal is caught on the crease, his balance went awry and he played all around it .."
4,"Nannes to Kamran, no run similar delivery and this time Kamran gets the front foot out of the way to defend"
5,"Nannes to Kamran, no run fuller, around the off stump, driven to mid-off and there is confusion between the two batsmen about the single.. yes no and NO"
6,"Nannes to Kamran, no run pushes this length delivery out to the off side. Nagging first over from Nannes. Line, length and pacy."
7,"Tait to Salman Butt, 1 run slings it full outside off, Salman reaches out to squeeze it away off the edge to left of second slip who gets a hand on it .. It was all along the ground btw"
8,"Tait to Kamran, no run the first bouncer of the game. On the middle stump line. Kamran goes down under"
9,"Tait to Kamran, 1 run another one climbing outside off, from short of length, Kamran is off balance as he tries to upper cut it over point and carves it to right of third man. They run just a single there. Hmmm"
10,"Tait to Salman Butt, no run yet another short delivery. This time its Salman who ducks. Two bouncers already in this over."
11,"Tait to Salman Butt, 1 wide And the third one arrives. This one sails high over Salman. Wide. Nannes hit the full length. Tait is bowling short."
12,"Tait to Salman Butt, no run lands this one on a length on the off and middle line, Salman pushed out to the off side"
13,"Tait to Salman Butt, no run full again this time, Salman leans forward to defend it to the off side. he was late in getting forward."
14,"Nannes to Kamran, no run full in length around off stump line, pushed forward to the off side"
15,"Nannes to Kamran, no run gets forward to tap this one to the on side"
16,"Nannes to Kamran, FOUR runs Whack. Kamran backs away to the on side and slams the length delivery flat over covers!"
17,"Nannes to Kamran, FOUR runs Thrash! What a shot. Another length delivery around the off stump and Kamran goes through the line. Awesome. The ball flies well to the right of mid-off"
18,"Nannes to Kamran, 1 wide Will it be short? Will it be a yorker? will it be a slower one? Well .. it's an overpitched delivery well down the leg side."
19,"Nannes to Kamran, 2 runs Kamran is going for it. He moves to the leg side and tries to clear mid-on ... he doesn't connect well and ends up swiping it past the bowler .."
20,"Nannes to Kamran, no run This time around, he moves to the off side and flicks to midwicket"
21,"Tait to Salman Butt, no run fullish, around the off stump line, pushed out to covers"
22,"Tait to Salman Butt, no run full and well outside off stump, the keeper collects. Must have been borderline wide call"
23,"Tait to Salman Butt, FOUR runs he presses back, waits for the back of length delivery to arrive outside off and uses that bottom-hand of his to almost wrist it through cover point. Shot!"
24,"Tait to Salman Butt, FOUR runs Thump! Immense fun this. It was slightly short in length outside off and Salman plays a cracking square cut"
25,"Tait to Salman Butt, 1 run on the middle and leg, at the body, clipped to square-leg"
26,"Tait to Kamran, FOUR runs Flood of runs here. Pakistan are counterattacking in style. The bouncer on the leg and middle line and Kamran goes for the pull and ends up dragging it to fine-leg boundary"
27,"Johnson to Salman Butt, no run full in length on the middle, tapped to the on side"
28,"Johnson to Salman Butt, no run drama in the zone just outside off stump, Salman tries to run it down to third man but doesn't connect. it appears, had actually edged it to the keeper. But there was no appeal! TV replays show a nick!"
29,"Johnson to Salman Butt, FOUR runs Loverly shot there! Salman sashays down the track and blasts the shortish delivery outside off to point boundary. Imperious!"
30,"Johnson to Salman Butt, no run on the stumps, fuller, pushed out to the off side"
31,"Johnson to Salman Butt, 1 run leans forward to drive to deep cover"
