,Data
0,"10.00am Strauss calls heads, England have won the toss and will bowl first. What's more, it's confirmed that Tim Bresnan comes in for Steven Finn. Australia field an unchanged team, Punter says he wasn't sure what he was going to do first thing this morning - his instinct told him bat, but with the grass and moisture in the wicket the bowlers are likely to control proceed"
1,"Anderson to Watson, no run touch of swing first up, but no great pace by the looks of things, Watson lets it go by outside off stump"
2,"Anderson to Watson, no run more action here, Anderson goes full in search of swing, finds some and Watson flashes a drive, connecting firmly but only to find Bell who fields smartly at point. The fielder earns plenty of pats and cheers for his efforts, betrays the nerves out there"
3,"Anderson to Watson, no run again some swing, nothing dramatic and Watson lines it up early enough to leave comfortably"
4,"Anderson to Watson, no run touch too short from the bowler, allows Watson to survey the bounce outside off stump"
5,"Anderson to Watson, no run edged and it looks like it's carried to Collingwood at third slip, dropped, dramatic start, perfect delivery, full and swinging away late, found a thickish edge that flew low to Collingwood's left but he couldn't hold on"
6,"Anderson to Watson, no run ooh, closer to off stump and left alone. Ends an eventful first over, Strauss will be relieved to have seen the swing first up"
7,"Tremlett to Hughes, no run Tremlett starts well, finding the right length, the line is slightly too wide though and Hughes gets a sighter first up"
8,"Tremlett to Hughes, FOUR runs shot! Good stuff from Hughes, I think this is how he has to play, gets a fraction of width and smashes past point for four"
9,"Tremlett to Hughes, 2 runs more runs, Tremlett goes fuller, in search of some swing, Hughes eases it wide of mid-on for a couple"
10,"Tremlett to Hughes, FOUR runs four more! What a start this is. Tremlett floats up a fuller ball and Hughes climbs all over it, thrashing through the covers for another boundary"
11,"Tremlett to Hughes, no run good comeback from Tremlett, touch of extra bounce and tucks Hughes up in defence"
12,"Tremlett to Hughes, no run left alone outside off, the ball barely reaches Prior who has to collect low down, ends a lively first over for Hughes"
13,"Anderson to Watson, 2 runs dropped! Watson gets another life, Pietersen this time has put down a straightforward chance, it was short and wide, Watson flashed a cut that flew quickly at around head height to Pietersen who got two hands to it, but it burst through"
14,"Anderson to Watson, no run beaten this time outside off stump, touch of away swing past the outside edge"
15,"Anderson to Watson, no run this time Watson lands a very solid defence, clunking forward on the front foot"
16,"Anderson to Watson, 3 runs full and swinging, (like a Christmas party?), Watson drives firmly, without quite timing it well enough to get four"
17,"Anderson to Hughes, no run ooh, edgy defence from Hughes, gets tucked up again with a shortish ball and fends off towards short leg"
18,"Anderson to Hughes, no run touch of inswing to the left-hander, Hughes plays around his front pad and can't quite connect"
19,"Tremlett to Watson, no run touch of extra pace here, forces Watson back and beats the attempted work-to-leg, crashes into the thigh"
20,"Tremlett to Watson, OUT third time lucky for England, Tremlett strikes with a cracker of a delivery, climbed from a length and rapped the glove, it looped gently to gully, simple enough chance for England to finally hold one"
21,"Tremlett to Ponting, no run gets an early sighter, just what he wants a few of, outside off stump, touch of extra bounce, Ponting leaves alone expansively"
22,"Tremlett to Ponting, no run oh great take from Prior flying to his left down the leg side, Tremlett fired it in short, Ponting had a flap at it but didn't connect"
23,"Tremlett to Ponting, no run that's just about the perfect delivery for Tremlett, finding extra bounce from a fullish length, Ponting defends well but whips his bottom hand off the bat as he does so"
24,"Tremlett to Ponting, no run this is close to off stump but Ponting's judgement is sound enough to let it go by. Good over, wicket maiden"
25,"Anderson to Hughes, no run definite swing here, the clouds have come over the ground, which will make Jimmy smile, this swings down the leg side though and Prior collects"
26,"Anderson to Hughes, no run Hughes tucks this to short leg to defend"
27,"Anderson to Hughes, no run ideal delivery from Anderson, full, swinging in late and Hughes gets in a tangle as he defends, luckily for him an inside edge prevented drama"
28,"Anderson to Hughes, no run nicely played here, Hughes drops this into the covers off the back foot, looks for a single but the fielders rush in in a hurry"
29,"Anderson to Hughes, 1 run neatly tucked around the corner for a single to get off strike and begin another round of the Anderson v Ponting battle"
30,"Anderson to Ponting, no run Ponting gets firmly behind a defiant defensive block to cover"
31,"Tremlett to Hughes, no run ah, another snorter here and Tremlett follows through a long way to smile at Hughes, this leapt off a length and climbed past the outside edge"
32,"Tremlett to Hughes, no run bouncer, very short indeed and Hughes could have stood still to leave, as it was he ducked"
33,"Tremlett to Hughes, 1 run worked away around the corner for a single to fine leg"
34,"Tremlett to Ponting, no run good delivery here, on and around off stump on a length, Ponting defends busily and marches down the wicket for some gardening"
35,"Tremlett to Ponting, no run good length and line from Tremlett but Ponting is secure in defence, turning this to short leg who fields and shapes to throw all in one movement"
36,"Tremlett to Ponting, 1 run ooh, mix up between the batsman and if Cook's throw had hit from backwards short leg Hughes would have gone! Ponting nudged it just wide of Cook who scampered after it and the batsmen eventually decided on a single that was never there, fortunately for them, Cook missed"
37,"Anderson to Ponting, no run inswinger from Anderson, just showing Ponting he has one, comes in a long way from outside off but quite early and Ponting can line up a defence"
38,"Anderson to Ponting, no run this is an outswinger and Ponting has nothing to do with it"
39,"Anderson to Ponting, 1 run angled into Ponting this time and he works a much more secure single into the midwicket region"
40,"Anderson to Hughes, no run Anderson has been luckless this morning, this is a beauty that nips away off the seam, past a dangling outside edge on its way to Prior"
41,"Anderson to Hughes, no run very smartly taken from Prior down the leg side here, Anderson got his line wrong and it just flicked Hughes's thigh, made it very difficult for Prior collecting on the half-volley but he did so with ease"
42,"Anderson to Hughes, no run solid, defiant defence from Hughes to end the over, really willing himself forward and into line"
43,"Tremlett to Ponting, no run big appeal from Tremlett, less from behind the stumps as Ponting is struck flush on the pads outside off stump. Umpire Dar wasn't interested"
44,"Tremlett to Ponting, no run good length finds a touch of extra bounce and Ponting jabs to short leg, playing on the hop a touch"
45,"Tremlett to Ponting, no run ah lovely length and line, Ponting doesn't want to get forward to a 10ft bowler, who would? But get forward he does, just about and late and it finds the outer half of the bat in defence"
46,"Tremlett to Ponting, no run Tremlett is really steaming in here, but when the line is like this - fired down the leg side - it's pointless"
47,"Tremlett to Ponting, no run good solid defence from Ponting, gets all of this and it trickles towards cover"
48,"Tremlett to Ponting, no run movement back into the batsman raps Ponting on the thigh as he leaves alone, ends an excellent over"
49,"Anderson to Hughes, no run plenty of nip and nibble about, this swings late into Hughes who gets into an awkward position in defence"
50,"Anderson to Hughes, no run Hughes looked like he wanted to leave this but saw some late swing and poked at it uneasily"
51,"Anderson to Hughes, 1 run nicely done from Hughes, good intent here, looking for an attacking offside stroke, the late swing meant he couldn't free his arms but still picked up a single towards cover"
52,"Anderson to Ponting, no run snorter, absolute beauty from Anderson here, pitch on a length and went like a legbreak past the outside edge"
53,"Anderson to Ponting, 1 leg bye this time Anderson jumps wider of the crease and angles it in before swinging it away, the bowler was probably looking for too much though and it thuds off the pads for a single"
54,"Anderson to Hughes, no run worked firmly off the hip but straight to Cook at short leg who aims a throw back to the stumps"
55,"Tremlett to Ponting, (no ball) Tremlett angles one down the leg side, no ball too, and it slips off the thigh pad for a boundary"
56,"Tremlett to Ponting, no run wrong line again, sliding down the leg side"
57,"Tremlett to Ponting, no run this time Tremlett reverts to the outside off-stump attack and it's left alone"
58,"Tremlett to Ponting, no run touch short, and again this is angling past the leg stump, Ponting aims a pull shot but doesn't connect"
59,"Tremlett to Ponting, no run much better ball, fuller and straighter and Ponting defends in a hurry"
60,"Tremlett to Ponting, no run ooh, extra bounce has Ponting hopping in defence, the ball then trickles back just the off stump"
61,"Tremlett to Ponting, no run massive appeal from Tremlett as he lands a fuller ball that traps Ponting on the pad, it was heading over and missing leg though so England were right not to review"
62,"Anderson to Hughes, no run the sun is out in Melbourne now but Anderson is still finding some movement and Hughes defends carefully"
63,"Anderson to Hughes, no run Anderson will begin to curse his luck how, Hughes defends and the ball bobbles back and bounces just over the top of the stumps"
64,"Anderson to Hughes, no run massive appeal and a review from England! They thought they had Hughes out caught down the leg side but replays showed it brushed nothing but a shirt, so England lose a review"
65,"Anderson to Hughes, no run very firm in defence now, Hughes has his movements in better order now that he's been in for a while"
66,"Anderson to Hughes, no run touch of inswing finds a hopping Hughes in defence, Hughes does enjoy a hop though"
