,Data
0,"Morkel to Bailey, no run back of a length, angling in and straightens towards off and middle. Jumps in the air to defend back to the bowler"
1,"Morkel to Bailey, 2 runs looks to flick that from the stumps, and ends up skying it over the leg side. Two fielders chase, but it drops between AB running to his right from mid on and McLaren to his left from deep square leg"
2,"Morkel to Bailey, no run back of a length on off stump, defended back to the bowler off the back foot"
3,"Morkel to Bailey, SIX runs short ball, and how well has he timed that? It was angling down leg, and he used the angle and swivelled to help that over the deep backward square leg boundary"
4,"Morkel to Bailey, no run length ball angling in towards off stump. Bailey knocks it to point, thinks of a single, and decides against it"
5,"Morkel to Bailey, OUT what did he do there? Bailey was opened up by this back of a length ball that straightened just outside off, and it may have bounced more than expected, and, oh my, the ball's missed his outside edge completely and hit his trouser pocket on its way through to the keeper. The umpire's finger went up immediately"
6,"McLaren to Maxwell, FOUR runs short ball, angling down the leg, and he's got enough bat on it to send it down to the fine leg boundary, very fine"
7,"McLaren to Maxwell, no run fuller now, on off stump, and he punches it down to mid-off"
8,"McLaren to Maxwell, 1 run short again, just outside off, and he pulls it hard to deep square leg"
9,"McLaren to Smith, no run length ball outside off, and Smith leaves it through to the keeper"
10,"McLaren to Smith, no run short ball, and he looks to pull and inside-edges it into his body"
11,"McLaren to Smith, 2 runs length ball on off stump, and he drives it crisply to deep cover"
12,"Steyn to Smith, no run back of a length, angling in towards middle and off, and he has no room to do anything but block it back to the bowler"
13,"Steyn to Smith, 1 run back of a length outside off, bunted away towards backward point with soft hands"
14,"Steyn to Faulkner, no run sees Faulkner backing away, and bowls a fast, short ball just outside off that climbs steeply into de Kock's gloves. Faulkner could do nothing but let it go"
15,"Steyn to Faulkner, 3 runs that's a length ball outside off, and he looks to slash it over cover and gets a thick outside edge that bounces down to the left of third man. Excellent fielding by Tahir to palm that away from the rope"
16,"Steyn to Smith, FOUR runs best shot in the book, the thick outside edge that beats the diving keeper. It was full, just outside off, and he gave room and went hard at it, looking towards extra cover"
17,"Steyn to Smith, 1 run makes room again, and this time he bowls the slower one outside off. Slaps it to du Plessis backward point and runs the single. Direct hit at the bowler's end would have been interesting"
18,"McLaren to Smith, 2 runs sees him backing away outside leg, and bowls the slower ball on middle and leg. Once again, a thick outside edge down to third man. Was looking to slash it through cover point, perhaps"
19,"McLaren to Smith, 1 wide gives himself room again and McLaren follows him with the bouncer, but it bounces way over the head and well down the leg side, and the umpire has to give that wide"
20,"McLaren to Smith, FOUR runs down the pitch, and converts this into a wide full-toss that he slaps away past cover point diving to his left"
21,"McLaren to Smith, FOUR runs slower ball, and it's another full-toss, and he only has to open his bat face to send that screaming high past backward point"
22,"McLaren to Smith, FOUR runs another slower ball, and again Smith has loads of room outside off. Slashes hard, over the infield, and finds that backward point boundary again"
23,"McLaren to Smith, 2 runs now he moves across to the off side and whips this full ball to deep midwicket"
24,"McLaren to Smith, OUT backs away again, looks to go over extra cover, and he bowled it straight this time. Smith misses, McLaren hits. I think that was poor execution more than anything else, it was there to be hit"
25,"Morkel to Maxwell, 1 wide full, and slants it down the leg side again. It hasn't been Morkel's best day in terms of accuracy"
26,"Morkel to Maxwell, 2 runs back of a length, comes in from outside off, and he gets on top of the bounce and steers it deftly to the left of third man"
27,"Morkel to Maxwell, no run back of a length, and it straightens from outside off. Maxwell, pushing at it with half a bat, is beaten"
28,"Morkel to Maxwell, no run that's full, and he whips it wristily from off stump to short midwicket"
29,"Morkel to Maxwell, 1 wide short, down the leg side, and de Kock lets out a wistful caught behind appeal. Maxwell looked to pull and got nowhere near the ball"
30,"Morkel to Maxwell, OUT down the track, doesn't get to the pitch, and he's slogged that straight up in the air. AB de Villiers takes a simple catch, running a few yards to his left from mid-on"
31,"Morkel to Smith, 1 run back of a length outside off, and he uses the angle to bunt it down into the on side and take a quick run"
32,"Morkel to Haddin, 1 leg bye short ball, angling down the leg side again, he gets a bit of hip on that and it dies just short of de Kock scrambling to his left"
33,"Tahir to Haddin, no run full on leg stump, and short midwicket dives to his left to cut off that flick"
34,"Tahir to Haddin, SIX runs there's the slog-sweep, and he catches that in the middle of his bat and it soars over midwicket and clears the ropes quite comfortably"
35,"Tahir to Haddin, 1 run shortish, and it hurries on, but quick feet help him get back and cut that in front of square"
36,"Tahir to Smith, 1 leg bye down the pitch, and he bowls the googly that turns and bounces from outside off. Smith prods forward to defend, and it goes off his pad into the leg side"
37,"Tahir to Haddin, 2 runs short, and he's back in a flash to pull to the left of deep midwicket"
38,"Tahir to Haddin, no run beautifully bowled. He went back to cut, and the googly turned sharply and rapped him on the pad. The inside-edge saves him"
39,"Steyn to Faulkner, 1 run short ball, gets to Faulkner too quickly to pull, and he ends up hitting it much straighter than he wanted, down to long-on"
40,"Steyn to Johnson, 1 run short ball, rising towards the ribcage, and he bunts it down towards deep backward square leg"
41,"Steyn to Faulkner, no run that's the wide yorker, and it sneaks under Faulkner's bat as he backs away and tries to crash that through point"
42,"Steyn to Faulkner, 1 run that's full outside off, and he drags it round to wide long-on. Hit that very low on the bat"
43,"Steyn to Johnson, 2 runs short, and he gives himself room and slices that high off the outside half of his bat, bounces down towards third man"
44,"Steyn to Johnson, 1 run back of a length, angling across, and he gets on his toes to push that towards mid-off"
45,"Parnell to Johnson, SIX runs short ball, and Mitch has clubbed that from just outside off over the midwicket boundary. Sound baseball technique, lovely swivel of the hips"
46,"Parnell to Johnson, 1 run full on leg stump, and it goes off his pad backward of square as he looks to flick"
47,"Parnell to Faulkner, 1 run back of a length, follows Faulkner as he gives himself room. Squirts it down towards cover point"
48,"Parnell to Johnson, SIX runs that's the old length ball on off stump, and Mitch clears his front leg and swings his arms through it to launch that over deep square leg and into the crowd"
49,"Parnell to Johnson, 2 runs this time he makes room and hits it over extra cover. Was a pretty good ball, very full, and he dIdn't quite time it, and it slows down as it approaches the boundary"
50,"Parnell to Johnson, FOUR runs full again, but Mitchell's cleared his front leg and made enough swinging room to drive that hard, down the ground, all along the ground, between the stumps and long-on"
51,"1.20pm South Africa bowled well in patches, but those patches came between spells of Australian dominance. Hughes and Finch built a very good platform, and Finch and Bailey ensured Australia didn't lose too much steam even as they lost a couple of wickets to the spinners in the middle. South Africa dismissed Maxwell cheaply, but Smith and Johnson powered Australia to a pretty formidable total in the end. South Africa will have to do very well to chase this."
