,Data
0,"Hello and welcome to Cricinfo's coverage of the Twenty20 game between Pakistan and Australia being played in Dubai. The news from the middle is that Pakistan have won the toss and opted to field. Younis Khan will not be playing, and Misbah-ul-Haq will step in as captain. Australia have included Brett Lee -"
1,"Shoaib Akhtar to Watson, FOUR runs four straightaway, short of a length outside off, hangs his bat out, edges it well wide of second slip for a boundary wide of third man"
2,"Shoaib Akhtar to Watson, 1 run punished, back of a length outside off, bowled at 144.8 kmph, crashed through the covers for a boundary"
3,"Shoaib Akhtar to Haddin, no run back of a length outside off and moving away, left alone by Haddin"
4,"Shoaib Akhtar to Haddin, no run good pace, around 140.6 kmph, full and wide, swinging away, Haddin made room to smash that over the covers, missed"
5,"Shoaib Akhtar to Haddin, no run kept a little low, slightly short and zipped under his bat as he tried to play at it"
6,"Shoaib Akhtar to Haddin, 1 run fullish outside off and moving away, drove at it, got a thick edge down to third man for a single"
7,"Tanvir to Haddin, no run gets it to move away, short of a good length outside off, pushed at it off the back foot, missed"
8,"Tanvir to Haddin, no run on middle and off, gets forward and defends it wide of midwicket, calls for a single but then decides against it"
9,"Tanvir to Haddin, FOUR runs good length outside off, gets half-forward and pushes it firmly through the gap between point and cover"
10,"Tanvir to Haddin, no run fullish on the off stump, punched straight to cover"
11,"Tanvir to Haddin, (no ball) wayward delivery, too wide, but its also a no-ball, so freehit time"
12,"Tanvir to Haddin, 1 run length ball but he failed to dispatch it, swung hard but mistimed it to mid-on and salvaged a single"
13,"Tanvir to Watson, 2 runs probing him outside off, gets forward, goes hard at it, mistimes it but manages to slice it over cover and point for a couple more"
14,"Shoaib Akhtar to Haddin, 1 leg bye angling into the pads, pretty quick, 141.2 kmph, tried to clip it fine, was struck on the pads"
15,"Shoaib Akhtar to Watson, 2 runs straying on the pads, flicked away behind square, wide of fine leg for a couple"
16,"Shoaib Akhtar to Watson, 4 runs too straight, good length on middle, they end up running four after he whips it away into the big gap between mid-on and midwicket, it's a big ground and they've just about made it on the fourth run"
17,"Shoaib Akhtar to Watson, FOUR runs quickest ball of the game dismissed for a boundary, banged in short on middle at 145.6 kmph, gets forward and pulls it away over midwicket"
18,"Shoaib Akhtar to Watson, (no ball) down the leg side, wide, no it's worse, he's also overstepped, freehit coming"
19,"Shoaib Akhtar to Watson, 1 run Aleem Dar escapes a snorter, low full toss drilled past the bowler but crashes into the stumps at the non-striker's end, Watson will be disappointed, Dar will breathe easy"
20,"Shoaib Akhtar to Haddin, no run good length outside off, makes room to bludgeon it through the covers, misses out"
21,"Tanvir to Watson, 2 runs straight on leg stump, flicked away wide of Shoaib at fine leg for a quick couple"
22,"Tanvir to Watson, FOUR runs slower one punished, bowled at 107.2 kmph, short outside off and he drags it wide of midwicket, Rajasthan Royals team-mates these two but no mercy from the Australian"
23,"Tanvir to Watson, FOUR runs smashes him again, banged in short on the off and he smacks that between mid-on and midwicket for four more"
24,"Tanvir to Watson, FOUR runs atrocious bowling, three in a row, short on middle this time, pulled away wide of square leg this time, Australia are cruising here"
25,"Tanvir to Watson, 1 run back of a length, outside the off stump this time, chopped down to third man"
26,"Tanvir to Haddin, no run opens the face and plays it to point, end of a highly productive over"
27,"Umar Gul to Watson, OUT looked out but did he get an inside edge? Full on middle and leg, tried to force it through the leg side, is hit on the pads but replays showed he nicked it"
28,"Umar Gul to Hopes, no run"
29,"Umar Gul to Hopes, no run bouncer outside off, backs away from it"
30,"Umar Gul to Hopes, no run good length outside off, driven on the up to cover"
31,"Umar Gul to Hopes, 1 run shy at the non-striker's end and just misses, would have been close, pushed away wide of point and sets off, was stretching and a direct hit would have had him"
32,"Umar Gul to Haddin, 1 run moving back in, pushed away wide of mid-on for a quick single"
33,"Tanvir to Haddin, 1 run slower one bowled on a good length on the off, was late to pick it, adjusted well to push it towards mid-off for a single"
34,"Tanvir to Hopes, 1 run short of a good length outside off, guided down to third man for a single"
35,"Tanvir to Haddin, 1 run short on the off, dragged wide of midwicket for a single"
36,"Tanvir to Hopes, 2 runs fullish on the off, punched between cover and mid-off for a single, a direct hit from Afridi at the non-striker's end, a wasted throw, and they take one more on the ricochet"
37,"Tanvir to Hopes, 1 run low full toss on the off, punched wide of Afridi again for a quick single"
38,"Tanvir to Haddin, 3 runs nicely placed, half-volley and he squeezes it between cover and cover-point for three more"
39,"Ajmal to Haddin, 1 run poor throw, pushed wide of midwicket and sets off, a horrendous throw at the non-striker's end and they complete a single"
40,"Ajmal to Hopes, 1 run tossed up outside off, swept wide of square leg for a single"
41,"Ajmal to Haddin, no run short of a length outside off, makes room to cut, misses"
42,"Ajmal to Haddin, FOUR runs picked the doosra, tossed up on the off, slogged away wide of long-on for a boundary"
43,"Ajmal to Haddin, no run"
44,"Ajmal to Haddin, 2 runs flighted on middle, comes down the track and flicks it away wide of deep square leg for two more"
45,"Afridi to Hopes, OUT wicket first ball, no doubt about this one, went on straight, Hopes went for the slog-sweep, missed, and was struck in line with leg stump on the back leg"
