,Data
0,"Kane Richardson to Kohli, no run floats a length delivery outside off, cross-seam, left alone"
1,"Kane Richardson to Kohli, no run plants forward and punches this length ball to cover"
2,"Kane Richardson to Kohli, 1 run angles a short of length delivery that comes back in to tuck Kohli up as he walks across. Gets some glove on it as they scamper a quick single"
3,"Kane Richardson to Rahane, 1 run helps this down to third man. Played with soft hands after getting on top of the bounce"
4,"Kane Richardson to Kohli, no run dabs this full delivery to Maxwell at point. Opened the bat face a wee bit to guide the ball there"
5,"Kane Richardson to Kohli, FOUR runs goes through with the pull and he's controlled it superbly. Into the square leg boundary. Had to fetch it from outside off, done expertly."
6,"Stoinis to Rahane, no run beauty. Nibbles away from off stump, much fuller. Rahane feeling for the delivery and beaten. No feet movement whatsoever that time"
7,"Stoinis to Rahane, 1 run flat-bats this nearly to mid-on. Was dying on him. Risky stroke. This one came onto him faster than he expected, Rahane had to fetch it from outside off as well. Good work by Pat Cummins at mid-on. Just short of him"
8,"Stoinis to Kohli, 2 runs walks into the drive, reaches out and then crashes this on the up towards sweeper cover"
9,"Stoinis to Kohli, 2 runs beautiful balance and placement. Half-volley outside off, Kohli walked into the stroke again and executed a crunching cover drive"
10,"Stoinis to Kohli, 1 run leading edge, roll wide of point and down to third man. Looked to work this off the backfoot to square leg"
11,"Stoinis to Rahane, no run eases this full-length delivery to mid-on"
12,"Kane Richardson to Kohli, 1 run slower and fuller outside off, Rahane open's the bat face to steer this to third man"
13,"Kane Richardson to Rahane, 1 run steered wide of point"
14,"Kane Richardson to Kohli, FOUR runs bullet drive, no chance for mid-off once it raced past the diving cover fielder. This is too full, Kohli was right to the pitch as he belted that away."
15,"Kane Richardson to Kohli, no run follows it up with a length ball on off stump, bunted to the off side"
16,"Kane Richardson to Kohli, 1 run dabs this wide of Maxwell at point as they scamper a run"
17,"Kane Richardson to Rahane, 1 run edged but this rolls past the diving slip fielder, down to third man"
18,"Agar to Rahane, 1 run drifts into leg stump, Rahane looks to nudge this wide of square leg, deflects off the pad to short fine"
19,"Agar to Kohli, 2 runs commits himself fully forward but isn't quite to the pitch, opens the bat face and the wrists slightly to ease this towards deep point"
20,"Agar to Kohli, 1 run driven down to long-on for an easy single"
21,"Agar to Rahane, 1 run too full and drifting into middle and leg, eased to long-on again"
22,"Agar to Kohli, 1 run fired into middle, dabbed to short third man for a quick single"
23,"Agar to Rahane, no run stretches forward and blocks this in-drifter on middle"
24,"Kane Richardson to Kohli, no run wrists this length ball from off stump to mid-on"
25,"Kane Richardson to Kohli, no run leading edge, but just short of the bowler on his followthrough. 'Aaaargh' yelps Kohli. This cross-seam delivery held up on Kohli as he looked to nudge this to the leg side"
26,"Kane Richardson to Kohli, no run gets outside the line of the stump and dabs this to point"
27,"Kane Richardson to Kohli, no run driven straight back into the stumps at the bowler's end. Richardson didn't get a hand on it, so all good."
28,"Kane Richardson to Kohli, 1 run imperious. Pulled in front of square to deep midwicket"
29,"Kane Richardson to Rahane, 1 run uses the width to dab this down to third man for an easy single"
30,"Agar to Rahane, no run skids back in from around the stumps, Rahane looks to punch this through midwicket but gets a thick inside edge onto the pad"
31,"Agar to Rahane, 2 runs sliding stop at deep point. This was crashed. He rocked back to make room and crack that short ball into the gap"
32,"Agar to Rahane, 1 run prods outside the line to get an inside edge to square leg"
33,"Agar to Kohli, no run touch short and angling into middle, punched to midwicket"
34,"Agar to Kohli, 1 run too full outside off, firmly driven to long-off"
35,"Agar to Rahane, 1 run worked off his pad towards deep square leg, sensible stuff"
36,"Stoinis to Rahane, no run length outside off, punched to cover"
37,"Stoinis to Rahane, 1 wide the bowler doesn't help by bowling a length ball down leg, he dives low to collect it. Wide called. Rahane had an opportunity to tickle it fine"
38,"Stoinis to Rahane, 2 runs slices this cut towards square third man, excellent work by Cummins"
39,"Stoinis to Rahane, no run floats this fuller and just around off, Kohli punches this to extra cover"
40,"Stoinis to Rahane, 1 run right into the blockhole, Rahane squeezes this wide of point as they jog a single"
41,"Stoinis to Kohli, no run he walks across to meet the ball full but the bowler slows his pace and shortens his length, Kohli lets it go"
42,"Stoinis to Kohli, 1 run firm push to point where Maxwell half-stops it to concede a single"
43,"Agar to Kohli, no run excellent stop off his own bowling. Driven inside-out, dived to his left to cut that off"
44,"Agar to Kohli, 1 run gentle tap into the off side for a quick single. Rahane was ready to go the moment Kohli looked up"
45,"Agar to Rahane, no run nice flight, good drift, Rahane covers the stumps and blocks"
46,"Agar to Rahane, no run pushed through quicker on middle, much fuller as well, Rahane turns this to short midwicket"
47,"Agar to Rahane, no run shapes to cut a full delivery, this grips the surface and bounces to beat the outside edge. Very close, Rahane erred in judgment that time"
48,"Agar to Rahane, no run this time he brings out the cut, finds Maxwell at point"
49,"Stoinis to Kohli, FOUR runs just wide of Travis Head at mid-on. Kohli flat-bats this pull from outside off, didn't middle it but it just kept racing away past the fielder. Not where he intended but the result is four runs nonetheless."
50,"Stoinis to Kohli, no run slower length ball outside off, left alone"
51,"Stoinis to Kohli, no run skiddy length ball on off, Kohli is onto his toes as he chops this behind the wicket. Looks for a single nevertheless but Rahane was firm and put his hand out quickly to say 'no'"
52,"Stoinis to Kohli, no run held up on the surface again, around the good length area. Kohli was through with the drive, lobbed off the top part of the bat, just short of cover"
53,"Stoinis to Kohli, 2 runs pulled in front of square, called two immediately and will come back"
54,"Stoinis to Kohli, 2 runs sloppy work in the infield. Good work by the man at third man though, who was around the ropes to back up the throw from midwicket. Kohli dabbed it there and scampered a run, only to get a few more."
55,"Agar to Rahane, 1 run plays outside the line of the in-drifter, rolls off the inside edge to square leg"
56,"Agar to Kohli, 1 run driven with the spin to long-off for an easy single"
57,"Agar to Rahane, 2 runs drifting into the pads, worked away into the gap at deep square leg"
58,"Agar to Rahane, 1 run punched past the bowler as they jog the single"
59,"Agar to Kohli, FOUR runs delicate little dab past short third man. Astonishing because this wasn't fired in, so Kohli had to force the pace. He somehow managed to do so. Played it really late"
60,"Agar to Kohli, 1 run clears his front leg to open up the off side and blasts this to wide long-off. Unfurled his wrists to pick the region"
61,"Cummins to Kohli, 1 run length on off, Kohli dabs this gently towards cover for a quick single"
62,"Cummins to Rahane, no run much fuller, Rahane looks to drive but plays outside the line, the inside-edge rolls towards mid-on"
63,"Cummins to Rahane, 1 run delightful square drive, Maxwell put his right hand out to stop the ball, even if just a half-stop, to prevent a certain boundary"
64,"Cummins to Kohli, no run looks to pull, toe-ends this attempted flat-bat to mid-on"
65,"Cummins to Kohli, 1 run gets onto his toes and opens the bat face to help this short of length delivery down to third man"
66,"Cummins to Rahane, no run nearly a mix-up. Rahane hit this to mid-off and wanted a single. Was four steps down when he was sent back by Kohli."
67,"Agar to Kohli, no run steers this to short third man, Rahane turns down the single immediately"
68,"Agar to Kohli, 1 run hint of turn from middle and leg, Kohli wrists this to deep midwicket"
69,"Agar to Rahane, 1 run right to the pitch of the ball as he eases this drive to long-off"
70,"Agar to Kohli, 1 run fired into middle and leg, whipped to deep midwicket as they jog the single"
71,"Agar to Rahane, 2 wide wrong line. Fires this full and down leg, Rahane looks to paddle and misses. Wade can't stop that cleanly"
72,"Agar to Kohli, 1 run there's a half-century, No.45 in ODIs. Leans forward and works this across the line towards long-on"
73,"Agar to Rahane, 1 run takes it on the full and creams this to deep cover"
74,"Cummins to Rahane, no run check-drives a full ball back to Cummins, who puts his boot out to stop it on his followthrough"
75,"Cummins to Rahane, 1 run just a gentle push off the frontfoot as they hare across. It was a race between Cummins and Kohli. A direct deflect off the left boot to the stumps at the striker's end and Kohli would've been gone"
76,"Cummins to Kohli, 1 run whipped uppishly off his hip towards deep midwicket"
77,"Cummins to Rahane, no run gets this length ball to hold up again, Rahane check-drives to cover"
78,"Cummins to Rahane, 1 run slow off-cutter on off, Rahane nudges this wide of square leg to bring up his 20th ODI fifty"
79,"Cummins to Kohli, 1 run steers this away-going length ball to square third man"
80,"Head to Kohli, no run fired full on the stumps, defended back down the pitch"
81,"Head to Kohli, 1 run right to the pitch of the ball as he drives to wide long-off"
82,"Head to Rahane, FOUR runs makes room and crashes this short ball to the cover boundary. He had all the time in the world to pick that where he wanted to"
83,"Head to Rahane, 1 run, OUT driven nicely off the frontfoot towards deep cover. Rahane was slow to turn for second and that may have cost him a split-second. He was ambling through the second when he realised the throw was coming to his end. Wade collected the throw cleanly and whipped the bails off to catch Rahane short despite a full-length dive. Credit to Hilton Cartwright as well for the super-flat throw. India lose one against the run of play"
84,"Head to Pandey, no run struck on the pad but outside the line. Went forward and across to defend but this held its line to hit him on the back pad"
85,"Head to Pandey, no run much better, lunges forward and blocks"
86,"Coulter-Nile to Kohli, 1 run dabs this length ball down to third man. Bit too close for comfort, Kohli may have got that near the glove"
87,"Coulter-Nile to Pandey, no run short ball outside off, Pandey sways out of the way"
88,"Coulter-Nile to Pandey, no run nice and full on off stump, driven to extra cover"
89,"Coulter-Nile to Pandey, 1 run whips this away to deep midwicket"
90,"Coulter-Nile to Kohli, no run punched but can't pick the gap. Straight to cover"
91,"Coulter-Nile to Kohli, 1 wide looks for the effort ball but slips this short delivery down leg."
92,"Coulter-Nile to Kohli, no run gets across the stumps to drive, gets a thick inside-edge to mid-on"
93,"Head to Pandey, no run flight outside off to start from Head, worked to midwicket with the spin"
94,"Head to Pandey, 1 run a tad shorter, flatter and wider. Pandey defends towards cover and sets off for one, good running from Kohli"
95,"Head to Kohli, no run darted in quick, Head's modus operandi. Nudged to midwicket"
96,"Head to Kohli, 2 runs intentionally opened up his wrists to hit the ball wide of cover. No fielder there and he gets two. AB de Villiers does that very well. Terrific batting"
97,"Head to Kohli, 1 wide quick down leg, wide"
98,"Head to Kohli, no run 86 kph, darted in on leg, clipped to square leg again"
99,"Head to Kohli, 1 run pushed with the spin to long-on for one. Far too easy for Kohli."
100,"Coulter-Nile to Kohli, 1 run fullish outside off, punched to the sweeper cover from the crease"
101,"Coulter-Nile to Pandey, no run full delivery outside off, seaming back in, driven to cover"
102,"Coulter-Nile to Pandey, no run good length outside off, defended down, towards backward point"
103,"Coulter-Nile to Pandey, no run lovely bowling. Goes wide of the crease, and delivers this wide outside off. Pandey belatedly decides to leave"
104,"Coulter-Nile to Pandey, 1 run lovely wristwork. Full and straight, drilled back to the stumps at the bowler's end. Kohli has no time to turn back and get his bat back, but there was no hand from NCN"
105,"Coulter-Nile to Kohli, no run early-enough call from Pandey. Full outside off, defended towards point. Kohli sets off but is sent back in time"
106,"Agar to Pandey, no run flight on middle, full, Pandey pushes to cover. Nice line"
107,"Agar to Pandey, OUT goes through. Pandey has struggled against pace this series. That's not a good shot. Hurried for pace again, goes back and looks to cut a straight ball. There is a hint of turn too. Both his feet are in the air as he missed the cut. A nothing shot, an awful shot. The ball clips the top of off. Put himself under pressure with so many dot balls, when he felt he needed a scoring shot, he needed to play it off a good ball"
108,"Agar to Jadhav, 1 wide drifts this down leg for a wide. Not a good start from Agar"
109,"Agar to Jadhav, no run better. Lots of flight on middle and off, driven to cover"
110,"Agar to Jadhav, 1 run skewed off the inside half. Full and straight, driven to mid-on"
111,"Agar to Kohli, no run flat and straight, punched to midwicket from the back foot"
112,"Agar to Kohli, 1 run flat outside off, driven to long-off. Good defensive last ball from Agar, clever thinking to protect the over"
113,"Kane Richardson to Kohli, FOUR runs fabulous batting. Agar may have cut that off in the cold of Nottingham, not here. Full outside off, Kohli runs at the bowler and converts an off-stump delivery into something on his pads. No midwicket there so that's four on this outfield"
114,"Kane Richardson to Jadhav, 1 run keep it there to Jadhav early in his innings. Digs this in, down leg, pulled to fine leg awkwardly"
115,"Kane Richardson to Kohli, no run full delivery outside off, driven on the up to cover"
116,"Kane Richardson to Kohli, 1 run a nice straight drive, half-stop from the bowler. Full outside off, driven back towards the bowler, who gets down. Mid-off fields"
117,"Kane Richardson to Jadhav, no run full outside off, Jadhav strides forward to defend"
118,"Agar to Kohli, 1 run the same ball that got Pandey, look at how Kohli has played it. He has stood upright and punched a ball to deep cover, instead of deep point"
119,"Agar to Jadhav, 1 run flat and wide outside off, sliced to the right of short third man"
120,"Agar to Kohli, 1 run on the pads, driven to long-on"
121,"Agar to Jadhav, 2 runs on the pads, nudged to square leg. Smith throws at the bowler's end, Agar doesn't back-up cleanly and allows an overthrow. Sloppy"
122,"Agar to Jadhav, 1 run on the pads again, nudged to short fine leg for one"
123,"Agar to Kohli, 1 run quick and straight, clipped to fine leg. Seven riskless runs. Well played"
124,"Kane Richardson to Kohli, 1 run on the pads, clipped down to fine leg. Can't bowl there. Lucky Kane."
125,"Kane Richardson to Jadhav, 1 run another neat clip down to fine leg for one. Got to shift that line a set of stumps wider outside off"
126,"Kane Richardson to Kohli, 2 runs more runs. Agar cuts this one off. Short on middle and off, sits up for Kohli to slap through midwicket for a couple."
127,"Kane Richardson to Kohli, 1 run full and wide, crashed through to the sweeper cover for a run. Kohli calls for a drink, I've never seen him so fatigued in an innings"
128,"Kane Richardson to Jadhav, no run back of a length on middle and leg, defended back. A good ball, well played"
129,"Kane Richardson to Jadhav, 1 wide wide! Short delivery that flies over Jadhav's head"
130,"Kane Richardson to Jadhav, no run full delivery outside off, driven to cover."
131,"Agar to Kohli, 1 run short and wide outside off, slashed to the sweeper cover"
132,"Agar to Jadhav, no run on the pads, clipped down to fine leg. Kohli calls no, his call, good call"
133,"Agar to Jadhav, 1 run nicely bowled. Some loop and flight outside off, pushed away towards cover"
134,"Agar to Kohli, no run quick and straight, pushed towards point. Jadhav says no this time"
135,"Agar to Kohli, 1 run excellent bowling, just a hint of turn in this surface. Flight outside off, defended in the gap at extra cover for one"
136,"Agar to Jadhav, 1 run 85 kph, flat and full, driven to long-on off the inside half. Had to wait for the ball to beat midwicket"
137,"Stoinis to Jadhav, no run good length outside off, may have been the offcutter, patted to backward point."
138,"Stoinis to Jadhav, no run 131 kph, length outside off, fifth-stump line, defended to point."
139,"Stoinis to Jadhav, no run three dot balls. Short and straight, slapped to midwicket. Not the length to pull. Now what?"
140,"Stoinis to Jadhav, 1 wide 130 kph, short and very wide outside off, not a bad option but far too much width. The ball beats Jadhav's cut, wide called"
141,"Stoinis to Jadhav, 1 bye Kohli steals a bye. Wade is in the wars. A slower delivery outside off, bounces in front of Wade and hits him somewhere near the groin. Wade can't move. Kohli realises that and gets one, sensational game awareness. The ball was by his feet"
142,"Stoinis to Kohli, FOUR runs saves Jadhav and capitalises. Full and wide outside off, sliced past backward point for four. All timing from Kohli. He's in control"
143,"Stoinis to Kohli, 1 run good length outside off, dabbed to third man"
144,"Agar to Kohli, 2 runs flight on middle and leg, whipped wide of midwicket for a couple."
145,"Agar to Kohli, no run flat down leg, Kohli misses a sweep, struck on the pad"
146,"Agar to Kohli, 1 run flight outside off, drilled to long-off with a whippy action"
147,"Agar to Jadhav, no run flat and wide outside off, guided to third man"
148,"Agar to Jadhav, FOUR runs superb stroke. Flight outside off, a bit too much flight, Jadhav gets underneath the length and lofts the ball over cover. Once it beats the fielder, just admire your shot"
149,"Agar to Jadhav, FOUR runs the fine paddle sweep. Sensational hand speed through the ball. Flat down leg, Jadhav switches from an orthodox sweep to a powerful paddle sweep on the ground seeing the pace on the ball. Fine leg watches it go by"
150,"Stoinis to Kohli, 1 run good length outside off, watches the ball onto his bat and then deflects it down to third man"
151,"Stoinis to Jadhav, SIX runs don't give him width. It's short, it's wide, it's an invitation and Jadhav accepts. He gets underneath the length intentionally and carves a cut over backward point for six"
152,"Stoinis to Jadhav, no run good length outside off, Jadhav tries to work through square leg, like how Amla does, but can only tap it back"
153,"Stoinis to Jadhav, 1 run good length on off, worked towards square leg for one. Nicely played"
154,"Stoinis to Kohli, no run a slower delivery dug in outside off, dug it in, good length to bowl, guided to point"
155,"Stoinis to Kohli, 1 run a short slower offcutter outside off, third man is in play again as Kohli guides one down"
156,"Coulter-Nile to Kohli, no run fullish delivery outside off, driven to backward point. This game just waiting to be broken open"
