,Data
0,"Toss: Darren Sammy has won the toss and has decided to bat. James Faulkner is making his debut today, he has been handed his ODI cap by the legend, Dennis Lillee. For West Indies, 21-year-old Jason Holder gets his first cap while Andre Russell has been left out. Kemar Roach is in too."
1,"McKay to Gayle, no run short of length angling across the left-hander, Gayle moves his bat out of the way"
2,"McKay to Gayle, 1 wide short of length, but he loses direction and it goes wide outside off"
3,"McKay to Gayle, 1 leg bye back of length, swings into Gayle from around leg stump, he gets hit on the thigh pad as he tries to glance, batsmen exchange ends as the ball rolls towards leg gully"
4,"McKay to Powell, no run full and swinging in to Powell, he goes for a flick but misses the ball completely, gets hit on the pads. The ball pitched middle and leg but swung a long way and that saves Powell"
5,"McKay to Powell, no run length ball across the left-hander, left alone"
6,"McKay to Powell, 1 wide this one swings away from the batsman, but this goes wide outside off and the umpire stretches his arms again"
7,"McKay to Powell, no run this one is closer to the line of off and it beats Powell's forward prod"
8,"McKay to Powell, no run and another one past the edge as Powell goes fishing for one outside off, his feet not anywhere near the pitch of the delivery"
9,"Starc to Gayle, no run starts of with a perfect outswinger, Gayle stays in the crease and plays inside the line"
10,"Starc to Gayle, no run 136 ks, and another outswinger. Starts outside off and swings further away. Gayle keeps his bat away from the line of the ball"
11,"Starc to Gayle, no run this one is a touch wider outside off, swings away, no problems in letting that one go"
12,"Starc to Gayle, no run and brings this closer to off and takes it away from there. Gayle stays within the crease and plays down the wrong line. He is not getting beaten by those one, it is just that he hangs his bat"
13,"Starc to Gayle, no run fuller length, wide outside off, swings away and this time Gayle keeps his bat tucked in"
14,"Starc to Gayle, no run fuller length outside off, bounces a lot after pitching and Wade takes it over his head"
15,"McKay to Powell, no run back of length on off stump, Powell stays on the back foot and defends it back to the bowler"
16,"McKay to Powell, no run on a length, round about middle stump line and takes off from there, the batsman gets hit on the back leg, around thigh-pad"
17,"McKay to Powell, no run fuller length outside off, Powell stays in the crease and crunches it to the off side, but straight to mid-off"
18,"McKay to Powell, no run angles across the left-hander, it is bowled on a fuller length and Powell leaves it comfortably"
19,"McKay to Powell, no run 135 ks, on a length a touch outside off, leaves the left-hander with the angle, left alone easily."
20,"McKay to Powell, 1 run he shuffles across and punches the length ball on middle and leg to the right of the square-leg fielder. It doesn't go too far and was in the air for a fair bit"
21,"Starc to Powell, no run back of a length just outside off, Powell goes back and defends the swinging delivery towards point"
22,"Starc to Powell, no run shuffles across to play the short of length delivery on middle stump towards leg side, gets a leading edge back down the pitch. Lucky that it went straight down on the pitch"
