,Data
0,"Maharoof to Warner, 1 run bowled it short of a length on middle, worked off the hips behind square for a single"
1,"Maharoof to Wade, no run bowled on a good length on the off, defended towards point off the front foot"
2,"Maharoof to Wade, 2 runs goodish length outside off, gets forward and pushes it towards point, they steal a quick single and one more after Upul Tharanga fumbles"
3,"Maharoof to Wade, FOUR runs lovely shot from Wade, struck through the line, pitched it up and he drove it elegantly down the ground past mid-off"
4,"Maharoof to Wade, no run goodish length on leg stump, defended towards point from the crease"
5,"Maharoof to Wade, no run pushed it on a good length on middle, defended into the leg side"
6,"Dilshan to Warner, no run short of a good length on middle, makes room and chops it down towards point"
7,"Dilshan to Warner, 1 run angling in towards middle, holds its line, drops it in front of point to collect a single"
8,"Dilshan to Wade, no run bowled it towards middle and leg, angling down, tickled towards square leg"
9,"Dilshan to Wade, no run low full toss on the off, pushed gently towards extra cover"
10,"Dilshan to Wade, no run flighted on leg stump, driven straight towards midwicket"
11,"Dilshan to Wade, 1 run short ball outside off, rocks back and punches it towards deep cover for a single"
12,"Maharoof to Wade, no run bowled on a good length on middle, defended solidly in front of extra cover"
13,"Maharoof to Wade, 2 runs bowled it short on leg stump, worked away wide of fine leg, Wade sprints back for the second"
14,"Maharoof to Wade, no run pitched it up full on the off, driven on the up towards mid-off"
15,"Maharoof to Wade, no run bowled it slightly short on middle and off, defended towards point"
16,"Maharoof to Wade, 1 run shortish on the off, punched standing tall on the back foot through point for a single"
17,"Maharoof to Warner, 1 run slightly short on leg stump, turns it behind square leg for an easy single"
18,"Dilshan to Warner, 1 run pushed it off the front foot through extra cover into the deep for a single"
19,"Dilshan to Wade, no run tossed up on the off, driven straight to extra cover this time"
20,"Dilshan to Wade, 1 run drops it just wide of point for a quick single, thought of a second but there was none"
21,"Dilshan to Warner, no run shortish on middle from round the wicket, punched in the direction of midwicket"
22,"Dilshan to Warner, 1 run short of a good length on the off, taps it towards point for a single"
23,"Dilshan to Wade, 1 run bowled it full on middle, driven through towards long-off for a single"
24,"Maharoof to Wade, 1 run short, gives some width, it's slashed hard towards third man for a single"
25,"Maharoof to Warner, no run around a good length on the off, rocks on the back foot and knocks it towards point"
26,"Maharoof to Warner, no run ooh, a good length ball that bounced more than Warner would have liked, got it a little high on the bat as he went through with the shot but it landed short of extra cover"
27,"Maharoof to Warner, no run shortish delivery on leg stump and it strikes him high on the pads"
28,"Maharoof to Warner, 1 run short of a good length, punched towards deep cover for an easy single"
29,"Maharoof to Wade, no run slightly short of a good length, knocks it down towards point"
