,Data
0,"Hello and welcome to the last match of the Super Eights. It's West Indies and Australia in St Lucia, and the news from the middle is West Indies have won the toss and elected to bat."
1,"Nannes to Gayle, 1 wide full, swinging and wide of off stump, too wide, says the umpire"
2,"Nannes to Gayle, FOUR runs strong start from Gayle, he gets a half-volley and sends a punchy drive back past the bowler for four"
3,"Nannes to Gayle, OUT oh dear! He's gone! Angled in and this ball doesn't swing at all, and rattles Gayle's stumps. The ball jagged back a little off the seam, Gayle has played the wrong line."
4,"Nannes to Sarwan, 1 run clipped away for a single"
5,"Nannes to Chanderpaul, FOUR runs a touch too full there as Nannes looked for the yorker, Chanderpaul got to it on the full and clipped from just outside off through midwicket, well placed for a boundary"
6,"Nannes to Chanderpaul, 1 run short and fast, Chanderpaul pulls a single forward of square leg"
7,"Nannes to Sarwan, 1 run turned off his pads for a single to fine leg"
8,"Tait to Sarwan, no run Sarwan can't get this one away"
9,"Tait to Sarwan, 1 leg bye swings in to the legs, it bobs up off the pad and they get through for a leg bye"
10,"Tait to Chanderpaul, FOUR runs lovely stroke from Chanderpaul, he uses Tait's pace and a little width outside off to help the ball on its way with a back-foot drive through point for four"
11,"Tait to Chanderpaul, no run bouncer to reply! Chanderpaul gets out of the way of that one"
12,"Tait to Chanderpaul, 2 runs clipped off the pads through square leg"
13,"Tait to Chanderpaul, 1 run short of a length, Chanderpaul angles the bat and guides this one to third man"
14,"Nannes to Chanderpaul, no run nudged to midwicket, can't beat the field"
15,"Nannes to Chanderpaul, 2 runs fuller, straighter, and Chanderpaul flicks the ball to fine leg"
16,"Nannes to Chanderpaul, no run pushed away to mid-on and they consider a quick single, but Johnson's quick pickup and throw sends them back"
17,"Nannes to Chanderpaul, no run nudged to cover, they can't find a run"
18,"Nannes to Chanderpaul, 1 run yorker length outside off, driven wide of mid off, where Clarke dives across to make the stop"
19,"Nannes to Sarwan, 1 run Sarwan backs off slightly and works it to cover"
20,"Watson to Sarwan, no run clipped away forward of square for a run"
21,"Watson to Sarwan, FOUR runs nicely played, too short from Watson and Sarwan crunches a pull through midwicket"
22,"Watson to Sarwan, no run Sarwan flashes outside off, can't make contact"
23,"Watson to Sarwan, 1 run guided away behind the wicket for a run"
24,"Watson to Chanderpaul, 1 run Chanderpaul walks across his stumps and tries to flick over fine leg, who has come up, but doesn't connect. Watson asks the question for lbw but it's denied by Rudi Koertzen, who called runs"
25,"Watson to Sarwan, no run pushed to mid-on, can't beat the field"
26,"Johnson to Chanderpaul, no run short and wide of off, worked to point"
27,"Johnson to Chanderpaul, 1 wide bouncer this time, Chanderpaul gets under it and it's called a wide"
28,"Johnson to Chanderpaul, FOUR runs flicked behind square leg, well played by Chanderpaul as he finds the boundary again"
29,"Johnson to Chanderpaul, no run nudged to point, they think about a quick single but can't get it"
30,"Johnson to Chanderpaul, no run short of a length, Chanderpaul drives to cover"
31,"Johnson to Chanderpaul, FOUR runs oh, that's wonderful innovation, Johnson bowls a good line outside off and Chanderpaul walks all the way across and flicks it over short fine leg"
32,"Johnson to Chanderpaul, OUT the end of Chanderpaul! He's gone for the aerial drive over the bowler's head, doesn't quite time it and the ball gets a lot of air, David Hussey runs back from mid-on and takes a really well judged catch running with the flight"
33,"Tait to Bravo, no run big appeal from Tait, he's got some nice inswing to Bravo there and wanted the lbw, Koertzen says it's slipping down leg"
34,"Tait to Bravo, no run swinging in again, Bravo pushes to mid on"
35,"Tait to Bravo, no run short of a length now, Bravo hops up on his toes to defend to midwicket"
36,"Tait to Bravo, no run again Bravo is watchful, defending to leg"
37,"Tait to Bravo, 1 run really good yorker, on line and swinging in, but it's well kept out by Bravo, who finds a run to mid on"
38,"Tait to Sarwan, no run almost through him, swinging in towards off stump and Sarwan gets a thick inside edge back onto his pads"
39,"Smith to Bravo, 1 run clipped away off his pads to square leg"
