,Data
0,"7.30pm Australia have won the toss and they are bowling first. They are unchanged from their previous T20I, against UAE."
1,"Coulter-Nile to Zaman, no run he hits a hard length - neither driveable nor pullable - stabbed back to the bowler"
2,"Coulter-Nile to Zaman, 1 leg bye short on the thigh pad, Fakhar falls over the flick and sneaks across for a leg bye"
3,"Coulter-Nile to Babar Azam, 3 runs su-weeeet from Babar, but the ball plugs in the outfield. Back of a length and outside off, hits on the up and hits through the line. The ball skips away to the right of the covers"
4,"Coulter-Nile to Zaman, no run keeps it short to Fakhar, he is a touch late onto the pull as the ball rolls to the covers after hitting him on the midriff"
5,"Coulter-Nile to Zaman, 1 run back of a length and veering into the pads, clips a single between midwicket and mid-on"
6,"Coulter-Nile to Babar Azam, no run hip-high short ball outside off, sits up, but Babar simply flaps a pull to mid-on's right"
7,"Stanlake to Zaman, 1 leg bye the plan to Fakhar is clear: deny him room and target the body. Short and pings him on the midriff again as Fakhar swings and misses"
8,"Stanlake to Babar Azam, no run pitched up and outside off, Babar tips forward and scoops it to mid-off"
9,"Stanlake to Babar Azam, no run full-toss on middle, bunted to mid-on"
10,"Stanlake to Babar Azam, FOUR runs half-volley on the pads, a whirl of the wrists sends the ball away to the midwicket boundary - first of the night"
11,"Stanlake to Babar Azam, 1 run strays on the pads again, this inswinger is neatly picked off to fine leg"
12,"Stanlake to Zaman, FOUR runs short and angling away outside off, Fakhar aims to pull it over midwicket. Instead, he loses his shape and top-edges it to the left of the keeper and right of slip. The ball races away to the third man fence. Replays suggest Carey dived but the ball burst through his gloves That'll go"
13,"Coulter-Nile to Babar Azam, no run on a length and on off, patted to the covers"
14,"Coulter-Nile to Babar Azam, FOUR runs dug in short on middle, sits up again, Babar latches onto it and middles a pull over midwicket. Lovely timing"
15,"Coulter-Nile to Babar Azam, 1 run back of a length and on a fourth-stump line, angled down to deep third man for one"
16,"Coulter-Nile to Zaman, FOUR runs can't pitch it up and offer room to Fakhar. He frees his arms, checks his drive and hits it straight of mid-off. He picked the offcutter and adjusted to the change of pace"
17,"Coulter-Nile to Zaman, 1 run back of a length and on middle, tip and run to the covers"
18,"Coulter-Nile to Babar Azam, 1 run short at the body, hangs back and clips a single to the square-leg region"
19,"Tye to Babar Azam, no run starts with a slower ball on off, defended into the covers"
20,"Tye to Babar Azam, 1 run shorter on off, guided behind point off the back foot for one"
21,"Tye to Zaman, no run slower cutter on middle, hangs back and glides to point. Can't take on Maxwell's arm"
22,"Tye to Zaman, 1 run short at the chest, spliced in the air but evades Lynn running back and across to his right from short fine leg"
23,"Tye to Babar Azam, 1 run on a length and outside off, run down to third man"
24,"Tye to Zaman, 3 runs Fakhar races down the track, back of a length on middle, he hacks it up and over the covers"
25,"Stanlake to Zaman, OUT Big Billy has bounced out Fakhar. The plan has worked. Banged in short and angling away outside off at 148.4ks - pace like fire - the opener is hurried into a hook against the angle. He skies it to short cover off a top edge"
26,"Stanlake to Babar Azam, no run just short of a good length on off, punched up to mid-on off the back foot"
27,"Stanlake to Babar Azam, 1 wide full and floated down leg, wide"
28,"Stanlake to Babar Azam, 1 run Babar rides the bounce of this short ball outside off and helps it down to deep third man for a single"
29,"Stanlake to Hafeez, no run short and ducks back in sharply, has Hafeez hopping and fending an inside edge to the leg side"
30,"Stanlake to Hafeez, FOUR runs slightly overpitched and outside off, Hafeez leans into a drive and caresses it straight of mid-off. So easy on the eye..."
31,"Stanlake to Hafeez, no run full nip-backer, catches Hafeez in the crease and pins the pad, but this is slipping down leg"
32,"Agar to Babar Azam, FOUR runs dropped short and wide outside off, Babar reads the length early. He goes deep in the crease and cracks it off the back foot to the right of cover"
33,"Agar to Babar Azam, 1 run sliding into the pads, tickled away wide of short fine leg for one"
34,"Agar to Hafeez, no run tossed on middle, down the track and slogged off the inside half to midwicket"
35,"Agar to Hafeez, 1 run short and dared on the pads, turned behind square on the leg side"
36,"Agar to Babar Azam, no run arrowed in to hit the pad, but going down the leg side"
37,"Agar to Babar Azam, 1 run full and sliding in, the batsman uses his feet and tickles it to the covers"
38,"Stanlake to Babar Azam, 1 run short on off, opens the face and secures a single down to third man"
