,Data
0,"The toss: Mark Nicholas was down with the two captains, and looked on as Brian Lara won the toss and elected to field on a virgin strip. The West Indies have brought in Corey Collymore for Ian Bradshaw. Australia have fielded the same side from the win over South Africa, meaning Andrew Symonds is preferred over the in-form Brad Hodge."
1,"Powell to Gilchrist, 1 leg bye back of a length on leg stump, Gilchrist tries to tickle it fine but mistimes it to short fine leg for a leg-bye"
2,"Powell to Hayden, no run good length outside off stump, he gets half forward and drives and gets an inside-edge to square leg"
3,"Powell to Hayden, no run good length outside off stump, defended towards point"
4,"Powell to Hayden, no run good stuff, short of a length with some good purchase off the deck, Hayden stands rooted and decides to leave it on length, and it deviates over the top of middle stump"
5,"Powell to Hayden, no run overpitched outside off stump, he leans into his drive but cant beat Samuels at cover"
6,"Powell to Hayden, no run good length outside off stump, he gets forward and drives back down the track, mid-off moves quickly and gets to it"
7,"Taylor to Gilchrist, 1 wide back of a length delivery goes down leg stump for a wide"
8,"Taylor to Gilchrist, no run good length moving in from middle stump, Gilchrist doesnt move his feet much but squeezes it out to cover with a firm 'NO' back to Hayden"
9,"Taylor to Gilchrist, no run short of a length on the stumps, he moves around and works it straight to midwicket"
10,"Taylor to Gilchrist, no run back of a length on off stump, Gilchrist stands and works it to midwicket again, Taylor hitting a good length already"
11,"Taylor to Gilchrist, 1 wide but thats another wide well down leg stump, which Taylor doesnt approve of, visibly"
12,"Taylor to Gilchrist, 2 runs back of a length on leg stump, Gilchrist works that away behind square for a couple"
13,"Taylor to Gilchrist, no run beaten by one that lands on a sweet length just outside off stump, the ball does enough off the pitch and Gilchrist is suckered into a tame drive away from the body"
14,"Taylor to Gilchrist, 2 runs more width offered this time and he goes through with a square-drive, not timed to perfection, but its in the gap between cover and point and they steal runs as Sarwan gives chase and hauls it in comfortably"
15,"Powell to Hayden, no run good length delivery quite outside off stump and Hayden just shoulders arms to it"
16,"Powell to Hayden, no run bends his back into this one, a back of a length, quicker delivery outside off to stump to which Hayden again shoulders arms"
17,"Powell to Hayden, no run similar length and carry but much closer to off stump, a confident Hayden shoulders arms once more"
18,"Powell to Hayden, no run back of a length on off stump, Hayden gets up and defends it back to Powell, who's bowling well here"
19,"Powell to Hayden, no run back of a length on middle and leg this time, Hayden has no option but to defend it back to the bowler"
20,"Powell to Hayden, no run back of a length outside off stump, left alone"
21,"Taylor to Gilchrist, 3 runs back of a length on leg stump, poor line, Gilchrist shuffles and works it in the gap on the leg side and Collymore gives chase, an easy three to the batsmen"
22,"Taylor to Hayden, no run good length well outside off stump, Hayden thinks about driving it and ends up loosely chasing it to get beaten"
23,"Taylor to Hayden, no run beaten by a slower one that swings away from off stump, Hayden stands rooted and just wafts at it, very close to getting an edge"
24,"Taylor to Hayden, no run tighter line this time, good length on the stumps, Hayden jams bat and pad together and defends back to Taylor"
25,"Taylor to Hayden, no run good length just outside off stump, Hayden stands and defends to the offside"
26,"Taylor to Hayden, no run back of a length outside off stump, now he squeezes it to the off side and Bravo moves quickly from short extra cover to field it, and Hayden still remains on 0"
27,"Powell to Gilchrist, OUT edged and gone! Powell bangs in a shorter one at a good pace, lands on about middle and leg and moves in a tad, Gilchrist hops up and defends, maybe he was trying to get bat out of the way, but there's the thinnest of edges through and Ramdin moves to his right and holds a good catch low down! Gilchrist starts to walk before Asad Ra"
28,"Powell to Ponting, 4 leg byes another shortish one down leg side, Ponting looks to put it away but the ball clips the pads and he has to settle for leg-byes"
29,"Powell to Ponting, no run good length outside off stump, Ponting walks into a confident-looking defensive shot to cover"
30,"Powell to Ponting, no run back of a length on about off stump, Ponting gets up and defends it back to Powell"
31,"Powell to Ponting, 2 runs good length on off stump, there's the trademark lunge forward and whip through midwicket for Ponting to open his account"
32,"Powell to Ponting, no run good ball, full in the blockhole and Ponting has to react quickly to dig it out back to Powell's left"
33,"Taylor to Hayden, no run good length outside off stump, Hayden gets forward and drives nicely down the ground to mid-off"
34,"Taylor to Hayden, 1 wide another bad ball down leg stump, just drifting too far and thats called wide"
35,"Taylor to Hayden, 1 run short of a length outside off stump, just tapped wide of point and Hayden gets off a duck"
36,"Taylor to Ponting, no run good length just outside off stump, Ponting gets over it and defends it to point"
37,"Taylor to Ponting, 2 runs too full and straying down the pads, Ponting shuffles and clips it well past short fine leg, ball looks certain to be a four, but Chanderpaul dives superbly and saves two on the ropes, good to see that kind of effort"
38,"Taylor to Ponting, 3 runs fractionally overpitched outside off stump and Ponting lunges forward to drive down the ground, mid-off dives over it and has to scramble to haul it in and thats an easy three"
39,"Taylor to Hayden, no run slower delivery angled across off stump, stays low too as Hayden flashes at it and misses"
40,"Powell to Ponting, no run short of a length outside off stump, he gets behind it and defends to the off side"
41,"Powell to Ponting, no run good length on off stump and he drives superbly back down the ground, too well timed and the ball ricochets onto the nonstrikers stumps"
42,"Powell to Ponting, no run back of a length on middle and off, he shuffles and works it to the on side"
43,"Powell to Ponting, 2 runs back of a length, moves in from outside off stump and Ponting has to hurry to work it off the hips in front of square for runs"
44,"Powell to Ponting, no run good length on middle and off, thats a confident on drive but straight to mid-on"
45,"Powell to Ponting, SIX runs bang, thats six! Powell decides to bounce him but the lack of carry does him in, Ponting just swivels on one foot and hooks it over deep backward square leg for half a dozen! Shot!"
46,"Taylor to Hayden, no run overpitched outside off stump, the slower ball, Hayden drives to cover"
47,"Taylor to Hayden, FOUR runs more width on offer and Hayden gets onto one knee and flashes a firm drive in the gap between cover and mid-off, albeit in the air for a seconds, and picks up his first four"
48,"Taylor to Hayden, FOUR runs and again! Hayden receives a slower ball, too full outside off stump, and drives it smack in that same gap for another boundary"
49,"Taylor to Hayden, 1 run back of a length outside off stump, Hayden waits for it and plays with soft hands, tapping it in front of point for a quick single"
50,"Taylor to Ponting, no run slower one, striving for the yorker outside off stump, well done and Ponting defends it back to the bowler"
