,Data
0,"Hoffmann to Gilchrist, no run Ambles through the channel outside off, perfect line and length to start off with, Gilchrist watches it sail past him."
1,"Hoffmann to Gilchrist, no run He gets behind this one - similar line and length, pushed to the cover region"
2,"Hoffmann to Gilchrist, no run Jaffa! What a delivery from Hoffmann! Landed on a length, around off, Gilchrist was sucked into a forward drive but was shocked as the ball left him late. very late."
3,"Hoffmann to Gilchrist, no run On the middle and leg, turned to the leg side"
4,"Hoffmann to Gilchrist, 1 run around off stump, angling away, ran down to thirdman. Again probling line and length. Good solid start so far."
5,"Hoffmann to Hayden, no run Appeal for lbw! Hoffmann is on fire. full in length, around middle and off, straightens after landing and Hayden doesn't quite lean onto his defensive prod. Must have got an inside edge. The replays show the ball hit the pad first."
6,"Blain to Gilchrist, no run Wide outside off, left alone. Two slips in place."
7,"Blain to Gilchrist, 1 run Fuller and right on the middle stump line, an attempted yorker, Gilchrist gets his bat down in a hurry, the bat-handle rotates in his hands and the ball runs through the midwicket gap"
8,"Blain to Hayden, no run Slightly short of length - Scotland continue to hit the right line and the length, on the off and middle, pushed to cover"
9,"Blain to Hayden, no run"
10,"Blain to Hayden, no run short of length, on the off and middle, Hayden gets right behind the line to defend"
11,"Blain to Hayden, 1 wide Blain gets into the Caribbean mood. Bangs this one in short, a bumper, but the line is wrong. Sails down harmlessly down the leg side."
12,"Blain to Hayden, no run Another good strangling over comes to an end. Fullish, on the middle stump line, bends in a touch, Hayden leans forward, turns it towards mid-on"
13,"Hoffmann to Gilchrist, no run hones in on the off stump, angling away, Glichrist goes back, opens the bat-face, pushes it to cover point"
14,"Hoffmann to Gilchrist, 1 run tip and run. Leans forward to a length-delivery, pushes it towards mid-off and they rush across for a single"
15,"Hoffmann to Hayden, FOUR runs There is the first boundary. Bit of rubbish on the legs and Hayden clears the trashcan with a flick shot, past square-leg. Easy."
16,"Hoffmann to Hayden, 1 leg bye"
17,"Hoffmann to Gilchrist, no run angling away from Gilchrist who lets that one go through to the 'keeper"
18,"Hoffmann to Gilchrist, FOUR runs Ooh! close. Just flies past the diving point fielder. Full and outside off, Gilchrist goes after that, clears his arms but only gets an outside edge and just about manages to clear point."
19,"Blain to Hayden, FOUR runs Caressed away! Class. Slightly overpitched, outside off and Hayden was quick to lean forward and drive it past the bowler, past mid-off and to the boundary"
20,"Blain to Hayden, no run"
21,"Blain to Hayden, no run Back of length, on the off stump line, Hayden decides to work it to the leg side."
22,"Blain to Hayden, 1 run Short and bit of width outside offstump, cut to thirdman"
23,"Blain to Gilchrist, no run overpitched on the off stump but Gilchrist drives straight to mid-off. A golden chance wasted there. Quite unlike Gilchrist."
24,"Blain to Gilchrist, FOUR runs Gilly is up and away. Slightly short, little bit of room outside off and that' s enough for our master blaster to cut it past point"
25,"Hoffmann to Hayden, no run Full length delivery outside off, slightly shaping away from the left-hander. Hayden lets it go watchfully"
26,"Hoffmann to Hayden, no run Shifts his length this time, back of a length and straighter. Going away from the left-hander just a shade. Hayden adjusts in the last minute and keeps it out"
27,"Hoffmann to Hayden, no run Full ball. Nice easy action from Hoffmann. Full ball on off and Hayden cracks it straight to the short extra cover fielder. Good stop that time"
28,"Hoffmann to Hayden, no run Straighter line, Hayden whips it square on the leg side. Tries to pinch a single but Gilchrist screams a denial"
29,"Hoffmann to Hayden, no run Easy run-up and smooth follow-through. A typical English action with some swing in the air. Hayden lets it go outside off"
30,"Hoffmann to Hayden, 1 wide Wide ball conceded but good swing to encourage the bowler. Starts on middle and leg and swings at a fine arc. Hayden has nothing to do with one way down leg"
31,"Hoffmann to Hayden, no run Left alone outside off. Good probing over that"
32,"Blain to Gilchrist, (no ball) Oh! No ball called but quite a handful for Gilchrist. Teasing outside off and moving it away off the seam. Gilchrist beaten comprehensively that time"
33,"Blain to Gilchrist, FOUR runs Typical Gilchrist response. Blain pushes it too full and Gilchrist smashes it through the extra cover region. Surely it must have burnt some grass on the way to the fence"
34,"Blain to Gilchrist, FOUR runs Ouch! Too close to the body and Gilchrist gets away with a wild slash. Thick edge flies over first slip for another boundary. Moral victory for Blain - if ever there's anything like a moral victory"
35,"Blain to Gilchrist, no run Straight and back of a length this time. Gilchrist on the back foot and defends it confidently."
36,"Blain to Gilchrist, 1 run Short ball from Blain. Not that quick though and Gilchrist rocks back and turns it square on the leg side for an easy single"
37,"Blain to Hayden, 2 runs Good seam movement again. Pitched on leg and moving away from the left hander. Hayden gets away with a thickish edge that squirts past gully for a brace"
38,"Blain to Hayden, no run Shade of inswing from Blain. Hayden defends it back to the bowler"
39,"Hoffmann to Gilchrist, 1 run Tip and run from Gilchrist. Tapped to cover and Gilchrist steals an easy single. Short cover comes into place for Hayden"
40,"Hoffmann to Hayden, no run Back of a length delivery and luckily it was straight. Hayden, standing outside his crease, was lining up an almighty swing. Checked his shot in the last minute"
41,"Hoffmann to Hayden, SIX runs Blitzer! Hayden walks down the wicket nonchalantly and dismisses the ball over the long-on fence for a cracking six. Hayden at his bullying best there."
42,"Hoffmann to Hayden, no run Quite a bit of swing into the batsman. No room for Hayden, as he tries to repeat the stroke. Cramped for room and brings his bat down in the last moment. Appeal for lbw but that was going down leg"
43,"Hoffmann to Hayden, no run Defended off the back foot"
44,"Hoffmann to Hayden, FOUR runs Too wide from Hoffmann. The first real rank delivery and Hayden punishes it with a slash through covers. Ball races away to the point fence"
45,"Blain to Gilchrist, no run Wide and slightly back of a length. Gilchrist goes for the fierce slash but can't time it. Straight to the cover fielder"
46,"Blain to Gilchrist, no run Straight and accurate from Blain. Gilchrist gives it the respect it deserves and defends it back to the bowler"
47,"Blain to Gilchrist, FOUR runs Short ball from Blain and Gilchrist is up for the challenge. Pulls with a mighty swing and a thick top edge files over short fine-leg for a one-bounce four."
48,"Blain to Gilchrist, 2 runs Full and on the pads, drilled easily to midwicket for a couple"
49,"Blain to Gilchrist, no run Blain back to probing outside off. That's something he has been doing really well. Gilchrist shoulders arms and has nothing to do with it"
50,"Blain to Gilchrist, no run Similar delivery and straighter. Patted back down the ground. Australia not doing anything reckless here, just going after the loose deliveries and that seems to be enough"
51,"Hoffmann to Hayden, 1 run Full, straight on the middle stump line, Hayden leans forward, places it to left of mid-on"
52,"Hoffmann to Gilchrist, no run back of length, on the middle stump line, Gilchrist stays at his crease, just turns it to mid-on"
