,Data
0,"""You've never posted any of my comments but hopefully this one makes it through. On this tour India have won 3 of 13 tosses in all internationals, Aus 9 of 13 and SL 4 of 6. This tour has confirmed my view of the failings of using a random activity to decide such an important part of each game. I think there should only be one toss at the start of each series. The winner chooses for the first game and then it alternates. This way there is at least"
1,"Praveen to Warner, no run full swinging ball, lands on middle and straightens down the line. Warner defends off the front foot."
2,"Praveen to Warner, no run 125.5 kph, but the ball again straightens nicely from a full length outside off. Warner defends to point with an opened face."
3,"Praveen to Warner, no run Warner gets a little too far across as he defends another ball that straightens from middle and off."
4,"Praveen to Warner, no run back of a length, PK is getting the ball to angle in and go straight. Warner defends."
5,"Praveen to Warner, no run goes further short, but no width - generally good lines. Warner defends to cover."
6,"Praveen to Warner, no run top start from PK. After getting five of them to go away, he bends one in drastically and catches Warner unawares. The ball bursts through to hit his pad as he looks to work to leg from the crease."
7,"Pathan to Watson, no run swing for Irfan now. The ball yo-yos back into Watson from outside off, and he defends cautiously with bat and pad thrust forward."
8,"Pathan to Watson, no run 133 kph, fuller and swinging down the line. Watson gets the front pad across and plays a tad around it, to the leg side."
9,"Pathan to Watson, no run Watson defends with very soft hands as Irfan swings it in again. Played so softly that it spun back, but didn't go near the stumps."
10,"Pathan to Watson, no run this is a good start from India. Ten balls on the money. Irfan again looks for the lbw with a pleasing shape into the right hander. Watson inside-edges the front-foot defensive onto his pad."
11,"Pathan to Watson, 1 run Australia are away. Watson is away. Short of a length outside off, he stays back and chops it to Umesh at third man."
12,"Pathan to Warner, FOUR runs too short, but gets it to swing again. Warner stays back and gets a thick edge as the ball deviates away from his clam-fisted steer. The edge flies over the heads of the slip fielders down to the third man boundary."
13,"Praveen to Watson, no run back of a length to Watson, he defends after getting half forward. Soft hands again, very typical of Watson."
14,"Praveen to Watson, OUT If you remember the CB Series final from 2008, this is almost exactly how PK got rid of Ricky Ponting. Back of a length, a hint of wobble away from the batsman. Watson goes back and looks to bang it over the leg side, but miscues it, perhaps because of the deviation away from the bat, and the pull loops gingerly to mid-on. India have struck early, Watson goes back after a short-lived comeback."
15,"Praveen to Forrest, no run PK continues to swerve it away from the right hander, but this is too wide of off stump to trouble Forrest."
16,"Praveen to Forrest, no run makes him play with a fuller length ball. Forrest plays the line cautiously. Defended to the off side."
17,"Praveen to Forrest, no run back of a length, Forrest pokes it to the off side from the crease."
18,"Praveen to Forrest, 1 run Forrest is away, as PK bowls his first ball that's not on target. On the pads, nudged cautiously in front of square leg for one."
19,"Pathan to Forrest, no run PK curls one in from outside off and Forrest is caught pushing tentatively inside the line... India are abuzz here."
20,"Pathan to Forrest, no run straighter, swinging in towards middle and off, and it is defended to the on side."
21,"Pathan to Forrest, no run stays crease-bound and blocks a length ball to cover."
22,"Pathan to Forrest, no run Forrest stays in the crease and defends to the off side again. He does play a generous number of dot-balls this man. Though, this is still early days in his innings."
23,"Pathan to Forrest, no run the sucker ball, Irfan gets it to hold its line as it angles across. Forrest wisely lets it go."
24,"Pathan to Forrest, no run pins him in the crease yet again with a length ball that straightens. Forrest blocks to mid-on. Maiden for Irfan now."
25,"Praveen to Warner, 1 run Warner pushes a single into the wide mid-off region as PK keeps it on a length outside off."
26,"Praveen to Forrest, no run PK gets so close to the stumps from over the wicket that he knocks the bails off. (No, he wasn't attempting the Mankad.) Forrest defends from the crease to point."
27,"Praveen to Forrest, 1 wide PK slants one too far down the leg side and it is called a wide. First really poor ball of the day."
28,"Praveen to Forrest, 1 run short of a length outside off. Forrest opens the face and dabs to point for a single."
29,"Praveen to Warner, 1 run the big curve-ball from PK that bends in drastically from wide of the crease, round the stumps, and restricts Warner's scoring ideas through the off side. This came in too far, and Warner tucked it to the leg side for one."
30,"Praveen to Forrest, no run and this one comes in sharply the other way. Can you believe India have been benching this man through the series? Forrest manages to keep this one out."
31,"Praveen to Forrest, no run straighter this time, Forrest can't work the ball away cleanly off the pads."
32,"Pathan to Warner, 3 runs top timing from Warner. He sets up a solid base as he shuffles across and punches hard wide of mid-on. Gambhir's the man there, and he chases it down and slides to pull it in."
33,"Pathan to Forrest, FOUR runs finally some release for Australia. Irfan drifts the indipper onto the pads, and Forrest smartly gets inside the line and helps it along to fine leg. Easy runs."
34,"Pathan to Forrest, no run over-pitched outside off stump, Forrest makes a proud front-foot press and drives to mid-off."
35,"Pathan to Forrest, 1 run edgy, but safe. Stays back and goes at a short ball angling across with hard hands. There's no one at gully to catch it."
36,"Pathan to Warner, 4 leg byes Irfan's fluffed his lines in this over. This one goes too far down the leg side as he attempts a yorker, and it goes off Warner's boot to fine leg as he attempts the flick."
37,"Pathan to Warner, 1 run hard hands again. 132 kph, Irfan swings it away from Warner, who edges it through gully which is vacant once more. 13 off the over."
38,"Praveen to Warner, 3 runs jabbed away. PK drops marginally short, Warner falls back in the crease and whips efficiently through wide mid-on. Gambhir is again the man chasing, and the fielding wasn't too shabby. Three runs taken though."
39,"Praveen to Forrest, OUT PK does it again. Slower ball from PK, he rolled the fingers over and got it to stop on Forrest and go away. Forrest tries to push to the off side, but gets a thin inside edge that drops onto the stumps."
40,"Praveen to Hussey, no run angled across Huss from over the stumps. He stays in the crease and shoulders arms."
41,"Praveen to Hussey, no run back of a length this time, Hussey stays in the crease and defends compactly."
42,"Praveen to Hussey, no run pitched up wide of off stump and it straightens down the line. Hussey doesn't try to play it."
43,"Praveen to Hussey, no run sharp slant away from the left hander. PK has made a strong comeback to the India side. Hussey lets this one go."
44,"Pathan to Warner, 2 runs Warner seems to have got the measure of Irfan at the moment. Back of a length again, the ball straightens into the middle of Warner's bat as he punches between point and cover."
45,"Pathan to Warner, no run fuller length, draws Warner forward and gets him to block to mid-on."
46,"Pathan to Warner, FOUR runs rubbish ball, carved away with intent. 134 kph, pitched well up and swinging, but it was about two feet wide of off stump. Warner did well to reach it despite not moving the feet and just slashed it over the covers."
47,"Pathan to Warner, FOUR runs Warner's toying with Irfan now. Over-compensates with a short of length offering, Warner jumps back - he seemed to expect that - and whips gloriously through midwicket for four more."
48,"Pathan to Warner, no run another poor ball, this time he escapes. Warner hacks a short and wide ball without timing to short cover."
49,"Pathan to Warner, no run and again. Over-pitched on the pads, that was asking to be swiped through midwicket, but Warner finds the fielder. 23 from 2 very average overs from Irfan, after a strong start."
50,"Praveen to Hussey, no run PK continues to drop on a good length and angle it across the left hander. Hussey leaves."
51,"Praveen to Hussey, no run shapes away after angling across towards off stump. Another leave from Hussey."
52,"Praveen to Hussey, no run full length ball on off stump, Hussey reaches out to cover the line and blocks to cover."
53,"Praveen to Hussey, no run pitched up wide of off stump, Hussey lets another one go."
54,"Praveen to Hussey, 1 run edged, but safe. Hussey was looking to swing what seemed to be a short ball angling across him to the leg side, but the ball swing away devilishly to take a top edge. It flew high but didn't have the legs to carry to third man. And third man (Ashwin) surely didn't have the legs to get anywhere near it. Landed at least 10 yards away."
55,"Praveen to Warner, no run short of a length to Warner, he stays in the crease and defends to the off side."
56,"Pathan to Hussey, no run full length from over the stumps, and Hussey defends."
57,"Pathan to Hussey, no run Irfan surely prefers having Warner at his end. Hussey leans out and defends to point again."
58,"Pathan to Hussey, 1 run Hussey drives a full swinging ball to mid-off and sets off for a quick single. Gambhir fields, the ball is following Senior No. 3 today."
59,"Pathan to Warner, 1 run angled into Warner's pads and he whips behind square for a single."
60,"Pathan to Hussey, 1 run another single for Hussey, who presses forward and pushes into the covers."
61,"Pathan to Warner, 1 run Warner's turn now to push a length ball past short cover for another single."
62,"Praveen to Warner, no run that swung in from wide of the crease. PK must love this two new-balls rule. Warner stays back and defends to the off side."
63,"Praveen to Warner, 1 run shorter and straighter. Warner goes back in the crease and forces through wide mid-on for a single."
64,"Praveen to Hussey, FOUR runs PK is hit for a four at long last. Hussey gets a fractionally shorter ball outside off and guides it expertly through cover point for four. Timing at its best."
65,"Praveen to Hussey, no run back of a length again, but no width. Hussey defends to the off side."
66,"Praveen to Hussey, no run back of a length outside off from round the stumps. Hussey stays in the crease and chops to point."
67,"Praveen to Hussey, no run angled in from wide of the crease. Hussey defends towards mid-on."
68,"Ashwin to Warner, no run tossed up outside off, Warner lunges out confidently and drives to mid-off."
69,"Ashwin to Warner, no run straighter, that drifted in towards the pad and Warner defends."
70,"Ashwin to Warner, no run tossed up on middle and leg, and straightening. Warner plays it back to the bowler."
71,"Ashwin to Warner, 1 run on the pad, Warner works it behind square for a single."
72,"Ashwin to Hussey, no run tossed up on Hussey's pads, he turns it straight to midwicket."
73,"Ashwin to Hussey, no run good start from Ashwin. Flighted outside off and Hussey leans out to defend to the covers."
74,"Praveen to Warner, 2 runs inside edged, but past the stumps. Short of a length ball outside off, Warner tries to cut despite having no room and chops it past the stumps. He hustles back for the second. Top running this."
75,"Praveen to Warner, 2 runs on the pads this time, and Warner plays that punchy whip for the nth time today. Two more through midwicket, and the 50 is up. Most of them, courtesy Irfan Pathan."
76,"Praveen to Warner, no run pushes Warner back with a 125 kph ball. Warner stays back and defends to the leg side."
77,"Praveen to Warner, no run angled into the pads once more. Warner tucks it straight to midwicket."
78,"Praveen to Warner, 1 wide slow bumper at 124 kph. The leg umpire calls it a wide as Warner lets it go."
79,"Praveen to Warner, 1 run onto the pads again. PK is not swinging it much any more. Warner tucks it square for a single."
80,"Praveen to Hussey, 2 runs what delightful running from Hussey and Warner! Back of a length and on the pads, Hussey turns it to square leg dexterously and sets off. Jadeja had acres to cover before he could get ti it, and that allowed a couple more to be added."
81,"Ashwin to Warner, 1 run slow, high and loopy on the stumps. Warner presses forward and drives through mid-off for a single"
82,"Ashwin to Hussey, 1 run, OUT a youngster misfields, and it results in a run-out. Maybe, MS Dhoni has a point. Tossed up on off stump, Hussey leans out and drives it straight through Raina at short cover. The single is taken, as Irfan runs around from wide long-off to field it. They decide to go for the second even as Irfan lines up his throw. And then Warner sends Hussey back. No chance. Good throw, straight to Ashwin, who whips the bails o"
83,"Ashwin to Warner, 1 wide slips this one down the leg side."
84,"Ashwin to Warner, 1 run flighted outside off, Warner drives to Irfan again, and this time Irfan fumbles a couple of times. No harm done."
85,"Ashwin to Hussey, no run spin and bounce, and an appeal for a bat-pad chance. DJ was looking to flick and missed. It went off pad to the leg side and Dhoni ran across to pouch it."
86,"Ashwin to Hussey, 1 run DJ is away, the ball spins in towards the pads and is tucked towards the leg side for one."
87,"Ashwin to Warner, 2 runs too short. Warner hacks it square for a single ... PK misfields now and they come back for the second. Whoa, PK nearly throws the stumps down from 50 yards away, but DJ seemed safely in anyway."
88,"Yadav to Hussey, 2 runs Praveen misfields again. Short of a length outside off, punched into the covers and his misfield allows the second."
89,"Yadav to Hussey, 3 runs over-pitched to DJ, who drives superbly through mid-off. The dive is in vain, and Tiwary runs back towards the boundary to pull it in."
90,"Yadav to Warner, FOUR runs short ball from Yadav, shoddy start from him, and Warner's looking increasingly comfortable. He skips back and heaves easily off the hips through backward square leg for four more.,"
91,"Yadav to Warner, no run goes very full now, he isn't trying the in-between lengths at all. Warner drills it straight to mid-off."
92,"Yadav to Warner, no run 146 kph, but Warner is still early on the push-drive. He nearly scoops it straight to mid-off, but it drops short ..."
93,"Yadav to Warner, 1 run angled into the pads now, Warner slaps it from the crease through backward square leg for a single."
94,"Ashwin to Warner, no run drifts in from back of a length, and Warner defends to the leg side."
95,"Ashwin to Warner, no run short of a length, but no width for Warner as he tries to cut. Can't time it and it is fielded at cover."
96,"Ashwin to Warner, no run three dots to start the PP. Tossed up on the stumps and played back to the bowler."
97,"Ashwin to Warner, 2 runs Warner gets the score going again, worked off the pads through wide mid-on. Gambhir is the man on the boundary and they take a two. He hits the stumps, but DJ is well in."
98,"Ashwin to Warner, 1 run short to Warner, he hacks again and PK puts in a tumble to field it in the covers."
99,"Ashwin to Hussey, no run full and straightening from the off stump line. Defended off the front foot."
100,"Yadav to Warner, no run over-pitched on the pads, Warner drills it straight to mid-on. That was a boundary ball."
101,"Yadav to Warner, 2 runs another shoddy delivery, angling helpfully onto the pads and Warner clips it through midwicket for a couple."
102,"Yadav to Warner, FOUR runs Warner at his best, and he has a 50 at long last! Over-pitched once more by Umesh, who is looking out of depth in this format. Warner sets himself up strongly in the crease, waits to get under the ball and bangs it away through the covers for four."
103,"Yadav to Warner, no run on a length outside off stump, chopped without much timing to point."
104,"Yadav to Warner, FOUR runs Dhoni should make a note in his scratch pad. Gambhir has conceded two runs with his sloppiness on the third man boundary. Umesh delivers a short slower all wide of off stump at 115 kph. Warner cracks it away through point, and Gambhir doesn't bend low enough to stop it on the boundary. India are slackening alarmingly."
105,"Yadav to Warner, no run better ball. Good length at good pace on the stumps, and defended to the leg side."
106,"Ashwin to Hussey, 1 run tossed up on the pads, worked with the angle to the leg side for one."
107,"Ashwin to Warner, 1 run Ashwin lets one through now, though DJ unintentionally may have made it tough for him. Full ball on the stumps, pushed past Ashwin for one."
108,"Ashwin to Hussey, 1 run there's a single for DJ every single ball if he wants it. Ashwin tossed up on the toes, DK tuns it to the leg side for one. Easy."
109,"Ashwin to Warner, 1 run Warner punches to the leg side for one now."
110,"Ashwin to Hussey, 1 run short of a length, same line and angle. DJ gets yet another single with a nudge to leg."
111,"Ashwin to Warner, no run tossed up on the off stump, Warner leans out and drives to cover. Dot ball after five singles."
112,"Jadeja to Hussey, 1 run tossed up from round the stumps, driven with the turn through cover."
113,"Jadeja to Warner, 1 run back of a length on the pads, Warner turns it square for another single."
114,"Jadeja to Hussey, 1 run loopy ball that curves in from wide of the crease. DJ presses forward and drives through mid-off for one."
115,"Jadeja to Warner, 1 run flatter and on the pads, easy single for Warner to the leg side."
116,"Jadeja to Hussey, 1 run good line and a hint of inward drift. DJ has no problem driving it through extra cover for one."
117,"Jadeja to Warner, 3 runs short ball at long last. Warner thumps it away wide of mid-off and Ashwin labours after it before pulling it in on the boundary. Bollywood actors run faster than that in slow-motion sequences."
118,"Ashwin to Warner, FOUR runs listless bowling this. Ashwin drops another one short and Warner knifes it away into the covers for four more."
119,"Ashwin to Warner, 1 run fuller, Warner leans out and pushes to long-off for a single."
120,"Ashwin to Hussey, no run tossed up outside off, and are my eyes playing tricks on me, or did DJ miss out on a single scoring option? Played back to the bowler."
121,"Ashwin to Hussey, 1 run DJ goes back in the crease and works a single to the leg side."
122,"Ashwin to Warner, no run Sehwag makes up for some of Gauti's shoddiness. Dives away at square leg and stop s a Warner pull."
123,"Ashwin to Warner, no run edged, but lands safe. Ashwin gets the ball to bounce on Warner who goes hard at a cut and gets a thick top edge. The ball loops up and lands just short of Tendulkar at short third man..."
124,"Jadeja to Hussey, 1 run back of a length outside off, DJ pushes through the covers for a single."
125,"Jadeja to Warner, no run full ball at 91.5 kph on the stumps. Warner defends to the off side."
126,"Jadeja to Warner, no run on the pads, Warner turns it square and Raina intercepts."
127,"Jadeja to Warner, 2 runs flighted generously, Warner drives through wide mid-off for two. Ashwin's throw comes back as slowly as he runs in the outfield."
128,"Jadeja to Warner, no run short of a length, Warner has no room to cut and finds point."
129,"Jadeja to Warner, OUT Australia lose one, India might have lost two. Full ball from Jadeja, Warner looked to sweep it with the turn, and got a top edge that took off into the Sydney sky. Raina runs back from square leg. Irfan runs in from deep fine leg. Like a silent movie, there was no calling between the two men, both transfixed on the orb in the sky. Irfan belatedly saw Raina hurtling towards him, and his eyes popped out in shock, but th"
130,"Ashwin to Wade, no run tossed up on the stumps, defended to the off side."
131,"Ashwin to Wade, 2 runs Warner is away, he leans out and defends to the off side. India's fielding continues to swing one way and another. A sloppy effort concedes the second."
132,"Ashwin to Wade, 1 run Wade steers to the off side for another single."
133,"Ashwin to Hussey, no run pitched up on DJ's off stump, and he turns it to mid-on for one."
134,"Ashwin to Hussey, 1 run gets away with a disastrous ball. Short and a yard outside leg. DJ sweeps without leaving it, it would have been a wide. Goes straight to fine leg."
135,"Ashwin to Wade, 1 run flighted generously outside off stump, Wade drills it to long-off for one."
136,"Jadeja to Wade, 1 run Wade steals a single, leans out and defends to point for one."
137,"Jadeja to Hussey, 1 run there you go, on DJ's pads from round the stumps. Single worked to the leg side."
138,"Jadeja to Wade, 2 runs short of a length and wide of leg stump. Wade slaps it down to fine leg instead of encashing the wide."
139,"Jadeja to Wade, 1 run too short, Wade thumps it straight to deep midwicket for a single."
140,"Jadeja to Hussey, no run fuller, gets DJ to lean out and defend."
141,"Jadeja to Hussey, no run again, good finish to the over. Flighted outside off and DJ drives straight to cover."
142,"Ashwin to Wade, 1 leg bye tossed up outside leg, turned with the angle to the leg side for one."
143,"Ashwin to Hussey, 1 run another misfield, this time from Raina at mid-on. Bad bounce? Single for DJ."
144,"Ashwin to Wade, no run tossed up outside off, Wade leans out to meet it and steers towards point."
145,"Ashwin to Wade, no run deceives him in the flight, Wade plays from the crease when he should have been forward. Defends it anyway."
146,"Ashwin to Wade, no run fuller, Wade leans out and defends to the off side."
147,"Ashwin to Wade, 1 run Is history being made here? Dhoni has appealed for DJ's wicket for the batsman obstructing the field. What's with India captains and run outs! DJ could be in trouble here. Full ball on off stump, Wade drives to Raina at short cover for a quick single. The throw was heading towards Dhoni, DJ was unintentionally in the way as he ran a straight line from his crease. He puts his right hand out to stop the ball from hitting"
148,"Jadeja to Wade, no run full ball on the pads, Wade defends to the leg side."
149,"Jadeja to Wade, 2 runs poor ball, angling down the leg side, and Wade laps it to fine leg for a couple."
150,"Jadeja to Wade, 1 run tossed up wide of off stump, Wade skips out and drives through mid-off."
151,"Jadeja to Hussey, 1 run DJ works a ball to the leg side and takes a single ... Throw comes in to the bowler's end, the crowd loves it!"
152,"Jadeja to Wade, no run Wade is beaten outside off by a ball that skids through from a length."
153,"Jadeja to Wade, 1 run worked off the pads to the leg side for one more."
154,"Sehwag to Wade, no run tossed up outside off, Wade mistimes the cut."
155,"Sehwag to Wade, no run fuller ball, gets him forward and defends to the off side."
156,"Sehwag to Wade, 1 run Wade gets a single now, through wide mid-on."
157,"Sehwag to Hussey, no run"
158,"Sehwag to Hussey, 1 run DJ nurdles with the spin through mid-on for a single."
159,"Sehwag to Wade, 1 run Wade skips out and drives through long-off for a single."
160,"Jadeja to Wade, no run short of a length from Jadeja, Wade defends to the leg side."
161,"Jadeja to Wade, 2 runs not for the first time, Jadeja tosses it down the leg side and Wade lap sweeps to fine leg for two."
162,"Jadeja to Wade, 1 run Wade skips out and opens the face to steer to point for one."
163,"Jadeja to Hussey, no run angled in from wide of the crease, defended off the front foot."
164,"Jadeja to Hussey, no run angled in, DJ gets half forward and defends."
165,"Jadeja to Hussey, 1 run another short ball, DJ pulls to deep square leg for one."
166,"Sehwag to Hussey, 1 run back of a length outside off, pushed to cover for one."
167,"Sehwag to Wade, no run full ball on the leg stump line, defended back to the bowler."
168,"Sehwag to Wade, 1 run good work from Umesh, but he throws to the wrong end. Wade was gone for all money as he ran back half the way for the second run, but Yadav had flung it to Dhoni's end. Dhoni's relay to the bowler's end missed. Ahem, Wade deliberately came in the way this time. Does anyone know the rules? I suspect I don't!"
169,"Sehwag to Hussey, 1 run on DJ's pads, turned to the leg side for a single."
170,"Sehwag to Wade, no run Wade leans out and defends to the off side."
171,"Sehwag to Wade, 1 run shorter ball, Wade stays back and guides it to point for one."
172,"Jadeja to Wade, 1 run tossed up to Wade, he drives through extra cover for one."
173,"Jadeja to Hussey, 1 run DJ goes back and forces a length ball into the covers for one."
174,"Jadeja to Wade, 1 run easy pinch of a single for Wade, he leans out and tucks to midwicket which is as vacant as a desolate mansion on a highway."
175,"Jadeja to Hussey, 1 run DJ's turn to get the front foot across and work to midwicket."
176,"Jadeja to Wade, 1 run short of a length on the pads, Wade nudges to the leg side for one more single."
177,"Jadeja to Hussey, no run DJ defends a full ball watchfully down the track."
178,"Sehwag to Wade, no run tossed up outside off, Wade defends to the off side."
