,Data
0,"Ryan ten Doeschate to Lyon, no run"
1,"Ryan ten Doeschate to Lyon, FOUR runs"
2,"Ryan ten Doeschate to Lyon, FOUR runs"
3,"Ryan ten Doeschate to Lyon, no run"
4,"Ryan ten Doeschate to Lyon, SIX runs"
5,"Ryan ten Doeschate to Lyon, OUT"
6,"Marsh to Foster, FOUR runs"
7,"Marsh to Foster, no run"
8,"Marsh to Foster, no run"
9,"Marsh to Foster, no run"
10,"Marsh to Foster, FOUR runs"
11,"Marsh to Foster, no run"
12,"Starc to Ryan ten Doeschate, no run"
13,"Starc to Ryan ten Doeschate, OUT"
14,"Starc to Salisbury, no run"
15,"Starc to Nijjar, FOUR runs"
16,"Starc to Nijjar, no run"
17,"Hazlewood to Foster, no run"
18,"Hazlewood to Foster, no run"
19,"Hazlewood to Foster, no run"
20,"Hazlewood to Foster, 1 run"
21,"Hazlewood to Nijjar, no run"
22,"Hazlewood to Nijjar, FOUR runs"
23,"Starc to Foster, no run"
24,"Starc to Foster, no run"
25,"Starc to Foster, no run"
26,"Starc to Foster, no run"
27,"Starc to Foster, no run"
28,"Starc to Foster, no run"
29,"Hazlewood to Nijjar, no run"
30,"Hazlewood to Nijjar, no run"
31,"Hazlewood to Nijjar, no run"
32,"Hazlewood to Nijjar, no run"
33,"Hazlewood to Nijjar, no run"
34,"Hazlewood to Nijjar, no run"
35,"Starc to Moore, no run"
36,"Starc to Moore, no run"
37,"Starc to Moore, no run"
38,"Starc to Moore, 1 wide"
39,"Starc to Moore, no run"
40,"Starc to Moore, no run"
41,"Hazlewood to Nijjar, no run"
42,"Hazlewood to Nijjar, no run"
43,"Hazlewood to Nijjar, (no ball)"
44,"Hazlewood to Nijjar, 2 runs"
45,"Hazlewood to Nijjar, no run"
46,"Hazlewood to Nijjar, 1 run"
47,"Hazlewood to Moore, no run"
48,"Starc to Nijjar, 1 leg bye"
49,Innings Start
50,"40.1;?;Lyon to Nijjar, no run;"
