,Data
0,"Toss: Australia have won the toss and they will bat first. As expected, Watson is back in the team and he has replaced Khawaja. West Indies have also made one change - Andre Russell gets his first game; he replaces the impressive Jason Holder."
1,"Roach to Watson, 1 wide starts off with a very wide delivery outside off, the keeper takes it knee high"
2,"Roach to Watson, no run back of length angling in to the batsman, Watson defends off the front foot"
3,"Roach to Watson, no run similar delivery a touch outside off, it is pushed towards cover off the front foot"
4,"Roach to Watson, 2 runs slight width outside off and Watson steers it through gully. The third man is standing a bit square and they come back for the second easily"
5,"Roach to Watson, FOUR runs fuller length outside off, Watson sends it back through mid-off with a supremely-timed off-drive"
6,"Roach to Watson, no run length ball on off, it is timed towards mid-off again. A couple of meters straighter and this would have gone to the boundary too"
7,"Roach to Watson, 1 run angles the length ball on to the middle stump and Watson takes a forward stride but flicks it to deep backward square leg"
8,"Russell to Watson, no run"
9,"Russell to Watson, no run length ball, shapes away from the right-hander after pitching on a length, left alone easily"
10,"Russell to Watson, no run good wheels by Russell, bowls it just short of length outside off, and gets good bounce off the surface, left alone"
11,"Russell to Watson, no run fuller delivery, Watson goes for the drive but hits it straight to that short-cover fielder, captain Sammy there"
12,"Russell to Watson, no run back of length delivery angling in from wide off crease, Watson comes forward and drives it on the up towards mid-off"
13,"Russell to Watson, FOUR runs gets some width outside with a short of length delivery, Watson had his front foot out but cuts it powerfully through point."
14,"Roach to Finch, no run back of length angling in towards the off stump, Finch, unlike Watson, goes to the backfoot to defend that to mid-on"
15,"Roach to Finch, no run he has been hit on the pads and the bowler cries out an appeal! Length ball on off stump, came a touch in but it took a faint inside edge to the pads"
16,"Roach to Finch, no run back of length delivery, gets up on the batsman who dabs it towards square leg off the back foot"
17,"Roach to Finch, no run comes on the front foot and drives the length delivery on the up towards mid-off, not much timing there at all"
18,"Roach to Finch, no run length on the pads and he times his flick superbly, but straight to the man at square leg"
19,"Roach to Finch, no run he bowls it short of length just outside off stump, Finch comes forward and defends it towards mid-off"
20,"Russell to Watson, 1 run no outswing anymore for Russell, it is short of length outside off, Watson gets on top and steers it to third man"
21,"Russell to Finch, FOUR runs on to the pads, 146 ks, half-volley really and Finch sends it scurrying along the surface in front of square on the leg side"
22,"Russell to Finch, no run pulls the length back immediately, on off stump, Finch has to hop to defend that back to the bowler"
23,"Russell to Finch, no run another back of length delivery, defended back to the bowler"
24,"Russell to Finch, 2 runs back of length delivery angling in, flicked away past square leg easily"
25,"Russell to Finch, no run defended back to the bowler off a back of a length delivery on off stump"
26,"Roach to Watson, no run quick length ball on off stump, the batsman goes on the back foot and defends towards mid-on"
27,"Roach to Watson, no run now he comes forwards and defends that length delivery off the front foot"
28,"Roach to Watson, no run angled into Watson from wide off the crease, good pace there, around 146 ks, Watson defends it off his hips towards square leg"
29,"Roach to Watson, 1 run back of length delivery outside off stump, the batsman stays back and cuts it from close to his body, down to third man"
30,"Roach to Finch, no run he gets squared up as he tries to defends the length delivery on off stump, plays it towards cover"
31,"Roach to Finch, no run back of length delivery on off stump, defended towards the leg side off back foot"
32,"Russell to Watson, FOUR runs oye! superbly timed down the ground. He has been coming forward all day, and this time he gets a length delivery on the middle stump, and he drives it past the non-striker beautifully"
33,"Russell to Watson, 1 run back of length around off stump, he stays in the crease and chops it down to third-man"
34,"Russell to Finch, no run back of length on off stump, Finch gets up on his toes and pushes the ball back to the bowler"
35,"Russell to Finch, FOUR runs he gets a second boundary as the ball goes through the square leg fielder. That flick should have been stopped.."
36,"Russell to Finch, FOUR runs attempts a bouncer but there is not much pace on that, that has been swatted away over the square leg fielder off the middle of the bat"
37,"Russell to Finch, no run and the square leg fielder is under fire again, he stops this time though. Finch gets up on his toes and flicks the short of length delivery straight to him"
38,"Roach to Watson, no run he goes to the back foot and defends the back of length delivery on off to the short cover fielder"
39,"Roach to Watson, FOUR runs super again, It's a 145 k bolt on the pads, and Watson drives it through midwicket off the front foot"
40,"Roach to Watson, 1 run short of length on the body, doesn't get too high and the batsman easily steers it to third man"
41,"Roach to Finch, no run length ball on off stump, 147 ks, it angles in towards off stump and Finch defends from the crease"
42,"Roach to Finch, 1 run goes back to the length ball and gets it past square leg off the inside-half of his bat"
43,"Roach to Watson, 2 runs gets it past the diving point fielder for a couple. It was a quick short of length delivery on off, the batsman has to jump on his toes, but he manages to get enough timing in his push"
44,"Sammy to Finch, no run bowls back of length on off stump, the batsman gets on the back foot and defends to mid-on"
45,"Sammy to Finch, no run keeps it tight with just short of length on off stump, punched back to the bowler off the back foot"
46,"Sammy to Finch, 1 run more of the same, it's hit back to the bowler, but he ricochets it wide of mid-on and the batsmen take a single"
47,"Sammy to Watson, no run he comes on the front foot no matter what the length, defends it towards point"
48,"Sammy to Watson, no run now he goes on the back foot and punches the back of length delivery to mid-off"
49,"Sammy to Watson, no run good start from Sammy as he keeps it accurate on off and middle stump, defended towards the leg side"
50,"Roach to Finch, FOUR runs oh how well is that played! the ball was not that short and it was outside off, but the batsman waits for it and short-arm jabs it through midwicket"
51,"Roach to Finch, no run back of length on off stump, defended towards mid-on"
52,"Roach to Finch, 1 run lucky lucky! Short of length, he tries to flick it towards the leg side, gets a healthy leading edge and it drops between Sammy at shot cover and the man at cover.."
53,"Roach to Watson, 2 runs back of length outside off, cut to third man"
54,"Roach to Watson, 1 run gets some width outside off and he opens the face to run it down to third man"
55,"Roach to Finch, no run short of length outside off, gets some bounce and the batsman leaves it alone"
56,"Sammy to Watson, FOUR runs that's what happens when the keeper stands up, Watson edges his cut and it runs down to the boundary."
57,"Sammy to Watson, no run short of length on off stump, he goes back and defends towards the off side"
58,"Sammy to Watson, no run appeals for lbw, but it hit the batsman on the thigh pad. the ball cut in after pitching short of length and beat the inside edge."
59,"Sammy to Watson, 1 run back of length on the off and middle line, turned to deep square leg off the back foot"
60,"Sammy to Finch, no run he gets up on his toes and defends the length ball to midwicket"
61,"Sammy to Finch, FOUR runs short of length, but it strays down the leg side and the batsman goes back, glances it to the left of short-fine for a boundary. good placement there."
62,"Bravo to Watson, no run slower delivery wide outside off by Dwayne, the batsman pushes it to point off the front foot"
63,"Bravo to Watson, 1 run fuller delivery on off stump, pushed towards mid-on with soft hands and the batsmen run a single"
64,"Bravo to Finch, 2 runs the foot saves the boundary at deep point. It was cut hard past point and Russell sticks his boot out and saves the runs."
65,"Bravo to Finch, 1 run here comes the heave to the leg side, but it was a slower ball and it messes up with his timing, it goes over midwicket, but the deep square leg fielder fields"
66,"Bravo to Watson, 2 runs oh wow! Comes forward so early and punches it straight past non-striker. The fielder from long-off runs around and keeps the batsmen to two"
67,"Bravo to Watson, 1 run goes forward again and pushes the length delivery to the deep cover fielder"
