,Data
0,"Kallis to Warner, no run a flat-batted punch straight down the ground, he wanted to pull it squarer but the length wasn't on, Kallis misfields in his followthrough but no chance of a single"
1,"Kallis to Warner, 1 run clubs a fuller delivery, Steyn runs to his left at mid-off and dives to save runs"
2,"Kallis to Marsh, no run pitched up and that one is well on-driven, except it cant beat mid-on"
3,"Kallis to Marsh, FOUR runs whats this? Marsh has pierced the off side, and with a rather lovely shot too, that one pitched marginally full outside off stump and Marsh struck it on the rise for four"
4,"Kallis to Marsh, 1 run hits a length and now he rotates the strike with a dab to the off side"
5,"Kallis to Warner, 1 wide thats a wide, sliding down the pads, no contact from Warner, Boucher takes"
6,"Kallis to Warner, 1 run comes forward and drives on the rise to mid-off, where Steyn tumbles"
7,"Ntini to Warner, no run pitches on a length, middle and off, Warner wants a run but his attempt to shuffle across the sticks and rotate a single doesn't work, the ball dribbles down the track"
8,"Ntini to Warner, 1 run nips in off a length to tuck up Warner, who hops and deflects it fine for one"
9,"Ntini to Marsh, no run ah, another one beats Marsh, who continues to flirt outside off stump, that pitched on the seam and wobbled away from the bat as Marsh went fishing, well bowled"
10,"Ntini to Marsh, 1 run gets some room and angles the bat on it, chopping just past gully"
11,"Ntini to Warner, no run well bowled, on the stumps, no room to work with, Warner gets behind the ball and shape to knock it to the on side but he mistimes it back to Ntini"
12,"Ntini to Warner, no run now its a full toss, which Warner cannot put past a diving JP Duminy at cover, so he has to stay on 49, much to the SCG's displeasure, they are backing the local boy"
13,"Kallis to Marsh, no run slower delivery on the stumps, cramping Marsh, who falls forward"
14,"Kallis to Marsh, 1 run hops up and turns that off the hips past midwicket for a single, to cheer!"
15,"Kallis to Warner, no run dragged in short around off stump, Warner goes for a swing and misses, drawing boos from the SCG"
16,"Kallis to Warner, 1 run now he gets to fifty, shuffling and turning the ball off his pads past square leg, there is some loud cheer from Warner's home crowd as he raises his maiden ODI half-century in his second match"
17,"Kallis to Marsh, 1 run pitches full, Marsh dabs it to extra cover, who is slow to react"
18,"Kallis to Warner, 1 run change of pace but too straight and Warner drives to mid-on for one"
19,"Morkel to Warner, no run 108.6ks, back of a length and cracked off the back foot to cover"
20,"Morkel to Warner, no run fuller, pitching outside leg stump and coming in, Warner pushes it back to Albie, cramped for room on the attempted on-drive past midwicket"
21,"Morkel to Warner, 1 run now he gets him away, turning the ball off his pads down to fine leg"
22,"Morkel to Marsh, no run 131.6ks, lands on middle and off and Marsh defends"
23,"Morkel to Marsh, 1 run straight again, off a shorter length, whipped to Duminy at deep midwicket"
24,"Morkel to Warner, 1 run makes room and skips out, exposing all three sticks, the ball starts to follow Warner and he turns it just wide of midwicket for a single"
25,"Kallis to Warner, FOUR runs makes room to smash that one over extra cover, one bounce and four"
26,"Kallis to Warner, no run a cramped one-handed shot from Warner this time, trying to cut one just not there for that short of shot, ends up chopping to point and Marsh has to turn back and scamper back to his mark"
27,"Kallis to Warner, SIX runs hah! Kallis drops in an attempted bouncer but Warner collects from off stump and swats it over the infield for a flat six, thats a tremendous shot, and what placement"
28,"Kallis to Warner, no run change of pace this time, sensibly, to draw a more conservative shot"
29,"Kallis to Warner, 1 run hops back and knocks this one off the hips for an easy single"
30,"Kallis to Marsh, 2 runs lands outside leg stump and Marsh works it off his pads to deep square"
31,"Morkel to Warner, 1 run lands on a length and he turns it off the stumps to wide of midwicket"
