,Data
0,5.30pm Bangladesh have won the toss and will bat
1,"Turner to Mahedi Hasan, 1 run on a good length on leg stump, and tucked down to short fine leg"
2,"Turner to Mohammad Naim, no run turns away. Full delivery outside off, and the batter is beaten on his cover drive with the ball moving away"
3,"Turner to Mohammad Naim, no run shorter and quicker on middle. Blocked off the back foot"
4,"Turner to Mohammad Naim, 2 runs drives this full ball on off with an open face of the bat to the right of long-off"
5,"Turner to Mohammad Naim, 1 run this is pushed to long-off. Bowled at 99kph, and full on off again. This one goes on with the arm"
6,"Turner to Mahedi Hasan, FOUR runs sweeps to fine leg for four! This was bowled full on his pads, and he went down on his back knee to slap that away for the first boundary. Good end to the over"
7,"Agar to Mohammad Naim, SIX runs swung away for six over deep square leg! He too goes down on his back knee to this full ball on middle and off. It was in the slot, and bang!"
8,"Agar to Mohammad Naim, no run shorter and quicker on middle and leg. Turns into him a touch, and is pushed to short fine leg"
9,"Agar to Mohammad Naim, no run good delivery. Extra bounce off this good length on off, which also turns into him. Defended safely in the end"
10,"Agar to Mohammad Naim, 1 wide another one turns far down leg side from a good length on middle, and it is a wide"
11,"Agar to Mohammad Naim, 1 run fullish and much closer to the batter on off at 98kph. Tucked toward point for a single"
12,"Agar to Mahedi Hasan, 1 run fuller on middle and off, and that is an arm ball at 101kph. Flicked really late off the back foot to short fine leg"
13,"Agar to Mohammad Naim, 2 runs goes across the line to slog this full ball on middle and off. Sweeps that to deep midwicket, and they complete a rapid two"
14,"Zampa to Mahedi Hasan, 1 run very full on off, and he pushes to midwicket. Quick run is gobbled, as the throw at the bowler's end misses the stumps"
15,"Zampa to Mohammad Naim, FOUR runs He cracks that over the bowler's head! Goes deep in his crease to this full ball outside off, and hammers it with mid-on inside the circle"
16,"Zampa to Mohammad Naim, 4 byes moves across, and the ball just about evades the leg stump. Full ball on middle, and this one turns into the batter, who goes for the sweep after exposing his middle and leg stump. The keeper is beaten as well, and the ball races away to fine leg for byes"
17,"Zampa to Mohammad Naim, no run good length on off, and turns back in again. Defended off the back foot toward square leg"
18,"Zampa to Mohammad Naim, 1 run tossed up and full on off. He is deep in his crease, and drives down to long-on"
19,"Zampa to Mahedi Hasan, FOUR runs lofted over Zampa, and four more. Remains deep to this full delivery on off, and lifts that powerfully over the bowler's head. Excellent over for the hosts"
20,"Ellis to Mohammad Naim, 1 run slower delivery first up. Short of a length on middle, and he waits for the ball to come before dabbing it toward square leg"
21,"Ellis to Mahedi Hasan, no run appeal for leg before, but turned down. Another slower ball, but this was much fuller on middle. Hits him on the front pad after good bounce off the surface. Replays suggest the bounce meant the ball would have gone over the stumps"
22,"Ellis to Mahedi Hasan, no run pushes this back toward the bowler, who goes full on off and with a change of pace yet again"
23,"Ellis to Mahedi Hasan, no run leading edge back to Ellis. Goes for the flick to this full ball on leg, and at 106kph only. Not in control of that"
24,"Ellis to Mahedi Hasan, no run beaten this time. Seam movement after going fullish on middle and off, and the ball moves away from the batter who keeps his bat within the line of the stumps as the ball passes his outside edge"
25,"Ellis to Mahedi Hasan, 1 run full length ball on middle and leg, and that is flicked to deep square leg for a single. Ellis starts with just two from the over, after the spinners were smashed in the first three"
26,"Turner to Mahedi Hasan, 1 wide turns down leg, and a wide. Full length on middle and leg, and he is beaten on his sweep as the ball turns down"
