,Data
0,"McKay to Rohit Sharma, 1 run starts off with a full and wide swinging delivery, Rohit chased it and sliced it in the air towards third man"
1,"McKay to S Dhawan, 1 wide another full and swinging delivery, would have been a testing one for a right-hander, but it's a comfortable wide against a left-hander"
2,"McKay to S Dhawan, 2 runs now he corrects the line and Dhawan pounces on that with a crunching cover drive, but Australia have smartly kept a man at deep cover"
3,"McKay to S Dhawan, no run length delivery on the middle and leg line, the batsman defends it towards midwicket"
4,"McKay to S Dhawan, no run he keeps it on the leg stump line and a touch short of length, the batsman defends it solidly to the leg side"
5,"McKay to S Dhawan, no run he keeps it just short of length and around the middle and leg line, the batsman defends it to the off side this time"
6,"McKay to S Dhawan, no run angled across the left-hander, Dhawan presses forward but then lets it go through"
7,"Coulter-Nile to Rohit Sharma, no run keeps it full and on off stump, 136.6 kph, some shape on it as well, Rohit comes forward and defends it towards mid-on"
8,"Coulter-Nile to Rohit Sharma, no run again, pushes it fuller on off stump line, the batsman doesn't come fully forward as he defends it back to the bowler"
9,"Coulter-Nile to Rohit Sharma, 1 wide he pushes it too far down this time, it goes wide down the leg side"
10,"Coulter-Nile to Rohit Sharma, no run he bowls another full delivery, this one shapes in a touch, Rohit defends it towards midwicket off the front foot"
11,"Coulter-Nile to Rohit Sharma, FOUR runs he decides to attack this delivery and lofts it over mid-on - who is standing closer - , it just clears the fielder and runs away quickly to the boundary"
12,"Coulter-Nile to Rohit Sharma, no run the bowler shortens the length a touch and pushes this one a touch outside off this time, the batsman lets it go"
13,"Coulter-Nile to Rohit Sharma, no run bowls it from wide of the crease and on a length outside off, gets it to straighten but Rohit wasn't playing a shot at that"
14,"McKay to S Dhawan, 3 wide he bowls a fuller outswinging delivery again, and like the last over, it swings too far down the leg side, Haddin only gets a hand to it"
15,"McKay to S Dhawan, FOUR runs pushes it wider outside off this time, but Dhawan, instead of going towards cover, goes straight down the ground. Mid-off was a touch wider this time."
16,"McKay to S Dhawan, FOUR runs this is Dhawan timing now! He gets a half-volley on the pads and he times it between the midwicket and mid-on fielder, no one moved.."
17,"McKay to S Dhawan, FOUR runs again swinging on his pads and that's invitation for trouble by McKay, Dhawan flicks it through square leg for third boundary in a row"
18,"McKay to S Dhawan, 1 run now he charges down the pitch and pushes the length delivery on off to deep cover for a single"
19,"McKay to Rohit Sharma, no run he gets a full delivery on off stump, Rohit comes forward and defends it towards cover"
