,Data
0,"Bresnan to Clarke, 1 run Clarke pushes a full ball coming into him towards cover and the batsmen run a single after a moment's hesitation"
1,"Bresnan to Watson, no run Watson strides forward to defend but he was playing for the movement into him, the ball held its line outside off and beat the bat"
2,"Bresnan to Watson, no run a loud appeal for lbw but the umpire says not out. England will not review it this time. Bresnan jagged the ball back into the right hander and hit the pad. It was too high"
3,"Bresnan to Watson, no run played off the back foot towards the of side"
4,"Bresnan to Watson, 1 run a little too straight from Bresnan and Watson whips the ball off his pads behind square"
5,"Bresnan to Clarke, 1 run dropped at point! Clarke drove at a full ball outside off and edged it towards Morgan, it went straight to him and fell straight out as well. That's a sitter. Don't think he got much hand on it actually, seemed to thud into his chest."
6,"Broad to Clarke, no run good length but a bit too wide outside off for Clarke to want to play a shot"
7,"Broad to Clarke, no run full on off stump, Clarke moves forward and drives to the man at mid-off"
8,"Broad to Clarke, no run good length and the ball straightens outside off stump to beat Clarke's defences"
9,"Broad to Clarke, 3 runs fuller ball outside off, Clarke leans forward and drives through wide mid-off, the fielder gives chase"
10,"Broad to Watson, no run good length just outside off stump, Watson moves forward and defends"
11,"Broad to Watson, no run defended on the front foot towards point"
12,"Bresnan to Clarke, no run good length outside off stump, the batsman lets it go"
13,"Bresnan to Clarke, no run Clarke leans forward and plays an elegant cover drive to a full ball, but it's to the fielder"
14,"Bresnan to Clarke, no run good length on off stump, defended back to the bowler"
15,"Bresnan to Clarke, 2 runs on middle and leg stump, Clarke stays back and flicks the ball through square leg"
16,"Bresnan to Clarke, 2 runs full ball on middle stump, Clarke leans across and drives the ball through midwicket"
17,"Bresnan to Clarke, no run good length outside off stump, Clarke strides out and shoulders arms"
18,"Broad to Watson, no run Broad keeps it full and beats Watson, who came forward to defend. He was playing for the angle into him but the delivery held its line outside off stump"
19,"Broad to Watson, FOUR runs that's the first shot Watson's played with authority today. He came forward to a half-volley and thumped the ball hard between the bowler and mid-off"
20,"Broad to Watson, no run defended on the front foot"
21,"Broad to Watson, no run short of a length ball outside off stump, Watson is beaten on the cut"
22,"Broad to Watson, (no ball) Australia have a free hit. Broad over-stepped as he delivered a full ball on off stump, which Watson played back to him"
23,"Broad to Watson, SIX runs he's smashed it, off the front foot. The length was not full, Watson came forward and pulled across the line, lofting the ball over the long-on boundary, it just cleared the rope"
24,"Broad to Watson, 3 runs driven off the front foot through cover, that will make it 14 off the over, the best over for Australia by a mile"
25,"Bopara to Watson, no run good length outside off stump, played off the back foot towards cover"
26,"Bopara to Watson, no run Watson heaves across the line at one that isn't short enough to pull from outside off stump, the ball passes under his bat"
