,Data
0,Toss and teams: Australia have won the toss and they will bat first. They have made two changes - Nathan Bracken and Stuart Clark go out. The two Bens - Hilfenhaus and Laughlin - come in.
1,"Shoaib Akhtar to Watson, 1 run drops the loosener short outside off and he helps himself to an upper cut to third man"
2,"Shoaib Akhtar to Haddin, no run hits a good length on the offstump and he pats it away, Shoaib is ambling in - not at full throttle yet"
3,"Shoaib Akhtar to Haddin, no run lands it outside off and the ball holds its line before reaching the keeper"
4,"Shoaib Akhtar to Haddin, no run pushes it softly to mid-on"
5,"Shoaib Akhtar to Haddin, FOUR runs too wide outside off and enough width for him to free his arms, get his front foot forward and bisect the gap between cover and point"
6,"Shoaib Akhtar to Haddin, no run holds the length back and keeps the ball outside off, he safely shoulders arms"
7,"Umar Gul to Watson, no run he overpitches outside off but gets away with it as Watson pushes it hard straight to short mid-off"
8,"Umar Gul to Watson, 1 run shortish outside off and a risky shot as he slashes it in the air down the vacant gully position"
9,"Umar Gul to Haddin, 1 run punched down to the right of mid-off and the fielder does really well to slide and cut it off, good commitment"
10,"Umar Gul to Watson, no run induces the false shot! He prods forward and the ball kicks up a bit off a good length and goes through straight, very close to th edge"
11,"Umar Gul to Watson, no run clips it with the angle towards short square leg and there's hesitation but the batsmen stay put"
12,"Umar Gul to Watson, no run gets across on the backfoot and defends with a dead bat"
13,"Shoaib Akhtar to Haddin, FOUR runs he gifts him a half volley on the pads and Haddin turns the face of the bat and whips it wide of midwicket, the ball slows down before reaching the rope"
14,"Shoaib Akhtar to Haddin, 2 runs strays on the pads again and he clips it with the angle to fine leg"
15,"Shoaib Akhtar to Haddin, 1 run delivers from slightly wide of the crease, the batsman taps it towards short mid-on with soft hands and sets off quickly"
16,"Shoaib Akhtar to Watson, no run the first bit of action for the day, Shoaib drops it short and has Watson fending, Shoaib had something to say to him and Watson returned the pleasantries"
17,"Shoaib Akhtar to Watson, 1 run drops it short and he fends it to the off side and they take a single"
18,"Shoaib Akhtar to Haddin, no run angles it in towards middle and leg and he tucks it to midwicket"
19,"Umar Gul to Watson, no run Umar Gul bowls a jaffa outside off, he's getting the ball to kick up alarmingly, that was mighty close to that outside edge"
20,"Umar Gul to Watson, no run gets a half stride forward and defends with soft hands"
21,"Umar Gul to Watson, no run he prods forward and hangs his bat out but plays with very soft hands, the edge drops well short of Misbah at first slip"
22,"Umar Gul to Watson, 2 runs chance! Watson swivels and fails to time his pull, the ball travels off the top edge of the bat but drops behind square leg, two fielders chase it"
23,"Umar Gul to Watson, no run outside off, he moves across and defends on the backfoot"
24,"Umar Gul to Watson, no run gets across and defends a good length ball on the front foot"
25,"Shoaib Akhtar to Haddin, 1 wide that's a poor delivery, really wide outside the leg stump and Akmal has an early workout"
26,"Shoaib Akhtar to Haddin, 1 run slower ball but he picks it early, opens the face of the bat and steers it wide of second slip"
27,"Shoaib Akhtar to Watson, 1 run slower ball, he gets forward and drops it to the on side"
28,"Shoaib Akhtar to Haddin, no run shuffles and clips it to the on side"
29,"Shoaib Akhtar to Haddin, no run keeps it on the offstump and he gets forward and defends"
30,"Shoaib Akhtar to Haddin, FOUR runs gives him width and Haddin gets forward and thumps it hard at the gap between mid-off and cover, the bat speed was tremendous and the ball just sped away"
31,"Shoaib Akhtar to Haddin, no run gets across and defends to the off side"
32,"Umar Gul to Watson, FOUR runs rare bad delivery from Gul, he strays on the pads and Watson clips it slightly in the air but bisects the gap between square leg and midwicket, safe shot in the end"
33,"Umar Gul to Watson, SIX runs that was worth driving miles to see! Gul pitches it up and it's a forward defensive scoop which sends it over wide long-off, excellent timing and a really good follow through"
34,"Umar Gul to Watson, no run gets behind the line and defends"
35,"Umar Gul to Watson, 1 run drops it short and he goes for the pull and places it to fine leg, the fielder is more towards long leg"
36,"Umar Gul to Haddin, 1 run short again and he works it away down to fine leg again"
37,"Umar Gul to Watson, 2 runs slower ball and he clips it towards midwicket and the fielder doesn't time his dive well, he palms it to the deep"
38,"Shoaib Akhtar to Haddin, no run slower ball and he taps it to mid-on"
39,"Shoaib Akhtar to Haddin, no run false shot by Haddin as he swats one from outside off and nearly chips it on the full to mid-on who's up close"
40,"Shoaib Akhtar to Haddin, no run gets beside the line and steers it down to backward point"
41,"Shoaib Akhtar to Haddin, no run slower ball and he nearly clips it on the full to short fine leg, nice field placing by Younis"
42,"Shoaib Akhtar to Haddin, no run cranks up the pace and drops it a bit short, Haddin knocks it to cover and thinks of a single but watson isn't interested"
43,"Shoaib Akhtar to Haddin, no run keeps it on a good length and he steers it to cover point"
44,"Arafat to Watson, 1 run loosener outside the offstump and he opens the face of the bat and steers it to third man"
45,"Arafat to Haddin, FOUR runs Haddin's in imperious touch, he stays at the crease and chips him high over midwicket, he times it well and the follow through is sound, looked like he played it in his sleep"
46,"Arafat to Haddin, no run gets behind the line and pushes it down the track"
47,"Arafat to Haddin, no run shuffles and tries to work it round the corner but the ball clips his body and rolls away"
48,"Arafat to Haddin, FOUR runs lazy elegance from Haddin again, Arafat drops it short of a length and the ball sits up nicely for Haddin to thump it in the air past the bowler and wide of mid-on, he just stayed at the crease and played the shot"
49,"Arafat to Haddin, FOUR runs bowls it too full and he whips it with the angle wide of midwicket, poor over from Arafat"
50,"Shoaib Akhtar to Watson, 1 run opens the face of the bat to a slower ball and dabs it to third man"
51,"Shoaib Akhtar to Haddin, no run another slower ball and the batsman gets behind and defends with a dead bat"
52,"Shoaib Akhtar to Haddin, FOUR runs he's seeing it like a football! Shoaib drops it short outside off and it's suicidal on this pitch, Haddin swivels and biffs it wide of short midwicket"
53,"Shoaib Akhtar to Haddin, 2 runs shuffles across and clips it with the angle down to deep square leg"
54,"Shoaib Akhtar to Haddin, OUT Sharp catch by the captain! Haddin makes room to a full ball and tries to scoop it over mid-off, the ball makes contact with the bottom half of the bat and travels quickly to Younis at short mid-off who leaps and takes the catch over his head"
