,Data
0,"Toss, 2.30pm: Afridi and Smith walk out. Australia win the toss and choose to bat, in Mohali."
1,"Amir to Khawaja, no run nice and full, bends in just outside off, Khawaja sits back and shoulders arms"
2,"Amir to Khawaja, no run short and outside off, seaming away with extra lift, Khawaja swishes and gets beaten"
3,"Amir to Khawaja, no run back of a length, 142ks, leaves Finch in the corridor. He sticks his bat out there, and misses again"
4,"Amir to Khawaja, FOUR runs and Khawaja has poked it out through the covers.... for four. Angled in and moves away, Khawaja targets the leg side, and gets a leading edge through the gap at the off side"
5,"Amir to Khawaja, 1 run loose ball, short and down the leg side, Khawaja does not take toll. He only flicks it down to long leg"
6,"Amir to Finch, no run full and keeps going away with the angle from over the wicket, Finch gets a sighter. Ignored outside off"
7,"Sami to Khawaja, FOUR runs slanting down the leg side, hit-me ball, Khawaja obliges. He swivels on the back foot and helps it away, fine leg was inside the circle"
8,"Sami to Khawaja, no run sliding into the pads again, rushes on at 144ks, Khawaja misses out on another leg-stump gift. Clipped straight to short fine leg"
9,"Sami to Khawaja, 1 wide wild wild, short ball outside off, angled away, wide"
10,"Sami to Khawaja, no run back of a length and width outside off, Khawaja attacks it and slaps it on the front foot to Malik at cover point"
11,"Sami to Khawaja, 1 run very, very wristy! Khawaja steps forward, takes it from a fourth-stump line and manoeuvres it behind square leg"
12,"Sami to Finch, 1 run back of a length, 144ks, Sami raps Finch high on the bat. Played in front of mid-on for a well-judged single"
13,"Sami to Khawaja, FOUR runs shortish and outside off, Khawaja creates more leeway by stepping outside leg. He drills it away to cover point, where Malik fumbles now, letting it sneak through the legs. Malik din't get hid body behind the ball. Sloppy"
14,"Amir to Finch, 1 run short and on middle and leg, pulled to the right of mid-on"
15,"Amir to Khawaja, no run length ball, offcutter, rips through the gate, and climbs over the off stump. Khawaja had no clue about that"
16,"Amir to Khawaja, 1 run full at off, dropped in front of the covers for one"
17,"Amir to Finch, no run length and just a shade outside off, Finch hacks it to the midwicket region, off the inside half"
18,"Amir to Finch, 3 runs back of a length and angled outside off, Finch stands tall and balanced as he punchily drives it through the covers. Umar chases hard, slides, snatches the ball, but fumbles a bit by the edge of the boundary. He recovers the ball with"
19,"Amir to Khawaja, no run Khawaja races down the track, this is banged short. Dragged straight to Afridi at mid-on"
20,"Wahab Riaz to Finch, 1 run short on the hips from over the wicket, Finch flaps a pull to short fine leg"
21,"Wahab Riaz to Khawaja, SIX runs imperious stroke from Khawaja. Dug in shortish and outside off, 142ks, Khawaja skips back and launches a pull over the deep backward square leg fielder"
22,"Wahab Riaz to Khawaja, no run Wahab belts out an appeal for lbw, not given. Wahab rolls his fingers across this full one, legcutter, 115ks. Khawaja aims for a flick and misses. Going down leg?"
23,"Wahab Riaz to Khawaja, OUT Wahab has Khawaja now. He lets out a roar. Khawaja steps away outside leg to crash this through the covers. But this was a full missile. Khawaja can't make contact. Thde left-arm quick pings the middle stump. It gets tilted back"
24,"Wahab Riaz to Warner, no run 140ks, inswinging yorker, dug out"
25,"Wahab Riaz to Warner, FOUR runs short and width outside off, Warner punishes Wahab. He reaches out and flays it past the diving backward point fielder"
26,"Sami to Finch, FOUR runs short and outside off, 141ks, Finch uses the pace of Sami. Chopped hard into the ground, the ball bounces over backward point, and rolls away to the fence"
27,"Sami to Finch, no run back of a length and outside off, punched crisply to mid-off"
28,"Sami to Finch, 1 run short on off, just below 140ks, punchily played to mid-on for one"
29,"Sami to Warner, FOUR runs back of a length and width outside off, 143ks, Warner climbs onto it, slapped to the right of point"
30,"Sami to Warner, no run Warner feigns to move away outside leg, this is fired full on middle, the left-hander adjusts and punches to short cover, where there is a tumbling save"
31,"Sami to Warner, 1 run nice and full on middle, Warner pings a drive to mid-off"
