,Data
0,"Zampa to Mendis, no run slides on short and wide outside off, goes back and cuts it to point, where Bailey makes a tumbling save"
1,"Zampa to Mendis, no run looped up and comes in, googly? Mendis pokes an inside edge onto the pad"
2,"Zampa to Mendis, no run Zampa goes short but does not give much width, chopped off the back foot to cover"
3,"Zampa to Mendis, 1 run slower through the air on off, Mendis allows the ball to come to him and deflects it to short fine leg"
4,"Zampa to Dilshan, no run Zampa whirls down a slider now, Dilshan jabs and is beaten past the outside edge. Wade whips the bails off. TV umpire called in. Dilshan's back foot never left the ground. Easy call for umpire Gough"
5,"Zampa to Dilshan, 1 run Zampa lobs a full toss on middle, Dilshan punches it down the ground for one"
6,"Henriques to Dilshan, OUT The Dilscoop goes awry for Dilshan. Not a happy return for the old pro. Henriques finds some extra bounce outside off, which foils Dilshan's shot. And the ball isn't coming on here. He top-edges it, hit the helmet, and ballooned in the air. Smith runs in from point and settles under the catch"
7,"Henriques to Chandimal, no run full at of stump, played back to the bowler"
8,"Henriques to Chandimal, 1 run Henriques slips in a cutter outside off, finds extra bounce from the parched surface. Chandimal hops, gets on top of it, and runs it down to third man"
9,"Henriques to Mendis, no run short and some with outside off, rocks back and cuts firmly to Smith at point"
10,"Henriques to Mendis, 1 run full and on the stumps, forward and pushed down the ground. Mid-off runs to his right and throws himself on the ground to cut that off"
11,"Henriques to Chandimal, no run lobs a full toss on off, Chandimal could have latched onto it. Instead, he simply taps it to extra-cover"
12,"Zampa to Mendis, no run tossed full on middle, defended back to the bowler"
13,"Zampa to Mendis, 1 run short legbreak outside off, ample time to skip back and cut through the covers"
14,"Zampa to Chandimal, 2 runs another short quick legbreak outside off, the batsman cuts perilously close to first slip off a thick outside edge. Smith dives to his right and only finger-tips it away to third man"
15,"Zampa to Chandimal, 1 run full and outside off, pushed down to long-off"
16,"Zampa to Mendis, 2 runs slides on middle and leg, Mendis unleashes a slog-sweep, but Finch at deep midwicket hunts it down"
17,"Zampa to Mendis, no run an appeal for lbw, umpire Martinesz does not budge. Smith chats with Zampa and calls for a review. Pushed through on leg stump, pitches in line, no turn, beats the inside edge. Mendis plays across the line, against this straight delivery, and misses. Was that heading down leg? Hitting the outside of the leg stump. Umpire's call on review, and Australia's review amounts to nothing"
18,"Henriques to Chandimal, 1 run shortish on middle and leg, clipped away through backward square leg"
19,"Henriques to Mendis, no run back of a length on middle, punched out to midwicket"
20,"Henriques to Mendis, 1 run short and outside off, dabbed away past backward point"
21,"Henriques to Chandimal, 1 run short on middle, rides the bounce, and helps it through backward square leg"
22,"Henriques to Mendis, 1 run banged in short on middle, does not climb much. The batsman rises and pats it down like a master does his gambolling puppy"
23,"Henriques to Chandimal, no run back of a length and outside off, pushed to cover as Bailey swoops down on the ball and ensure that's a dot"
24,"Zampa to Mendis, 2 runs flatter on middle and leg, straight ball, sweeps it away behind square leg. Finch runs to his right and swats the ball into the field of play with a slide, even as he touched the ad boards"
25,"Zampa to Mendis, 1 run tossed up, pushed down the ground"
26,"Zampa to Chandimal, no run dabbed to extra cover"
27,"Zampa to Chandimal, no run drags this legbreak short and outside off, on the back foot, punching to extra cover"
28,"Zampa to Chandimal, no run lobbed up outside off, straight ball, tapped to the covers again"
29,"Zampa to Chandimal, no run flighted legbreak just a shade outside off, Chandimal steps forward and smothers it to cover"
30,"Faulkner to Mendis, no run back of a length at off stump, pushed out towards point"
31,"Faulkner to Mendis, no run back of a length and cuts away outside off, beats the outside edge"
32,"Faulkner to Mendis, 1 run looks like a cutter from Faulkner, slices an outside edge through cover"
33,"Faulkner to Chandimal, no run this explodes from a length and surprises Chandi. Was that the back of the hand slower ball? No he rolls his fingers across it. From the front of the hand. Pitches on middle and kicks at Chandi. Pings the glove and rolls to leg"
34,"Faulkner to Chandimal, 1 run shorter and outside off, cut away for one"
35,"Faulkner to Mendis, 1 run slower one again, full on middle and leg, driven down to long-on"
