,Data
0,"Out come Darren Sammy and George Bailey along with Ranjan Madugalle, the match referee. Bailey spins the coin, Sammy calls heads and heads it is. So Sammy has won the toss and West Indies are batting first. Sammy says this pitch looks like a Trinidad wicket. Just the one expected change for West Indies: Dwayne Bravo in for his broth"
1,"Starc to Charles, no run nice swing first up, 136ks, on a length well outside off, then shaping back in. Charles leaves it alone"
2,"Starc to Charles, no run fuller, nearly a half-volley, driven square to cover-point"
3,"Starc to Charles, no run nice, straighter and swinging in, Charles has to hurry lest he be called dead plumb"
4,"Starc to Charles, 1 wide this one swings away. Really full, and starts wide too, and called wide"
5,"Starc to Charles, no run full and straight now, nearly a yorker, dug out to mid-on"
6,"Starc to Charles, no run full, widish, driven square, to cover-point"
7,"Starc to Charles, 1 run full, middle and leg, driven wide of mid-on, takes the single. Gayle kept away from the strike for some more"
8,"Watson to Charles, 1 leg bye Charles moves well across to a full delivery, and lucky the ball is too straight, otherwise he would have been lbw"
9,"Watson to Gayle, 1 run and the big man steals a quick single. Pushed straight to mid-off, who is sitting back because of the Gayle force, and they run a single"
10,"Watson to Charles, no run full, on off, pushed to mid-on"
11,"Watson to Charles, FOUR runs Charles opens up. First boundary of the second semi-final. Fullish, into the pads, he opens up front leg, and lofts this over midwicket. It meets the boundary cushions on a half-volley"
12,"Watson to Charles, no run plays a tentative defensive shot now, gets an inside edge to a full delivery"
13,"Watson to Charles, FOUR runs that's a swipe. Good-old Twenty20 swipe. Clears the front leg, and goes right across the line, hoping for the best as he does so. And it goes uppishly, but wide of mid-on"
14,"Starc to Gayle, 1 run full, swinging away as expected, gets a thick outside edge of the defensive bat for a single to third man"
15,"Starc to Charles, 1 run full and wide, driven without getting close to it, gets a soft edge on it, which falls well short of slip, but White is superb at slip"
16,"Starc to Gayle, no run dug in short, 137ks, Gayle plays the defensive shot off the front foot"
17,"Starc to Gayle, 1 wide dug in again, looking to tuck him up, but strays too far down leg"
18,"Starc to Gayle, 1 run thick edge again. Two moral victories for Starc. Gayle gets a second single to third man"
19,"Starc to Charles, OUT Charles is gone. Starc has struck. Perhaps this attack is too good for him. Starc has been swinging the ball back in, but this is short of a length, and goes with the angle. All Charles manages is an edge through to Wade"
20,"Starc to Samuels, 1 run and he produces a thick inside edge right away, which goes for a single to fine leg"
21,"Cummins to Samuels, 1 run short of a length, angling in, dropped into the leg side for one"
22,"Cummins to Gayle, 1 run short of a length, pitching outside leg, angling towards leg, worked away for another single"
23,"Cummins to Samuels, no run Samuels is dealing in edges at the moment. Drives at a wide length ball without getting close to it, and gets a bottom edge that's safe"
24,"Cummins to Samuels, FOUR runs that's silken. End of edges for Samuels. Just stands tall and meets a length ball with a slightly open face, placing it wide of mid-off"
25,"Cummins to Samuels, 1 run short, 148ks, hurries him into the pull, but the mis-hit lands safe and yields a single"
26,"Cummins to Gayle, no run short of a length, just outside off, punched to cover-point"
27,"Watson to Samuels, 1 leg bye length ball, into the pads, that was a freebie, but he concedes just the leg-bye"
28,"Watson to Gayle, no run Gayle swings and misses. Watson nearly gets his man. He clears the front leg and goes over cow corner, but all he connects is thin air"
29,"Watson to Gayle, no run Watson slips in the bouncer, and Gayle ducks under it"
30,"Watson to Gayle, 1 leg bye appeal for leg-before, but this is short of a length, not swinging, and hitting middle and leg, so it has to be pitched outside leg"
31,"Watson to Samuels, 1 run full and straight, pushed wide of mid-on for one"
32,"Watson to Gayle, SIX runs Gayle 1, Watson 0. Deep deep into the stands. Length ball, outside off, Gayle goes straight now, and makes a sweet connection. And it sails over long-off"
33,"Doherty to Samuels, no run and edge first up. Samuels is lucky it has not carries to slip as he opens the face"
34,"Doherty to Samuels, no run Samuels is lucky again. This was dead plumb. Umpire Dar has had a slip. This is full, pitches middle, straightens, and is missing both the leg and off stumps. Samuels has got away with one here"
35,"Doherty to Samuels, no run short, gets a bottom edge on the cut"
36,"Doherty to Samuels, SIX runs Samuels gets into the six-hitting act. Full, middle and leg, pretty similar to the leg-before delivery, but he has lofted it clean over long-on"
37,"Doherty to Samuels, 1 run cut away in front of square"
38,"Doherty to Gayle, SIX runs this was on the cards, but to the first ball he aces from regulation left-arm spin? Doherty stays round the stumps to cut the angle, but he still lands it in Gayle's swinging zone, and Gayle sends it rows behind deep midwicket"
39,"Hogg to Samuels, SIX runs never mind the bat's thickness. This one was played so well he could have hit a six with a ruler. Right down to the pitch of the ball, dead straight, and off the middle of the bat"
40,"Hogg to Samuels, no run a grubber. Samuels is beaten by the low bounce, Wade does well to collect it and attempt a stumping. When he played the cut, Samuels was outside the crease, but got the back foot back in time"
41,"Hogg to Samuels, no run googly, Samuels seems to have picked it off the pitch, but has recovered well to defend"
42,"Hogg to Samuels, no run the legbreak now, but a bit too short. Samuels, though, finds point with the cut"
43,"Hogg to Samuels, no run wrong'un again. The line outside leg seems to be a giveaway, but he draws another defensive shot out of Samuels"
44,"Hogg to Samuels, 1 run they had Gayle where they wanted him, taking a tight single as Samuels dabbed it to backward point, but those strides are big enough to get him in in time"
45,"Cummins to Samuels, FOUR runs no, he bowls full, and pays the price. Sameuls moves half-forward, makes room by opening the front leg a bit, and then smacks it over extra cover. Split seconds later, it hits the advertising boards"
46,"Cummins to Samuels, OUT Timbahhh. Slower ball at 116ks, and the middle stump lays flat. Samuels plays the odd ungainly slog this time, and is comprehensively deceived by the slower one"
47,"Cummins to Bravo, 1 run full, outside off, stylishly driven to sweeper-cover"
48,"Cummins to Gayle, 1 run slower ball, short of a length, punched square for a single"
49,"Cummins to Bravo, no run full and straight, defended by Bravo"
50,"Cummins to Bravo, no run another slower ball, defended off the front foot. Top over from Cummins"
51,"Hogg to Gayle, no run full, really full, don't know which way it is turning because it is a yorker. Hit back to him"
52,"Hogg to Gayle, 1 run nice delivery, pitches on leg, just short of driving length, turning sharply towards off, swept away softly"
53,"Hogg to Bravo, no run it's a googly first up, Bravo stays back and pushes it to Watson at point"
