,Data
0,"Shapoor to Wade, no run banged in short outside off stump and that's been left alone to the keeper"
1,"Shapoor to Wade, no run short of a length outside off, leaves that one through to the keeper"
2,"Shapoor to Wade, no run short of a good length outside off, this one holds its line and it's been left alone to the keeper"
3,"Shapoor to Wade, 1 run shortish on leg stump, straying in line slightly, turned down towards fine leg for a single"
4,"Shapoor to Warner, no run short of a good length on the off, tried to crunch it through extra cover, mistimes it towards mid-on"
5,"Shapoor to Warner, no run shortish on the off, rocks back and defends him solidly towards extra cover"
6,"Zadran to Wade, no run accurate start, on the off stump, lands on a good length, Wade gets forward and defends it back to the bowler"
7,"Zadran to Wade, no run goodish length on middle, Wade gets front and across and drives it back to the bowler"
8,"Zadran to Wade, no run"
9,"Zadran to Wade, no run short of a good length on middle, rocks on the back foot and pats it back down the pitch"
10,"Zadran to Wade, 3 runs pitched up and it's been driven beautifully through the covers in the deep, nicely timed, the fielder at extra cover got a hand to it"
11,"Zadran to Warner, no run goodish length on the off, gets on the back foot and defends it towards point"
12,"Shapoor to Wade, no run short of a good length on the off, Wade plays it form the crease, gets an inside edge into the ribs"
13,"Shapoor to Wade, no run short of a length outside off, chops it down on the bounce towards point"
14,"Shapoor to Wade, no run pitched up on the off stump, driven through towards mid-on, can't beat that fielder"
15,"Shapoor to Wade, no run short of a good length and he watches that one through to the keeper"
16,"Shapoor to Wade, FOUR runs ooh, just wide of the diving square leg fielder, full toss on middle and it's flicked away firmly, a full length dive to the right but it's in vain"
17,"Shapoor to Wade, no run short of a length outside off, chops that one towards point from the crease"
18,"Zadran to Warner, no run short of a good length on the off, punches it into the off side from the crease"
19,"Zadran to Warner, no run lands on a length on middle, seems quite nippy, on target, pushes that one back to the bowler"
20,"Zadran to Warner, FOUR runs a thick outside edge, full and wide and he goes hard at that one, gets a thick edge past slip down to the third-man boundary"
21,"Zadran to Warner, 1 run shortish on leg stump, turned away towards fine leg for a single"
22,"Zadran to Wade, no run short of a good length, comes down the track to flay it through point, goes hard at it and misses"
23,"Zadran to Wade, 1 run shortish on middle, drops it down in front of square leg and steals a quick single"
24,"Shapoor to Wade, no run lands on a length on the off, that's been driven towards mid-off on the front foot, didn't time it well"
25,"Shapoor to Wade, no run shortish outside off, crunches it off the back foot towards point"
26,"Shapoor to Wade, 1 run times this one better, pitched up on middle, it's driven down the pitch, mid-off cuts it off, they just get a single"
27,"Shapoor to Warner, FOUR runs superbly struck, short of a good length, gets on the back foot and crunches it through the covers for a boundary, took a while to get to the boundary though, a slow outfield this"
28,"Shapoor to Warner, no run kept a little low, shortish, goes for the cut, misses, it zips through under his bat"
29,"Shapoor to Warner, no run shortish on middle, punched off the back foot in front of mid-on"
30,"Zadran to Wade, 1 run short and it comes on to him a little quicker than he expected, shortish, went for the pull, tried to smash it through midwicket, got an inside edge onto the thigh"
31,"Zadran to Warner, 2 runs shortish on the off, punched through point and cover for a couple of runs, a bit of a fumble as the fielder slides and tries to throw back"
32,"Zadran to Warner, FOUR runs plenty of width there for him to free his arms, short and it's been slashed hard through point for a boundary"
33,"Zadran to Warner, 1 run short of a good length on the off, pushed to the right of cover for a quick single"
34,"Zadran to Wade, 1 run shortish on leg stump, tries to turn that one fine, gets it behind square for a single"
35,"Zadran to Warner, 1 run shortish again down the leg side, whipped through to fine leg for a single"
36,"Shapoor to Warner, 1 run short outside off, cut that one down towards third man for a single"
37,"Shapoor to Wade, 1 run goes hard at that one, pitched it fuller, tried to drive it through extra cover, got a thick outside edge, actually ended up slicing that towards third man"
38,"Shapoor to Warner, FOUR runs length ball and he cashes in, slams it over mid-on for a one bounce four, nicely hit, two bounces in fact"
39,"Shapoor to Warner, 2 runs thrashed, short and wide and that's been hit hard past point, good fielding by the man at third man, runs to his left and dives to haul it back in, that's 1,000 runs for Warner in ODI cricket"
