,Data
0,"Chahal to Finch, 1 run full on middle, he drives to long on"
1,"Chahal to Warner, SIX runs slog sweep into the midwicket crowd! Wow. Leg break, tossed up in the slot, he got down on one knee and took no notice of the man at deep midwicket, he hit in 15 rows back!"
2,"Chahal to Warner, FOUR runs short and wide, over-compensation, Warner slaps a cut through cover-point! Easy pickings"
3,"Chahal to Warner, no run 87kph, good leg break on off, Warner mistimes a drive to Chahal"
4,"Chahal to Warner, 1 run 87kph, angled into leg stump, he clips this off his toes. 50 to Warner off just 39 balls. He has been superb so far."
5,"Chahal to Finch, no run drifting into leg, it slides on and hits the pad, there's a polite appeal but no conviction. It was sliding down and India knew it"
6,"Saini to Warner, no run fuller on off, he pushes a drive back to Saini"
7,"Saini to Warner, 1 run 142kph, back of a length outside off, he's back and late cutting, controlling the bounce to third man, Warner pushed for two but slipped"
8,"Saini to Finch, no run yorker length outside off, he squeezes this out to point"
9,"Saini to Finch, no run 144kph, good length, on off, he pushes this from the crease to mid off"
10,"Saini to Finch, (no ball) 146kph, high full toss hits him in the stomach! Finch doubles over in pain. But he's OK.It's a no-ball"
11,"Saini to Finch, no run Finch swings hard backing away at a shorter length ball but misses by a mile"
12,"Saini to Finch, FOUR runs good bouncer but Finch gets a top edge trying to hook and it flies safely fine of fine leg! A bit unlucky for Saini"
13,"Chahal to Warner, 1 run shorter leg break, he's down low and pulling to square leg"
14,"Chahal to Finch, no run 88kph, slider out of the front of the hand, Finch stays leg side to drive but mistimes and drags to midwicket"
15,"Chahal to Finch, 1 run good length, 90kph, he skips down and drives to long on"
16,"Chahal to Warner, 1 run shorter length, he's back and punching to long on"
17,"Chahal to Finch, no run 92kph, fuller and quicker outside off, he charges but has to jump outside off to get his pad in the way to block it"
18,"Chahal to Finch, 1 run full on leg, he clips this firmly through forward square to the sweeper"
19,"Bumrah to Finch, 1 run 144kph, back of a length on off, he's back and defending this to cover-point for a single"
20,"Bumrah to Warner, 1 run 141kph, short ball into the ribs, he tried to avoid it and got hit on the gloves, taking his eyes off it, it rolls behind square"
21,"Bumrah to Finch, FOUR runs short ball, Finch pulls powerfully with the angle behind square and beats fine leg! He did takes his eyes off it but nailed it"
22,"Bumrah to Finch, 2 runs chipped just over Kohli at cover! This wasn't in control but he lifted a backfoot drive over cover"
23,"Bumrah to Finch, FOUR runs half volley, 145kph, he set his firm and caressed a glorious cover drive! Beautiful shot"
24,"Bumrah to Finch, no run 142kph, back of a length on off, Finch is back and defending"
25,"Chahal to Warner, no run Warner might be run out here due to a horror mix up! He just got home! So close. He pushed to cover and called yes but was rightly sent back, the throw was right over the bails and Rahul whipped them off quickly but Warner's full length dive got him home by inches"
26,"Chahal to Warner, 1 run slower leg break, he's back and working this off the pads to deep square"
27,"Chahal to Finch, no run shorter outside off, 91kph, he punches off the back foot to cover but he mistimed it"
28,"Chahal to Finch, 1 run 89kph, good length on leg, he sits back and works this to the gap square of midwicket"
29,"Chahal to Warner, no run tossed up, he drives straight to cover"
30,"Chahal to Warner, no run 88kph, pushed through, he defends with the full face into the on side"
31,"Jadeja to Finch, no run 93kph. tossed up on middle, he drives back to the bowler"
32,"Jadeja to Finch, 1 run drifting into leg, he paddle sweeps fine but didn't get it well"
33,"Jadeja to Warner, no run tossed up on middle, he pushes back to the bowler"
34,"Jadeja to Warner, 1 run floated up on leg, he chips this in the air towards long on but short of the man"
35,"Jadeja to Finch, 1 run shorter length, 94kph, he stands up and punches to long on"
36,"Jadeja to Warner, 3 runs fuller outside off, he sits back though and punches this on the up past cover and they will get a couple"
37,"Chahal to Warner, no run shorter on leg, he's back and tucking this to midwicket"
38,"Chahal to Warner, 1 run full outside off, he drives to long off, Warner wants two but it's not on"
39,"Chahal to Finch, 1 run flatter quicker one, on middle, he drives to long on"
40,"Chahal to Warner, SIX runs lofted just over long on's head! Powerful shot. It was tossed up, he skipped down and launched it flat but got enough of it to beat the man on the rope who jumped up. It was too high for him"
41,"Chahal to Warner, no run flatter on middle, he's back and working to midwicket"
42,"Chahal to Warner, no run yorker on middle, he jams it"
43,"Jadeja to Finch, 1 run length on off, and a misfield at cover means they get an extra run. Kohli the fielder"
44,"Jadeja to Warner, no run length on off, pushed to short cover"
45,"Jadeja to Warner, 1 run reverse sweep, but doesn't get hold of it. Short third man fields easily"
46,"Jadeja to Finch, no run skips down the track and gets to the pitch to flick it off his pads but can't beat midwicket"
47,"Jadeja to Finch, 1 run angling into him, makes room and cuts through point staying legside of the ball"
48,"Jadeja to Warner, 1 run fullish on the pads, flicked to short fine leg"
49,"Chahal to Warner, 1 run fullish and spinning into him, tucked through square"
